gt_id,frame,object_id,bbox,l0_bbox,l0_short_side,l0_area,size_bin,area_bin,boundary,cx_norm,cy_norm,failure_type,matched_pred_id,predicted_class,confidence,iou,correct_class,iou_ge_050,any_class_iou50,correct_class_iou50,best_any_iou,best_any_class,best_any_confidence,best_correct_iou,best_correct_confidence,best_wrong_iou,best_wrong_class,best_wrong_confidence
f14-g09,14,ta-ta,"[1015.0, 1136.0, 1048.0, 1153.0]","[253.75, 284.0, 262.0, 288.25]",4.25,35.0625,4-<8,32-<128,0,0.26861979166666666,0.5298611111111111,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9897140264511108,0.0,,0.0,large_launcher,0.9897140264511108
f15-g03,15,large_tower,"[3487.0, 467.0, 3549.0, 531.0]","[871.75, 116.75, 887.25, 132.75]",15.5,248.0,8-<16,128-<512,0,0.9161458333333333,0.2310185185185185,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9938925504684448,0.0,,0.0,large_launcher,0.9938925504684448
f15-g04,15,medium_launcher,"[3730.0, 25.0, 3777.0, 69.0]","[932.5, 6.25, 944.25, 17.25]",11.0,129.25,8-<16,128-<512,0,0.9774739583333333,0.02175925925925926,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9938925504684448,0.0,,0.0,large_launcher,0.9938925504684448
f15-g05,15,small_launcher,"[1773.0, 1117.0, 1796.0, 1147.0]","[443.25, 279.25, 449.0, 286.75]",5.75,43.125,4-<8,32-<128,0,0.4647135416666667,0.524074074074074,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9938925504684448,0.0,,0.0,large_launcher,0.9938925504684448
f15-g06,15,tank,"[779.0, 818.0, 830.0, 867.0]","[194.75, 204.5, 207.5, 216.75]",12.25,156.1875,8-<16,128-<512,0,0.20950520833333333,0.3900462962962963,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9938925504684448,0.0,,0.0,large_launcher,0.9938925504684448
f15-g09,15,ta-ta,"[1008.0, 1203.0, 1042.0, 1219.0]","[252.0, 300.75, 260.5, 304.75]",4.0,34.0,4-<8,32-<128,0,0.2669270833333333,0.5606481481481481,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9938925504684448,0.0,,0.0,large_launcher,0.9938925504684448
f16-g03,16,large_tower,"[3498.0, 527.0, 3561.0, 592.0]","[874.5, 131.75, 890.25, 148.0]",15.75,255.9375,8-<16,128-<512,0,0.919140625,0.2590277777777778,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9914650321006775,0.0,,0.0,large_launcher,0.9914650321006775
f16-g04,16,medium_launcher,"[3742.0, 78.0, 3789.0, 123.0]","[935.5, 19.5, 947.25, 30.75]",11.25,132.1875,8-<16,128-<512,0,0.9805989583333333,0.04652777777777778,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9914650321006775,0.0,,0.0,large_launcher,0.9914650321006775
f16-g05,16,small_launcher,"[1772.0, 1184.0, 1795.0, 1213.0]","[443.0, 296.0, 448.75, 303.25]",5.75,41.6875,4-<8,32-<128,0,0.464453125,0.5548611111111111,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9914650321006775,0.0,,0.0,large_launcher,0.9914650321006775
f16-g06,16,tank,"[771.0, 881.0, 822.0, 930.0]","[192.75, 220.25, 205.5, 232.5]",12.25,156.1875,8-<16,128-<512,0,0.207421875,0.41921296296296295,B_wrong_class_iou50,f16-p05,spacecraft,0.018463829532265663,0.8384296377264163,0,1,1,0,0.8384296377264163,spacecraft,0.018463829532265663,0.0,,0.8384296377264163,spacecraft,0.018463829532265663
f16-g09,16,ta-ta,"[1002.0, 1271.0, 1035.0, 1287.0]","[250.5, 317.75, 258.75, 321.75]",4.0,33.0,4-<8,32-<128,0,0.265234375,0.5921296296296297,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9914650321006775,0.0,,0.0,large_launcher,0.9914650321006775
f17-g03,17,large_tower,"[3509.0, 589.0, 3572.0, 652.0]","[877.25, 147.25, 893.0, 163.0]",15.75,248.0625,8-<16,128-<512,0,0.9220052083333333,0.28726851851851853,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9856705069541931,0.0,,0.0,large_launcher,0.9856705069541931
f17-g04,17,medium_launcher,"[3754.0, 132.0, 3801.0, 177.0]","[938.5, 33.0, 950.25, 44.25]",11.25,132.1875,8-<16,128-<512,0,0.9837239583333334,0.07152777777777777,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9856705069541931,0.0,,0.0,large_launcher,0.9856705069541931
f17-g05,17,small_launcher,"[1771.0, 1251.0, 1794.0, 1281.0]","[442.75, 312.75, 448.5, 320.25]",5.75,43.125,4-<8,32-<128,0,0.4641927083333333,0.5861111111111111,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9856705069541931,0.0,,0.0,large_launcher,0.9856705069541931
f17-g06,17,tank,"[763.0, 945.0, 815.0, 994.0]","[190.75, 236.25, 203.75, 248.5]",12.25,159.25,8-<16,128-<512,0,0.20546875,0.44884259259259257,B_wrong_class_iou50,f17-p06,spacecraft,0.019926559180021286,0.8432844232148679,0,1,1,0,0.8432844232148679,spacecraft,0.019926559180021286,0.0,,0.8432844232148679,spacecraft,0.019926559180021286
f17-g09,17,ta-ta,"[995.0, 1339.0, 1029.0, 1355.0]","[248.75, 334.75, 257.25, 338.75]",4.0,34.0,4-<8,32-<128,0,0.2635416666666667,0.6236111111111111,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9856705069541931,0.0,,0.0,large_launcher,0.9856705069541931
f18-g03,18,large_tower,"[3520.0, 651.0, 3584.0, 714.0]","[880.0, 162.75, 896.0, 178.5]",15.75,252.0,8-<16,128-<512,0,0.925,0.3159722222222222,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9171958565711975,0.0,,0.0,spacecraft,0.9171958565711975
f18-g04,18,medium_launcher,"[3766.0, 187.0, 3814.0, 232.0]","[941.5, 46.75, 953.5, 58.0]",11.25,135.0,8-<16,128-<512,0,0.9869791666666666,0.09699074074074074,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9171958565711975,0.0,,0.0,spacecraft,0.9171958565711975
f18-g05,18,small_launcher,"[1770.0, 1320.0, 1793.0, 1350.0]","[442.5, 330.0, 448.25, 337.5]",5.75,43.125,4-<8,32-<128,0,0.46393229166666666,0.6180555555555556,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9171958565711975,0.0,,0.0,spacecraft,0.9171958565711975
f18-g06,18,tank,"[754.0, 1010.0, 807.0, 1060.0]","[188.5, 252.5, 201.75, 265.0]",12.5,165.625,8-<16,128-<512,0,0.20325520833333333,0.4791666666666667,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9171958565711975,0.0,,0.0,spacecraft,0.9171958565711975
f18-g07,18,helicopter,"[2278.0, 2121.0, 2403.0, 2159.0]","[569.5, 530.25, 600.75, 539.75]",9.5,296.875,8-<16,128-<512,1,0.6095052083333333,0.9907407407407407,C_correct_class_low_iou,f18-p04,helicopter,0.10008976608514786,0.4454844477263051,1,0,0,0,0.4454844477263051,helicopter,0.10008976608514786,0.4454844477263051,0.10008976608514786,0.0,spacecraft,0.9171958565711975
f18-g09,18,ta-ta,"[988.0, 1409.0, 1022.0, 1425.0]","[247.0, 352.25, 255.5, 356.25]",4.0,34.0,4-<8,32-<128,0,0.26171875,0.6560185185185186,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9171958565711975,0.0,,0.0,spacecraft,0.9171958565711975
f19-g03,19,large_tower,"[3532.0, 715.0, 3596.0, 777.0]","[883.0, 178.75, 899.0, 194.25]",15.5,248.0,8-<16,128-<512,0,0.928125,0.3453703703703704,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9546114206314087,0.0,,0.0,spacecraft,0.9546114206314087
f19-g04,19,medium_launcher,"[3779.0, 242.0, 3827.0, 288.0]","[944.75, 60.5, 956.75, 72.0]",11.5,138.0,8-<16,128-<512,0,0.9903645833333333,0.12268518518518519,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9546114206314087,0.0,,0.0,spacecraft,0.9546114206314087
f19-g05,19,small_launcher,"[1769.0, 1390.0, 1792.0, 1419.0]","[442.25, 347.5, 448.0, 354.75]",5.75,41.6875,4-<8,32-<128,0,0.463671875,0.6502314814814815,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9546114206314087,0.0,,0.0,spacecraft,0.9546114206314087
f19-g06,19,tank,"[746.0, 1076.0, 799.0, 1126.0]","[186.5, 269.0, 199.75, 281.5]",12.5,165.625,8-<16,128-<512,0,0.201171875,0.5097222222222222,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9546114206314087,0.0,,0.0,spacecraft,0.9546114206314087
f19-g07,19,small_tower,"[2720.0, 2138.0, 2783.0, 2159.0]","[680.0, 534.5, 695.75, 539.75]",5.25,82.6875,4-<8,32-<128,1,0.7165364583333333,0.9946759259259259,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9546114206314087,0.0,,0.0,spacecraft,0.9546114206314087
f19-g08,19,hangar,"[161.0, 0.0, 343.0, 6.0]","[40.25, 0.0, 85.75, 1.5]",1.5,68.25,<4,32-<128,1,0.065625,0.001388888888888889,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9546114206314087,0.0,,0.0,spacecraft,0.9546114206314087
f19-g09,19,ta-ta,"[981.0, 1480.0, 1015.0, 1495.0]","[245.25, 370.0, 253.75, 373.75]",3.75,31.875,<4,<32,0,0.2598958333333333,0.6886574074074074,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9546114206314087,0.0,,0.0,spacecraft,0.9546114206314087
f20-g03,20,large_tower,"[3543.0, 779.0, 3609.0, 840.0]","[885.75, 194.75, 902.25, 210.0]",15.25,251.625,8-<16,128-<512,0,0.93125,0.3747685185185185,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9737756848335266,0.0,,0.0,large_launcher,0.9737756848335266
f20-g04,20,medium_launcher,"[3791.0, 298.0, 3839.0, 344.0]","[947.75, 74.5, 959.75, 86.0]",11.5,138.0,8-<16,128-<512,1,0.9934895833333334,0.1486111111111111,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9737756848335266,0.0,,0.0,large_launcher,0.9737756848335266
f20-g05,20,small_launcher,"[1768.0, 1460.0, 1791.0, 1490.0]","[442.0, 365.0, 447.75, 372.5]",5.75,43.125,4-<8,32-<128,0,0.46341145833333336,0.6828703703703703,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9737756848335266,0.0,,0.0,large_launcher,0.9737756848335266
f20-g06,20,tank,"[737.0, 1143.0, 790.0, 1193.0]","[184.25, 285.75, 197.5, 298.25]",12.5,165.625,8-<16,128-<512,0,0.198828125,0.5407407407407407,B_wrong_class_iou50,f20-p03,spacecraft,0.06442438811063766,0.9178922472392284,0,1,1,0,0.9178922472392284,spacecraft,0.06442438811063766,0.0,,0.9178922472392284,spacecraft,0.06442438811063766
f20-g07,20,hangar,"[149.0, 0.0, 333.0, 58.0]","[37.25, 0.0, 83.25, 14.5]",14.5,667.0,8-<16,512-<2048,1,0.06276041666666667,0.013425925925925926,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9737756848335266,0.0,,0.0,large_launcher,0.9737756848335266
f20-g08,20,ta-ta,"[974.0, 1552.0, 1009.0, 1567.0]","[243.5, 388.0, 252.25, 391.75]",3.75,32.8125,<4,32-<128,0,0.258203125,0.7219907407407408,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9737756848335266,0.0,,0.0,large_launcher,0.9737756848335266
f20-g09,20,medium_plane,"[610.0, 0.0, 665.0, 32.0]","[152.5, 0.0, 166.25, 8.0]",8.0,110.0,8-<16,32-<128,1,0.166015625,0.007407407407407408,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9737756848335266,0.0,,0.0,large_launcher,0.9737756848335266
f21-g03,21,large_tower,"[3555.0, 844.0, 3621.0, 905.0]","[888.75, 211.0, 905.25, 226.25]",15.25,251.625,8-<16,128-<512,0,0.934375,0.4048611111111111,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9484182000160217,0.0,,0.0,large_launcher,0.9484182000160217
f21-g04,21,medium_launcher,"[3804.0, 355.0, 3839.0, 401.0]","[951.0, 88.75, 959.75, 100.25]",8.75,100.625,8-<16,32-<128,1,0.9951822916666667,0.175,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9484182000160217,0.0,,0.0,large_launcher,0.9484182000160217
f21-g05,21,small_launcher,"[1767.0, 1532.0, 1790.0, 1562.0]","[441.75, 383.0, 447.5, 390.5]",5.75,43.125,4-<8,32-<128,0,0.46315104166666665,0.7162037037037037,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9484182000160217,0.0,,0.0,large_launcher,0.9484182000160217
f21-g06,21,tank,"[729.0, 1210.0, 782.0, 1261.0]","[182.25, 302.5, 195.5, 315.25]",12.75,168.9375,8-<16,128-<512,0,0.19674479166666667,0.5719907407407407,B_wrong_class_iou50,f21-p03,spacecraft,0.06251855194568634,0.7713140329445848,0,1,1,0,0.7713140329445848,spacecraft,0.06251855194568634,0.0,,0.7713140329445848,spacecraft,0.06251855194568634
f21-g08,21,ta-ta,"[967.0, 1625.0, 1002.0, 1640.0]","[241.75, 406.25, 250.5, 410.0]",3.75,32.8125,<4,32-<128,0,0.25638020833333336,0.7557870370370371,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9484182000160217,0.0,,0.0,large_launcher,0.9484182000160217
f21-g09,21,medium_plane,"[602.0, 37.0, 657.0, 85.0]","[150.5, 9.25, 164.25, 21.25]",12.0,165.0,8-<16,128-<512,0,0.16393229166666667,0.02824074074074074,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9484182000160217,0.0,,0.0,large_launcher,0.9484182000160217
f22-g01,22,spacecraft,"[1455.0, 2151.0, 1504.0, 2159.0]","[363.75, 537.75, 376.0, 539.75]",2.0,24.5,<4,<32,1,0.38528645833333336,0.9976851851851852,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8887762427330017,0.0,,0.0,large_launcher,0.8887762427330017
f22-g03,22,large_tower,"[3567.0, 910.0, 3634.0, 970.0]","[891.75, 227.5, 908.5, 242.5]",15.0,251.25,8-<16,128-<512,0,0.9376302083333333,0.4351851851851852,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8887762427330017,0.0,,0.0,large_launcher,0.8887762427330017
f22-g04,22,medium_launcher,"[3817.0, 413.0, 3839.0, 459.0]","[954.25, 103.25, 959.75, 114.75]",5.5,63.25,4-<8,32-<128,1,0.996875,0.20185185185185187,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8887762427330017,0.0,,0.0,large_launcher,0.8887762427330017
f22-g05,22,small_launcher,"[1766.0, 1605.0, 1789.0, 1634.0]","[441.5, 401.25, 447.25, 408.5]",5.75,41.6875,4-<8,32-<128,0,0.462890625,0.7497685185185186,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8887762427330017,0.0,,0.0,large_launcher,0.8887762427330017
f22-g06,22,tank,"[720.0, 1279.0, 774.0, 1330.0]","[180.0, 319.75, 193.5, 332.5]",12.75,172.125,8-<16,128-<512,0,0.19453125,0.6039351851851852,B_wrong_class_iou50,f22-p03,small_tower,0.04334523156285286,0.892073460896695,0,1,1,0,0.892073460896695,small_tower,0.04334523156285286,0.0,,0.892073460896695,small_tower,0.04334523156285286
f22-g08,22,ta-ta,"[960.0, 1699.0, 995.0, 1713.0]","[240.0, 424.75, 248.75, 428.25]",3.5,30.625,<4,<32,0,0.2545572916666667,0.7898148148148149,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8887762427330017,0.0,,0.0,large_launcher,0.8887762427330017
f22-g09,22,medium_plane,"[593.0, 90.0, 649.0, 139.0]","[148.25, 22.5, 162.25, 34.75]",12.25,171.5,8-<16,128-<512,0,0.16171875,0.053009259259259256,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8887762427330017,0.0,,0.0,large_launcher,0.8887762427330017
f23-g02,23,large_tower,"[3579.0, 978.0, 3647.0, 1037.0]","[894.75, 244.5, 911.75, 259.25]",14.75,250.75,8-<16,128-<512,0,0.9408854166666667,0.4664351851851852,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8625569939613342,0.0,,0.0,large_launcher,0.8625569939613342
f23-g03,23,medium_launcher,"[3830.0, 472.0, 3839.0, 518.0]","[957.5, 118.0, 959.75, 129.5]",2.25,25.875,<4,<32,1,0.9985677083333333,0.22916666666666666,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8625569939613342,0.0,,0.0,large_launcher,0.8625569939613342
f23-g04,23,small_launcher,"[1765.0, 1679.0, 1788.0, 1708.0]","[441.25, 419.75, 447.0, 427.0]",5.75,41.6875,4-<8,32-<128,0,0.46263020833333335,0.7840277777777778,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8625569939613342,0.0,,0.0,large_launcher,0.8625569939613342
f23-g05,23,tank,"[711.0, 1349.0, 765.0, 1400.0]","[177.75, 337.25, 191.25, 350.0]",12.75,172.125,8-<16,128-<512,0,0.1921875,0.6363425925925926,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8625569939613342,0.0,,0.0,large_launcher,0.8625569939613342
f23-g07,23,ta-ta,"[952.0, 1774.0, 988.0, 1788.0]","[238.0, 443.5, 247.0, 447.0]",3.5,31.5,<4,<32,0,0.2526041666666667,0.8245370370370371,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8625569939613342,0.0,,0.0,large_launcher,0.8625569939613342
f23-g08,23,medium_plane,"[584.0, 144.0, 640.0, 193.0]","[146.0, 36.0, 160.0, 48.25]",12.25,171.5,8-<16,128-<512,0,0.159375,0.07800925925925926,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.8625569939613342,0.0,,0.0,large_launcher,0.8625569939613342
f24-g02,24,large_tower,"[3591.0, 1046.0, 3660.0, 1104.0]","[897.75, 261.5, 915.0, 276.0]",14.5,250.125,8-<16,128-<512,0,0.944140625,0.4976851851851852,A_missed,,no_detection,,0.0,0,0,0,0,0.0,jet_plane,0.7545483112335205,0.0,,0.0,jet_plane,0.7545483112335205
f24-g03,24,small_launcher,"[1763.0, 1754.0, 1787.0, 1783.0]","[440.75, 438.5, 446.75, 445.75]",6.0,43.5,4-<8,32-<128,0,0.4622395833333333,0.81875,A_missed,,no_detection,,0.0,0,0,0,0,0.0,jet_plane,0.7545483112335205,0.0,,0.0,jet_plane,0.7545483112335205
f24-g04,24,tank,"[702.0, 1420.0, 756.0, 1472.0]","[175.5, 355.0, 189.0, 368.0]",13.0,175.5,8-<16,128-<512,0,0.18984375,0.6694444444444444,B_wrong_class_iou50,f24-p02,spacecraft,0.024554681032896042,0.8757432809307819,0,1,1,0,0.8757432809307819,spacecraft,0.024554681032896042,0.0,,0.8757432809307819,spacecraft,0.024554681032896042
f24-g06,24,ta-ta,"[945.0, 1851.0, 981.0, 1865.0]","[236.25, 462.75, 245.25, 466.25]",3.5,31.5,<4,<32,0,0.25078125,0.8601851851851852,A_missed,,no_detection,,0.0,0,0,0,0,0.0,jet_plane,0.7545483112335205,0.0,,0.0,jet_plane,0.7545483112335205
f24-g07,24,medium_plane,"[575.0, 199.0, 632.0, 248.0]","[143.75, 49.75, 158.0, 62.0]",12.25,174.5625,8-<16,128-<512,0,0.15716145833333334,0.10347222222222222,A_missed,,no_detection,,0.0,0,0,0,0,0.0,jet_plane,0.7545483112335205,0.0,,0.0,jet_plane,0.7545483112335205
