target_class,start_frame,end_frame,model,update_id,available,x,y,boundary,center_error,error_dx,error_dy,iou,valid,unavailable_reason
large_tower,14,15,S_FIXED,large_tower:15,1,3507.0,439.5,0,3.4905332276136787,2.8372268775983684,2.0332156447628904,0.8590091872266535,1,
large_tower,15,16,T_FIXED,large_tower:16,1,3518.0,499.0,0,11.715374513859981,-9.0,7.5,0.6082577041986637,1,
large_tower,15,16,S_FIXED,large_tower:16,1,3518.0,499.0,0,2.235644572263861,1.9066636413786,1.1673647296958052,0.9081926559993664,1,
large_tower,16,17,T_FIXED,large_tower:17,1,3529.5,559.5,0,11.40175425099138,-9.0,7.0,0.6173285198555957,1,
large_tower,16,17,S_FIXED,large_tower:17,1,3529.5,559.5,0,3.1736380317643764,2.4680147678077446,1.995214640720178,0.8706820300837628,1,
large_tower,17,18,T_FIXED,large_tower:18,1,3540.5,620.5,0,11.40175425099138,-9.0,7.0,0.6166902404526167,1,
large_tower,17,18,S_FIXED,large_tower:18,1,3540.5,620.5,0,0.9202080237561787,0.9159570699753203,-0.08834847450566485,0.9688786262352073,1,
large_tower,18,19,T_FIXED,large_tower:19,1,3552.0,682.5,0,12.026013470805694,-11.25,4.25,0.623603130509786,1,
large_tower,18,19,S_FIXED,large_tower:19,1,3552.0,682.5,0,2.1249515940209402,0.12314256313629812,-2.121380490641968,0.9308730414274341,1,
large_tower,19,20,T_FIXED,large_tower:20,1,3564.0,746.0,0,15.18634254848744,-14.25,5.25,0.5554609687579808,1,
large_tower,19,20,S_FIXED,large_tower:20,1,3564.0,746.0,0,0.43079155708194133,0.1327768591277163,-0.40981907146112917,0.9545232273838631,1,
large_tower,20,21,T_FIXED,large_tower:21,1,3576.0,809.5,0,15.700318468107582,-15.5,2.5,0.5795203766367515,1,
large_tower,20,21,S_FIXED,large_tower:21,1,3576.0,809.5,0,1.9265632183746044,0.033626136539623985,1.9262697415822458,0.9378500658007439,1,
large_tower,21,22,T_FIXED,large_tower:22,1,3588.0,874.5,0,16.00781059358212,-16.0,0.5,0.604066985645933,1,
large_tower,21,22,S_FIXED,large_tower:22,1,3588.0,874.5,0,3.055990293619536,-2.307732441763619,2.003359092107189,0.8751013863970428,1,
large_tower,22,23,T_FIXED,large_tower:23,1,3600.5,940.0,0,16.779824194549835,-16.75,1.0,0.5863720528329835,1,
large_tower,22,23,S_FIXED,large_tower:23,1,3600.5,940.0,0,2.09440624304177,-1.1763015500309848,1.7328739637628132,0.9120756792776865,1,
large_tower,23,24,T_FIXED,large_tower:24,1,3613.0,1007.5,0,19.90602923739438,-19.5,4.0,0.49976607092729486,0,
large_tower,23,24,S_FIXED,large_tower:24,1,3613.0,1007.5,0,4.8456570608579685,1.848918706137738,4.4790503423757855,0.8158149627633117,1,
medium_launcher,14,15,T_FIXED,medium_launcher:15,1,3742.0,8.5,1,29.410882339705484,-9.0,28.0,0.034013605442176874,0,
medium_launcher,14,15,S_FIXED,medium_launcher:15,1,3742.0,8.5,1,20.473879836172337,3.7371162367076067,20.129920958100172,0.18427014235251496,0,
medium_launcher,15,16,T_FIXED,medium_launcher:16,1,3753.5,47.0,0,17.334935823359714,-9.5,14.5,0.36788750817527793,0,
medium_launcher,15,16,S_FIXED,medium_launcher:16,1,3753.5,47.0,0,6.155527439189994,3.492080633765454,5.06911145092522,0.6952765143138827,1,
medium_launcher,16,17,T_FIXED,medium_launcher:17,1,3765.5,100.5,0,17.204650534085253,-10.0,14.0,0.37204022056438535,0,
medium_launcher,16,17,S_FIXED,medium_launcher:17,1,3765.5,100.5,0,6.736855992364793,3.378646072864285,5.828377079100164,0.6777187395616047,1,
medium_launcher,17,18,T_FIXED,medium_launcher:18,1,3777.5,154.5,0,17.204650534085253,-10.0,14.0,0.37349397590361444,0,
medium_launcher,17,18,S_FIXED,medium_launcher:18,1,3777.5,154.5,0,5.0324972498533596,1.8884095208341023,4.664754875811241,0.7554699599446499,1,
medium_launcher,18,19,T_FIXED,medium_launcher:19,1,3790.0,209.5,0,17.324116139070416,-12.25,12.25,0.3738819320214669,0,
medium_launcher,18,19,S_FIXED,medium_launcher:19,1,3790.0,209.5,0,5.106065722402343,1.2693678197319969,4.945767129548358,0.766365017783119,1,
medium_launcher,19,20,T_FIXED,medium_launcher:20,1,3803.0,265.0,1,19.121323175972943,-14.25,12.75,0.34069562247395685,0,
medium_launcher,19,20,S_FIXED,medium_launcher:20,1,3803.0,265.0,1,6.200006636172654,2.627914985145253,5.615527145285114,0.7303636687524087,1,
medium_launcher,20,21,T_FIXED,medium_launcher:21,1,3815.0,321.0,1,14.5,-10.0,10.5,0.4142050189832392,0,
medium_launcher,20,21,S_FIXED,medium_launcher:21,1,3815.0,321.0,1,11.621067797326837,9.617698880483658,6.522965966062543,0.6752365116328458,1,
medium_launcher,21,22,T_FIXED,medium_launcher:22,1,3821.5,378.0,1,12.806248474865697,-10.0,8.0,0.36633663366336633,0,
medium_launcher,21,22,S_FIXED,medium_launcher:22,1,3821.5,378.0,1,10.797009638993611,8.730354446384808,6.352663093932335,0.6622342749869944,1,
medium_launcher,22,23,T_FIXED,medium_launcher:23,1,3828.0,436.0,1,14.512925273699992,-10.75,9.75,0.13733114002293006,0,
medium_launcher,22,23,S_FIXED,medium_launcher:23,1,3828.0,436.0,1,11.859204914731096,9.58265730949779,6.986660153342996,0.4604742639860065,0,
medium_plane,20,21,T_FIXED,medium_plane:21,1,637.5,16.0,1,23.56374333589636,7.0,22.5,0.23595505617977527,0,
medium_plane,20,21,S_FIXED,medium_plane:21,1,637.5,16.0,1,15.126759986098499,-2.3498219443396238,14.943132352586943,0.42822297145118526,0,
medium_plane,21,22,T_FIXED,medium_plane:22,1,629.5,61.0,0,14.577379737113251,7.5,12.5,0.4726477024070022,0,
medium_plane,21,22,S_FIXED,medium_plane:22,1,629.5,61.0,0,5.976718380740844,-0.610173916353574,5.9454899204764615,0.7662938972837734,1,
medium_plane,22,23,T_FIXED,medium_plane:23,1,621.0,114.5,0,17.681204710086924,9.75,14.75,0.40576021004434626,0,
medium_plane,22,23,S_FIXED,medium_plane:23,1,621.0,114.5,0,6.9315098712944545,-0.7574580341373576,6.889999014685941,0.7357550175741285,1,
medium_plane,23,24,T_FIXED,medium_plane:24,1,612.0,168.5,0,17.92344832893492,7.0,16.5,0.40953350728695986,0,
medium_plane,23,24,S_FIXED,medium_plane:24,1,612.0,168.5,0,6.030742314859968,-0.9220353018346259,5.959840918213615,0.760619609008178,1,
mine_roller,0,1,T_FIXED,mine_roller:1,1,2005.5,2040.0,0,19.275956526201234,-1.0,-19.25,0.4996463098325867,0,
mine_roller,0,1,S_FIXED,mine_roller:1,1,2005.5,2040.0,0,7.396880488198114,-2.561077063981429,-6.939360577822299,0.7265350395670668,1,
small_launcher,0,1,T_FIXED,small_launcher:1,1,1798.0,236.0,0,8.488963423174823,2.0,8.25,0.4842300556586271,0,
small_launcher,0,1,S_FIXED,small_launcher:1,1,1798.0,236.0,0,2.320334162750002,0.5403280433595228,2.2565451983915636,0.8178472499594954,1,
small_launcher,1,2,T_FIXED,small_launcher:2,1,1797.0,290.0,0,8.139410298049853,1.5,8.0,0.5147783251231527,1,
small_launcher,1,2,S_FIXED,small_launcher:2,1,1797.0,290.0,0,2.4446061159475176,0.3922008392898988,2.4129396104727334,0.8134670926907216,1,
small_launcher,2,3,T_FIXED,small_launcher:3,1,1796.5,345.0,0,7.280109889280518,2.0,7.0,0.5309842041312273,1,
small_launcher,2,3,S_FIXED,small_launcher:3,1,1796.5,345.0,0,2.286287218497632,0.7052330740743855,2.174800118791893,0.8121829076718449,1,
small_launcher,3,4,T_FIXED,small_launcher:4,1,1795.5,401.0,0,7.433034373659253,2.5,7.0,0.5137370753323486,1,
small_launcher,3,4,S_FIXED,small_launcher:4,1,1795.5,401.0,0,2.1804802861104946,0.6632451340440184,2.077161565763106,0.822263963184965,1,
small_launcher,4,5,T_FIXED,small_launcher:5,1,1794.5,457.5,0,7.115124735378854,2.25,6.75,0.5328696432577967,1,
small_launcher,4,5,S_FIXED,small_launcher:5,1,1794.5,457.5,0,1.8586662841232802,0.195865822847054,1.848317325346784,0.8702735372576619,1,
small_launcher,5,6,T_FIXED,small_launcher:6,1,1793.5,515.0,0,7.2886898685566255,2.75,6.75,0.507740632712587,1,
small_launcher,5,6,S_FIXED,small_launcher:6,1,1793.5,515.0,0,2.088392273413329,0.46073479703613884,2.0369353780747588,0.8376476247808436,1,
small_launcher,6,7,T_FIXED,small_launcher:7,1,1792.5,573.0,0,7.433034373659253,2.5,7.0,0.5123094958968347,1,
small_launcher,6,7,S_FIXED,small_launcher:7,1,1792.5,573.0,0,2.8543550226750862,-1.0419707696144087,2.657374552211195,0.7656146078318832,1,
small_launcher,7,8,T_FIXED,small_launcher:8,1,1792.0,631.0,0,5.5901699437494745,2.5,5.0,0.5828220858895705,1,
small_launcher,7,8,S_FIXED,small_launcher:8,1,1792.0,631.0,0,2.0598312195867132,-1.2043322685933617,1.6710740378597393,0.8040809196042843,1,
small_launcher,8,9,T_FIXED,small_launcher:9,1,1791.5,691.0,0,4.5069390943299865,3.75,2.5,0.60381861575179,1,
small_launcher,8,9,S_FIXED,small_launcher:9,1,1791.5,691.0,0,1.709892073862824,-0.28877449001674904,1.6853308868511476,0.8706337883120002,1,
small_launcher,9,10,T_FIXED,small_launcher:10,1,1790.5,751.0,0,3.640054944640259,3.5,1.0,0.6744186046511628,1,
small_launcher,9,10,S_FIXED,small_launcher:10,1,1790.5,751.0,0,0.5170188653933822,-0.40253923231125555,0.324454424569808,0.9421692463712215,1,
small_launcher,10,11,T_FIXED,small_launcher:11,1,1789.5,813.0,0,4.6097722286464435,3.5,3.0,0.6,1,
small_launcher,10,11,S_FIXED,small_launcher:11,1,1789.5,813.0,0,1.7051658966655863,-0.3681248406519444,1.664954905349191,0.8655752720422827,1,
small_launcher,11,12,T_FIXED,small_launcher:12,1,1788.5,875.0,0,3.905124837953327,2.5,3.0,0.6602316602316602,1,
small_launcher,11,12,S_FIXED,small_launcher:12,1,1788.5,875.0,0,0.9245786000607392,-0.5410841429670654,0.7497156380387651,0.9056179872500905,1,
small_launcher,12,13,T_FIXED,small_launcher:13,1,1788.0,938.0,0,4.802343178074636,3.75,3.0,0.5956482320942883,1,
small_launcher,12,13,S_FIXED,small_launcher:13,1,1788.0,938.0,0,1.683558956989633,-0.4012535971635316,1.635043214237271,0.8661134520188729,1,
small_launcher,13,14,T_FIXED,small_launcher:14,1,1787.0,1001.0,0,4.25,3.75,2.0,0.6316440049443758,1,
small_launcher,13,14,S_FIXED,small_launcher:14,1,1787.0,1001.0,0,1.0361664245907092,-0.2994838656686625,0.991942676596409,0.9116300244845035,1,
small_launcher,14,15,T_FIXED,small_launcher:15,1,1786.0,1066.0,0,4.031128874149275,4.0,0.5,0.6785825303077402,1,
small_launcher,14,15,S_FIXED,small_launcher:15,1,1786.0,1066.0,0,0.538565578315478,-0.17864501988128723,0.5080736551110476,0.9253324132135164,1,
small_launcher,15,16,T_FIXED,small_launcher:16,1,1784.5,1132.0,0,4.743416490252569,4.5,1.5,0.6174016686531585,1,
small_launcher,15,16,S_FIXED,small_launcher:16,1,1784.5,1132.0,0,1.2026039615253759,-0.665700056554897,1.0015486623121888,0.88339589324148,1,
small_launcher,16,17,T_FIXED,small_launcher:17,1,1783.5,1198.5,0,4.527692569068709,4.5,0.5,0.6538695917123705,1,
small_launcher,16,17,S_FIXED,small_launcher:17,1,1783.5,1198.5,0,0.9898407707620275,-0.6328844307668078,0.761079528535447,0.9000459756357646,1,
small_launcher,17,18,T_FIXED,small_launcher:18,1,1782.5,1266.0,0,5.70087712549569,4.5,-3.5,0.5509974711997753,1,
small_launcher,17,18,S_FIXED,small_launcher:18,1,1782.5,1266.0,0,0.7219425476330456,-0.47507137954403333,-0.5436066835691236,0.9260377951826871,1,
small_launcher,18,19,T_FIXED,small_launcher:19,1,1781.5,1335.0,0,7.267220926874317,5.5,-4.75,0.46881342172913004,0,
small_launcher,18,19,S_FIXED,small_launcher:19,1,1781.5,1335.0,0,0.7914981398788536,-0.10861224433028838,-0.7840106413902959,0.9395380034189871,1,
small_launcher,19,20,T_FIXED,small_launcher:20,1,1780.5,1404.5,0,5.055937104039171,0.75,-5.0,0.6714395688991532,1,
small_launcher,19,20,S_FIXED,small_launcher:20,1,1780.5,1404.5,0,1.6220141473946432,-0.7890105899873561,-1.4171775411839462,0.8506579636438915,1,
small_launcher,20,21,T_FIXED,small_launcher:21,1,1779.5,1475.0,0,7.433034373659253,-2.5,-7.0,0.5189873417721519,1,
small_launcher,20,21,S_FIXED,small_launcher:21,1,1779.5,1475.0,0,3.393834702668565,-1.5587319106871291,-3.0147087454085977,0.7219840831921065,1,
small_launcher,21,22,T_FIXED,small_launcher:22,1,1778.5,1547.0,0,7.433034373659253,-2.5,-7.0,0.5149316215461903,1,
small_launcher,21,22,S_FIXED,small_launcher:22,1,1778.5,1547.0,0,5.759464850873472,-2.13579662812117,-5.3488137125677895,0.5906604900294228,1,
small_launcher,22,23,T_FIXED,small_launcher:23,1,1777.5,1619.5,0,6.914658342969665,-1.5,-6.75,0.5590942293644996,1,
small_launcher,22,23,S_FIXED,small_launcher:23,1,1777.5,1619.5,0,4.785878707378684,-2.307691854917266,-4.192754858620901,0.6254796458162357,1,
small_launcher,23,24,T_FIXED,small_launcher:24,1,1776.5,1693.5,0,8.902246907382429,-5.5,-7.0,0.4095139607032058,0,
small_launcher,23,24,S_FIXED,small_launcher:24,1,1776.5,1693.5,0,3.855603439545989,-1.2984768300289034,-3.6303768130756,0.7042703925689644,1,
small_plane,0,1,T_FIXED,small_plane:1,1,2048.5,1526.0,0,10.796411440844592,-1.0,-10.75,0.6120794487231456,1,
small_plane,0,1,S_FIXED,small_plane:1,1,2048.5,1526.0,0,3.1598547020184085,-1.1825964156851114,-2.930212868628587,0.8390501465752558,1,
small_plane,1,2,T_FIXED,small_plane:2,1,2049.5,1597.5,0,13.0862523283024,-1.5,-13.0,0.5477657935285054,1,
small_plane,1,2,S_FIXED,small_plane:2,1,2049.5,1597.5,0,4.70029398289593,-0.8441954207692106,-4.623861764499452,0.796926336008123,1,
small_plane,2,3,T_FIXED,small_plane:3,1,2050.5,1670.5,0,12.658988901172163,-2.0,-12.5,0.5524449421425905,1,
small_plane,2,3,S_FIXED,small_plane:3,1,2050.5,1670.5,0,4.447751832676424,-0.9251011648839267,-4.350480915922617,0.8020947925994875,1,
small_plane,3,4,T_FIXED,small_plane:4,1,2051.5,1744.0,0,14.508618128546908,-0.5,-14.5,0.5405284370801612,1,
small_plane,3,4,S_FIXED,small_plane:4,1,2051.5,1744.0,0,4.806862084766743,-0.86696515181211,-4.728032839089792,0.7972421386532205,1,
small_plane,4,5,T_FIXED,small_plane:5,1,2052.5,1819.0,0,14.76905548774193,-0.75,-14.75,0.5298748082097352,1,
small_plane,4,5,S_FIXED,small_plane:5,1,2052.5,1819.0,0,5.059981568145459,-0.7474397738387779,-5.004472724918742,0.7925451826775661,1,
small_plane,5,6,T_FIXED,small_plane:6,1,2053.5,1895.0,0,15.502015997927495,-0.25,-15.5,0.5255993677000088,1,
small_plane,5,6,S_FIXED,small_plane:6,1,2053.5,1895.0,0,5.307981445376202,-0.8200404696817714,-5.244254060640287,0.7842217601173507,1,
small_plane,6,7,T_FIXED,small_plane:7,1,2054.5,1972.5,0,17.029386365926403,1.0,-17.0,0.48624161073825506,0,
small_plane,6,7,S_FIXED,small_plane:7,1,2054.5,1972.5,0,5.864843272051094,-0.047495044881543436,-5.864650955209072,0.7939545072818393,1,
small_plane,7,8,T_FIXED,small_plane:8,1,2055.5,2051.0,0,17.507141400011598,0.5,-17.5,0.487913172175629,0,
small_plane,7,8,S_FIXED,small_plane:8,1,2055.5,2051.0,0,6.857617959740596,-0.9007921371789962,-6.798198114747265,0.7410452661795265,1,
small_tower,0,1,T_FIXED,small_tower:1,1,2642.5,821.0,0,4.6097722286464435,-4.5,-1.0,0.8192122414281666,1,
small_tower,0,1,S_FIXED,small_tower:1,1,2642.5,821.0,0,3.6809266826305893,3.4390214592622215,1.3123843360981482,0.8437464876297508,1,
small_tower,1,2,T_FIXED,small_tower:2,1,2647.0,883.0,0,6.264982043070834,-5.5,-3.0,0.7440452159870812,1,
small_tower,1,2,S_FIXED,small_tower:2,1,2647.0,883.0,0,2.4497326564821984,2.2478629996912787,0.9738080010218937,0.8918225364723144,1,
small_tower,2,3,T_FIXED,small_tower:3,1,2652.0,946.0,0,6.800735254367722,-6.5,-2.0,0.7412140575079872,1,
small_tower,2,3,S_FIXED,small_tower:3,1,2652.0,946.0,0,2.420125740942662,1.524884087431019,1.8792916542870444,0.8896006656352629,1,
small_tower,3,4,T_FIXED,small_tower:4,1,2657.5,1009.0,0,6.726812023536855,-5.0,-4.5,0.7254901960784313,1,
small_tower,3,4,S_FIXED,small_tower:4,1,2657.5,1009.0,0,2.629746215761071,2.61010867216919,0.32077699228102574,0.9001489069014428,1,
small_tower,4,5,T_FIXED,small_tower:5,1,2662.5,1074.0,0,6.950719387228922,-5.5,-4.25,0.7191201353637902,1,
small_tower,4,5,S_FIXED,small_tower:5,1,2662.5,1074.0,0,1.7217260505450138,1.6716438352996192,0.41224686903615293,0.9264163860980864,1,
small_tower,5,6,T_FIXED,small_tower:6,1,2668.0,1139.5,0,7.106335201775948,-5.5,-4.5,0.7135443694862481,1,
small_tower,5,6,S_FIXED,small_tower:6,1,2668.0,1139.5,0,2.137296796255672,2.06534713378187,0.5498898182943321,0.9119742979753821,1,
small_tower,6,7,T_FIXED,small_tower:7,1,2673.5,1206.0,0,7.5,-4.5,-6.0,0.7040381886208231,1,
small_tower,6,7,S_FIXED,small_tower:7,1,2673.5,1206.0,0,2.493244110997647,2.268843834870495,-1.0337378052458916,0.8913026406792327,1,
small_tower,7,8,T_FIXED,small_tower:8,1,2679.0,1273.5,0,6.800735254367722,-4.0,-5.5,0.7279854856476382,1,
small_tower,7,8,S_FIXED,small_tower:8,1,2679.0,1273.5,0,1.3968390204238286,1.135723788784162,-0.8131978385167713,0.9349709221192399,1,
small_tower,8,9,T_FIXED,small_tower:9,1,2684.5,1341.5,0,10.636023693091325,-5.25,-9.25,0.6201616909805339,1,
small_tower,8,9,S_FIXED,small_tower:9,1,2684.5,1341.5,0,4.224857154010223,-0.005679844468431838,-4.224853336053002,0.8661935586662652,1,
small_tower,9,10,T_FIXED,small_tower:10,1,2690.5,1411.5,0,9.433981132056603,-5.0,-8.0,0.6518563603164942,1,
small_tower,9,10,S_FIXED,small_tower:10,1,2690.5,1411.5,0,3.589018249484892,0.41694163762394965,-3.5647176137740644,0.8716266047657103,1,
small_tower,10,11,T_FIXED,small_tower:11,1,2696.0,1481.5,0,11.01135777277262,-7.0,-8.5,0.6019830028328612,1,
small_tower,10,11,S_FIXED,small_tower:11,1,2696.0,1481.5,0,3.1080102026937597,0.4207006616647959,-3.0794055227142962,0.8876631775646809,1,
small_tower,11,12,T_FIXED,small_tower:12,1,2702.0,1553.0,0,11.236102527122116,-6.0,-9.5,0.6005660711126836,1,
small_tower,11,12,S_FIXED,small_tower:12,1,2702.0,1553.0,0,4.465733354488558,0.5736336735644727,-4.428737833959531,0.8426140204731347,1,
small_tower,12,13,T_FIXED,small_tower:13,1,2707.5,1626.0,0,10.419332992087353,-5.25,-9.0,0.6255566771569384,1,
small_tower,12,13,S_FIXED,small_tower:13,1,2707.5,1626.0,0,3.3500290089864544,-0.02307523485569618,-3.3499495361254503,0.8901335904195886,1,
small_tower,13,14,T_FIXED,small_tower:14,1,2713.5,1699.0,0,11.236102527122116,-6.0,-9.5,0.6024145336351501,1,
small_tower,13,14,S_FIXED,small_tower:14,1,2713.5,1699.0,0,4.0857873201562285,-0.18223955247458434,-4.081721055028538,0.8549666845436711,1,
small_tower,14,15,T_FIXED,small_tower:15,1,2720.0,1774.0,0,10.594810050208546,-3.5,-10.0,0.6384180790960452,1,
small_tower,14,15,S_FIXED,small_tower:15,1,2720.0,1774.0,0,4.579725720571512,0.5676435577011034,-4.544410684243303,0.8398056081502344,1,
small_tower,15,16,T_FIXED,small_tower:16,1,2726.0,1850.0,0,11.704699910719626,-4.0,-11.0,0.6067902303828165,1,
small_tower,15,16,S_FIXED,small_tower:16,1,2726.0,1850.0,0,5.402851650923673,0.2890019167907667,-5.395116667318689,0.8161138400637143,1,
small_tower,16,17,T_FIXED,small_tower:17,1,2732.5,1927.5,0,11.236102527122116,-4.0,-10.5,0.6158940397350994,1,
small_tower,16,17,S_FIXED,small_tower:17,1,2732.5,1927.5,0,5.1110565932726075,0.7173005438453401,-5.060472253597936,0.8190164631545439,1,
small_tower,17,18,T_FIXED,small_tower:18,1,2738.5,2005.5,0,15.041608956491324,-4.0,-14.5,0.5350593902238765,1,
small_tower,17,18,S_FIXED,small_tower:18,1,2738.5,2005.5,0,7.272618504669661,0.5013937525768597,-7.255314205418017,0.7630446387692519,1,
small_tower,18,19,T_FIXED,small_tower:19,1,2745.0,2085.5,1,7.458216945088149,-5.75,4.75,0.5144059566202654,1,
small_tower,18,19,S_FIXED,small_tower:19,1,2745.0,2085.5,1,12.00682082651474,0.48974504478064773,11.99682858722008,0.7409529358043166,1,
spacecraft,0,1,T_FIXED,spacecraft:1,1,1545.5,651.0,0,4.8541219597369,4.0,2.75,0.7410528619897122,1,
spacecraft,0,1,S_FIXED,spacecraft:1,1,1545.5,651.0,0,0.8624356886045426,-0.8514415573606584,0.13726831891608526,0.9401237943275722,1,
spacecraft,1,2,T_FIXED,spacecraft:2,1,1542.5,710.5,0,4.6097722286464435,3.5,3.0,0.753773178094006,1,
spacecraft,1,2,S_FIXED,spacecraft:2,1,1542.5,710.5,0,0.9050554254618248,-0.6780499408253036,0.5994777734867967,0.94481981546778,1,
spacecraft,2,3,T_FIXED,spacecraft:3,1,1540.0,770.5,0,4.47213595499958,4.0,2.0,0.7665236051502146,1,
spacecraft,2,3,S_FIXED,spacecraft:3,1,1540.0,770.5,0,0.5711735370292331,-0.34260218800181974,0.45701526252287294,0.9657797915382377,1,
spacecraft,3,4,T_FIXED,spacecraft:4,1,1537.0,831.5,0,3.5,3.5,0.0,0.8461538461538461,1,
spacecraft,3,4,S_FIXED,spacecraft:4,1,1537.0,831.5,0,1.6785005112503204,-1.678485241097178,0.007159726708096059,0.9228842430898287,1,
spacecraft,4,5,T_FIXED,spacecraft:5,1,1535.0,893.5,0,4.2793106921559225,4.25,-0.5,0.8012143755812046,1,
spacecraft,4,5,S_FIXED,spacecraft:5,1,1535.0,893.5,0,0.8431641330231885,-0.8418866278191217,-0.046396779156452794,0.9589160210776762,1,
spacecraft,5,6,T_FIXED,spacecraft:6,1,1532.0,956.5,0,4.315669125408017,4.25,0.75,0.7956939990838295,1,
spacecraft,5,6,S_FIXED,spacecraft:6,1,1532.0,956.5,0,1.6058639215510666,-1.3727422319582274,0.8332932851869828,0.9070203391599414,1,
spacecraft,6,7,T_FIXED,spacecraft:7,1,1529.5,1019.5,0,6.103277807866851,5.0,-3.5,0.6957746478873239,1,
spacecraft,6,7,S_FIXED,spacecraft:7,1,1529.5,1019.5,0,1.2530544389360532,-1.1449817666687068,-0.5090797392683726,0.9291235711959045,1,
spacecraft,7,8,T_FIXED,spacecraft:8,1,1526.5,1084.5,0,5.1478150704935,4.5,-2.5,0.7403551745254133,1,
spacecraft,7,8,S_FIXED,spacecraft:8,1,1526.5,1084.5,0,1.8379687394201565,-1.7274101379737203,0.6278401885124367,0.9011138867689125,1,
spacecraft,8,9,T_FIXED,spacecraft:9,1,1524.0,1149.5,0,8.492643875731515,5.75,-6.25,0.6108711387144224,1,
spacecraft,8,9,S_FIXED,spacecraft:9,1,1524.0,1149.5,0,2.3713141149516486,-0.3317883232159602,-2.3479878918653867,0.8955595400235501,1,
spacecraft,9,10,T_FIXED,spacecraft:10,1,1521.0,1216.5,0,7.433034373659253,5.5,-5.0,0.6470588235294118,1,
spacecraft,9,10,S_FIXED,spacecraft:10,1,1521.0,1216.5,0,1.2811133933090049,-0.346566508389742,-1.233346334886619,0.9363922441295314,1,
spacecraft,10,11,T_FIXED,spacecraft:11,1,1518.0,1283.5,0,7.7781745930520225,5.5,-5.5,0.6363636363636364,1,
spacecraft,10,11,S_FIXED,spacecraft:11,1,1518.0,1283.5,0,1.506480559755452,-0.68040398565131,-1.34407369337805,0.9190232738675456,1,
spacecraft,11,12,T_FIXED,spacecraft:12,1,1515.0,1352.0,0,7.5,4.5,-6.0,0.6529080675422139,1,
spacecraft,11,12,S_FIXED,spacecraft:12,1,1515.0,1352.0,0,2.7215654487791707,-0.8390805557094154,-2.588988666066143,0.8690422053992034,1,
spacecraft,12,13,T_FIXED,spacecraft:13,1,1512.5,1421.5,0,8.663861725581729,6.25,-6.0,0.609021199819576,1,
spacecraft,12,13,S_FIXED,spacecraft:13,1,1512.5,1421.5,0,2.130363153360484,-0.2970753581748795,-2.109548149903503,0.8983114152488677,1,
spacecraft,13,14,T_FIXED,spacecraft:14,1,1509.0,1491.5,0,8.678277478854891,5.75,-6.5,0.6115107913669064,1,
spacecraft,13,14,S_FIXED,spacecraft:14,1,1509.0,1491.5,0,2.802293997954191,-0.7152896775348836,-2.7094671668396586,0.869184741036228,1,
spacecraft,14,15,T_FIXED,spacecraft:15,1,1506.0,1563.5,0,8.514693182963201,5.5,-6.5,0.6192,1,
spacecraft,14,15,S_FIXED,spacecraft:15,1,1506.0,1563.5,0,2.452990559018095,-1.0710012105803344,-2.2068346312235008,0.8747179352264541,1,
spacecraft,15,16,T_FIXED,spacecraft:16,1,1503.0,1636.0,0,9.899494936611665,7.0,-7.0,0.5740788236299906,1,
spacecraft,15,16,S_FIXED,spacecraft:16,1,1503.0,1636.0,0,2.328818264514407,-0.1546950326012393,-2.3236746665625105,0.8919892910938817,1,
spacecraft,16,17,T_FIXED,spacecraft:17,1,1499.5,1709.5,0,9.5524865872714,6.5,-7.0,0.5871066768994628,1,
spacecraft,16,17,S_FIXED,spacecraft:17,1,1499.5,1709.5,0,2.734124672228524,-0.7280854088151045,-2.6353992791907785,0.8728225885847418,1,
spacecraft,17,18,T_FIXED,spacecraft:18,1,1496.5,1784.0,0,12.349089035228468,6.5,-10.5,0.5160067736472865,1,
spacecraft,17,18,S_FIXED,spacecraft:18,1,1496.5,1784.0,0,3.881592506803324,-0.27306121192305,-3.871975976606109,0.8470641530982658,1,
spacecraft,18,19,T_FIXED,spacecraft:19,1,1493.5,1860.0,0,14.630874888399532,8.0,-12.25,0.4575582064362702,0,
spacecraft,18,19,S_FIXED,spacecraft:19,1,1493.5,1860.0,0,4.7141030325258075,0.8283208160983122,-4.64075985447289,0.804020279083891,1,
spacecraft,19,20,T_FIXED,spacecraft:20,1,1490.0,1937.0,0,13.756816492197604,4.5,-13.0,0.502660406885759,1,
spacecraft,19,20,S_FIXED,spacecraft:20,1,1490.0,1937.0,0,5.712599213909211,-0.26692426031445393,-5.706359716843281,0.7788694029964414,1,
spacecraft,20,21,T_FIXED,spacecraft:21,1,1486.5,2015.5,0,14.713938969562161,2.5,-14.5,0.504544030084613,1,
spacecraft,20,21,S_FIXED,spacecraft:21,1,1486.5,2015.5,0,7.469368632426396,-1.9137545997662073,-7.22004231974779,0.6956662228392443,1,
spacecraft,21,22,T_FIXED,spacecraft:22,1,1483.0,2095.0,1,6.5,2.5,6.0,0.3129251700680272,0,
spacecraft,21,22,S_FIXED,spacecraft:22,1,1483.0,2095.0,1,13.686339662447597,-1.4562978589240174,13.608640266462317,0.46900909386381806,0,
ta-ta,0,1,T_FIXED,ta-ta:1,1,1112.5,302.5,0,9.410765112359355,6.0,7.25,0.32491734295160807,0,
