model,horizon,origin_size_bin,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error
CV,6,16-32,45,45,1.0,44,0.9777777777777777,0.6335842525219609,0.6443156369384798,23.051091097053263,19.557607215607945,0.20379721011381702
CV,6,4-<8,36,36,1.0,0,0.0,0.1193398861501224,0.08106355382619973,18.879866433826365,19.016437699594327,0.9673913043478262
CV,6,8-<16,70,70,1.0,10,0.14285714285714285,0.4060467133859281,0.41372041809751925,23.67180445237706,19.2901278678422,0.3980172984486381
CV,6,>32,4,4,1.0,4,1.0,0.732066894634585,0.7579929824444067,23.909389035061885,22.354579090514157,0.1281050431331708
CV,7,16-32,42,42,1.0,39,0.9285714285714286,0.551679652032137,0.5574356843638006,29.735309909135076,25.96772457366349,0.2719046261256395
CV,7,4-<8,34,34,1.0,0,0.0,0.0474729710919346,0.0,25.234867164135316,25.775447175374058,1.2747351395478304
CV,7,8-<16,63,63,1.0,0,0.0,0.2966940892721641,0.30548302872062666,31.188153208046145,25.22399651125888,0.5217106312867758
CV,7,>32,3,3,1.0,3,1.0,0.6746180623651638,0.6867335562987736,23.221122994023705,29.769951293208393,0.17011400738976226
CV,8,16-32,39,39,1.0,11,0.28205128205128205,0.467520647505289,0.47164696953269003,37.6049427097931,33.0,0.35
CV,8,4-<8,32,32,1.0,0,0.0,0.009672511229678086,0.0,32.07274155115835,33.15270248338089,1.5996737132785
CV,8,8-<16,56,56,1.0,0,0.0,0.19813821890352723,0.20701799067569385,39.850474414967216,32.519221448142446,0.6568368273257201
CV,8,>32,2,2,1.0,1,0.5,0.5908881818435805,0.5908881818435805,20.24140019301077,20.24140019301077,0.424113429726966
CV,9,16-32,36,36,1.0,0,0.0,0.38716502501133276,0.38968067871172885,46.450905997469214,41.39730467465583,0.43631017507327935
CV,9,4-<8,30,30,1.0,0,0.0,0.0,0.0,39.98877709735514,40.04154736324004,1.9725160770651557
CV,9,8-<16,50,50,1.0,0,0.0,0.10971480956049938,0.10120394038507632,47.41920463567206,40.684621619644616,0.8044661861556007
CV,9,>32,1,1,1.0,0,0.0,0.4073226544622426,0.4073226544622426,21.224985276791124,21.224985276791124,0.5442303917125929
CV,10,16-32,33,33,1.0,0,0.0,0.308326783805331,0.30995745316115547,56.745055374402604,51.12973694436536,0.5368891878218447
CV,10,4-<8,28,28,1.0,0,0.0,0.0,0.0,48.69093013162543,48.31436438084239,2.4923742744913726
CV,10,8-<16,45,45,1.0,0,0.0,0.043430665164459994,0.024693836579000202,57.639824363722774,50.039984012787215,0.9942977212987475
CV,11,16-32,30,30,1.0,0,0.0,0.23342289157042861,0.22902038899726931,67.79392283256492,60.61061967244603,0.6389417803884923
CV,11,4-<8,26,26,1.0,0,0.0,0.0,0.0,58.397368446493665,57.857559155655764,3.072913780639577
CV,11,8-<16,40,40,1.0,0,0.0,0.011273841572399626,0.0,69.13699261422701,60.05203996810623,1.1909399039409745
CV,12,16-32,27,27,1.0,0,0.0,0.16388884356587946,0.15919456156957232,79.81453556226955,71.68856254661549,0.7520050533327244
CV,12,4-<8,24,24,1.0,0,0.0,0.0,0.0,68.38824994389567,67.25470005802481,3.504764685814079
CV,12,8-<16,35,35,1.0,0,0.0,0.0011517373602705479,0.0,81.60265404720855,69.14658342969665,1.3406237242464774
CV,13,16-32,24,24,1.0,0,0.0,0.09539220872060528,0.0896312791667406,93.44204041502984,83.21399108737171,0.8629207847352811
CV,13,4-<8,22,22,1.0,0,0.0,0.0,0.0,79.2972175110523,77.10195446468468,4.1030833020204724
CV,13,8-<16,31,31,1.0,0,0.0,0.0,0.0,95.53687827121354,80.94751385929032,1.5566829588325062
CV,14,16-32,21,21,1.0,0,0.0,0.03859413858562256,0.027206320810971973,107.90913336633238,96.20940702446929,0.9819666476924294
CV,14,4-<8,20,20,1.0,0,0.0,0.0,0.0,91.1329254467787,89.00672420017617,4.90373242053351
CV,14,8-<16,27,27,1.0,0,0.0,0.0,0.0,111.55419809871125,95.72094859538323,1.7941545247281927
CV,15,16-32,18,18,1.0,0,0.0,0.008581282245068145,0.0,124.45439653978922,109.56880722910947,1.1076701756977851
CV,15,4-<8,18,18,1.0,0,0.0,0.0,0.0,104.37183109110694,102.27537017487198,5.627773126529268
CV,15,8-<16,23,23,1.0,0,0.0,0.0,0.0,128.90668765835318,106.51877768731671,2.1209716429172674
CV,16,16-32,15,15,1.0,0,0.0,0.0,0.0,143.16832997608205,123.51619327035625,1.238835217547245
CV,16,4-<8,16,16,1.0,0,0.0,0.0,0.0,117.74644658160466,115.96055108140689,6.384442555902869
CV,16,8-<16,19,19,1.0,0,0.0,0.0,0.0,149.73246085792525,127.89155562428662,2.318263564092918
CV,17,16-32,12,12,1.0,0,0.0,0.0,0.0,165.09145333198748,137.79120600401936,1.3478600431802816
CV,17,4-<8,14,14,1.0,0,0.0,0.0,0.0,132.6978658089515,130.05821149194026,7.090085776442622
CV,17,8-<16,15,15,1.0,0,0.0,0.0,0.0,172.5108125131026,132.29701432761058,2.9364785530359345
CV,18,16-32,9,9,1.0,0,0.0,0.0,0.0,195.12819969538273,158.38244852255568,1.5228968697955414
CV,18,4-<8,12,12,1.0,0,0.0,0.0,0.0,146.42009713171794,144.47611192309367,7.867984262360803
CV,18,8-<16,11,11,1.0,0,0.0,0.0,0.0,170.4103817024659,147.1674216666175,3.2397340532999173
CV,19,16-32,7,7,1.0,0,0.0,0.0,0.0,229.84337000323225,177.1383639983163,1.6103487636210572
CV,19,4-<8,10,10,1.0,0,0.0,0.0,0.0,161.71274249477406,161.75038819782174,8.812616661763318
CV,19,8-<16,8,8,1.0,0,0.0,0.0,0.0,196.69002835142294,164.63969963451612,3.3650514768715523
CV,20,16-32,5,5,1.0,0,0.0,0.0,0.0,278.86586110014684,197.03108891745993,1.7920393295566048
CV,20,4-<8,8,8,1.0,0,0.0,0.0,0.0,180.0605873560034,179.00352321225324,9.73146283816369
CV,20,8-<16,6,6,1.0,0,0.0,0.0,0.0,224.54255627379914,175.9224698473493,3.6637581723423933
CV,21,16-32,3,3,1.0,0,0.0,0.0,0.0,208.10431324097513,207.61803871532936,1.8874367155939034
CV,21,4-<8,6,6,1.0,0,0.0,0.0,0.0,197.1816583947964,195.30702882423128,11.218278783222829
CV,21,8-<16,4,4,1.0,0,0.0,0.0,0.0,266.56968613917877,190.3240943936433,6.755773326674374
CV,22,16-32,2,2,1.0,0,0.0,0.0,0.0,224.13345513944242,224.13345513944242,2.2019501269827964
CV,22,4-<8,4,4,1.0,0,0.0,0.0,0.0,217.31227583541306,215.3845060073877,12.372888653959942
CV,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,369.4582057841114,369.4582057841114,7.206989076261265
CV,23,16-32,1,1,1.0,0,0.0,0.0,0.0,240.96732143591586,240.96732143591586,2.5364981203780617
CV,23,4-<8,2,2,1.0,0,0.0,0.0,0.0,236.92129344725714,236.92129344725714,13.403572833205043
CV,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,576.7531967835115,576.7531967835115,11.091407630452144
S_FIXED,1,16-32,63,63,1.0,63,1.0,0.9146662894922151,0.9178932351993596,4.971153233086505,3.7022397254164794,0.042351520604081795
S_FIXED,1,4-<8,42,42,1.0,41,0.9761904761904762,0.8042336098030683,0.8178655279378433,2.3752285417622567,2.074111746500021,0.10163982284580533
S_FIXED,1,8-<16,108,108,1.0,106,0.9814814814814815,0.819174487024444,0.8213352152630276,4.414088617832724,3.9833670260679828,0.07979245176818102
S_FIXED,1,<4,5,5,1.0,1,0.2,0.3981059049531548,0.35218692122293693,6.269983368791887,6.576596271561179,0.46975687654008424
S_FIXED,1,>32,9,9,1.0,9,1.0,0.9326168756184953,0.9396431498991051,6.827117248044864,4.574607185725968,0.026889561734332382
S_FIXED,2,16-32,59,59,1.0,59,1.0,0.8479256672841315,0.8427393906403091,8.234080288805753,7.029054562933901,0.08309265208904901
S_FIXED,2,4-<8,40,40,1.0,35,0.875,0.6745701677492482,0.6699462360965674,4.20740040799287,3.9985059725334304,0.2148057014960762
S_FIXED,2,8-<16,101,101,1.0,94,0.9306930693069307,0.6873647498023676,0.685210654410106,8.155516819283532,7.600398301472261,0.14742832328776947
S_FIXED,2,<4,4,4,1.0,0,0.0,0.07441391959539576,0.02520198794988321,13.12698791598781,14.16339873549299,1.0116713382494993
S_FIXED,2,>32,8,8,1.0,8,1.0,0.8628712669908318,0.8866203497211281,15.880497252784409,9.712424043871106,0.05628120560400094
S_FIXED,3,16-32,55,55,1.0,55,1.0,0.788270920932099,0.7768850986100503,11.67141488634329,10.231570791457953,0.12100728379239528
S_FIXED,3,4-<8,39,39,1.0,26,0.6666666666666666,0.5606184134961706,0.580891307766217,6.279895316884309,5.955350983059118,0.31770317747369314
S_FIXED,3,8-<16,93,93,1.0,64,0.6881720430107527,0.5884106946490458,0.5750249652654246,11.565745813480401,11.218268815093543,0.2163445773093205
S_FIXED,3,<4,3,3,1.0,0,0.0,0.0,0.0,20.23045603746091,21.186066095871354,1.5132904354193824
S_FIXED,3,>32,7,7,1.0,7,1.0,0.8078130240342114,0.8358281510399288,18.457450318425135,13.307547104129533,0.08561772743889418
S_FIXED,4,16-32,51,51,1.0,51,1.0,0.7365835635990834,0.7182222054887698,14.764456836743463,13.620335083464438,0.159082525242197
S_FIXED,4,4-<8,38,38,1.0,18,0.47368421052631576,0.4697158729509462,0.4872029491317025,8.351859827177424,8.101244413842142,0.41062704506055336
S_FIXED,4,8-<16,85,85,1.0,40,0.47058823529411764,0.5128662103107704,0.4805437595166267,14.75829798051881,14.839675073534092,0.28670100483369343
S_FIXED,4,<4,2,2,1.0,0,0.0,0.0,0.0,26.37259493880226,26.37259493880226,1.8837567813430187
S_FIXED,4,>32,6,6,1.0,6,1.0,0.758791252278579,0.7805245427941733,20.70572050450636,18.372799646502415,0.10648214041623971
S_FIXED,5,16-32,48,48,1.0,45,0.9375,0.6858579012152433,0.6596370707058028,18.02562220176743,16.979114458410578,0.20110151043647767
S_FIXED,5,4-<8,37,37,1.0,11,0.2972972972972973,0.39691843504288105,0.41179581217154604,10.436320922548486,9.68917367766242,0.5257426321042955
S_FIXED,5,8-<16,77,77,1.0,29,0.37662337662337664,0.4539128001929978,0.4200850965849729,17.167635481166762,18.131187986707847,0.34187681045211693
S_FIXED,5,<4,1,1,1.0,0,0.0,0.0,0.0,31.584582364640767,31.584582364640767,2.2560415974743404
S_FIXED,5,>32,5,5,1.0,5,1.0,0.7128749308933559,0.731258237222028,22.50714220845082,23.484387564162834,0.13496774462162547
S_FIXED,6,16-32,45,45,1.0,41,0.9111111111111111,0.6394381868913914,0.6091099319673888,21.08661534291162,20.32793697853295,0.23529372500887463
S_FIXED,6,4-<8,36,36,1.0,9,0.25,0.3352578956897499,0.33871841291915655,12.603747865927046,11.642821870718407,0.6305886451325857
S_FIXED,6,8-<16,70,70,1.0,21,0.3,0.4031876702339378,0.3705610748019684,20.002516482681457,21.8741789340297,0.3998419814855717
S_FIXED,6,>32,4,4,1.0,4,1.0,0.6718247884584199,0.6835765996929826,24.09941401810437,28.605133871738666,0.16390991193771245
S_FIXED,7,16-32,42,42,1.0,35,0.8333333333333334,0.5962056358832291,0.5655856008957156,24.13933140625656,23.23603166934128,0.256634742136462
S_FIXED,7,4-<8,34,34,1.0,4,0.11764705882352941,0.2932992544505716,0.3073297314640385,14.082013518422247,12.875855245363681,0.7472777411295839
S_FIXED,7,8-<16,63,63,1.0,17,0.2698412698412698,0.360965410539103,0.3393716363086907,22.561195693092657,24.16089708371405,0.4386470501662026
S_FIXED,7,>32,3,3,1.0,3,1.0,0.6344861828609029,0.6370583100490272,24.239526728780238,29.81590830193826,0.1929707403894533
S_FIXED,8,16-32,39,39,1.0,25,0.6410256410256411,0.5558559990648057,0.5340395825836347,27.299929390535947,26.620029741181195,0.28336218357307774
S_FIXED,8,4-<8,32,32,1.0,3,0.09375,0.257024480644718,0.2728290023592148,15.467854145420716,15.085774922048335,0.8503390930430383
S_FIXED,8,8-<16,56,56,1.0,11,0.19642857142857142,0.32724195791493443,0.29413375757639093,24.71142264492109,25.2092650275029,0.4859818578558009
S_FIXED,8,>32,2,2,1.0,1,0.5,0.6085068991013256,0.6085068991013256,19.204239616491698,19.204239616491698,0.3807189818490524
S_FIXED,9,16-32,36,36,1.0,19,0.5277777777777778,0.5188128362204651,0.5073919396990951,30.495897100074476,29.862688406310504,0.3108164070968233
S_FIXED,9,4-<8,30,30,1.0,2,0.06666666666666667,0.22499761305170496,0.2270211141064351,16.88994964469266,16.450958275488127,0.8836210938772029
S_FIXED,9,8-<16,50,50,1.0,8,0.16,0.29369330608643957,0.2782360679927116,26.701547100092274,26.691432306992844,0.5265880184356194
S_FIXED,9,>32,1,1,1.0,0,0.0,0.4608502596656328,0.4608502596656328,21.418231966876114,21.418231966876114,0.5491854350481055
S_FIXED,10,16-32,33,33,1.0,15,0.45454545454545453,0.4852326049513461,0.4759877657090359,33.692816610155994,33.141792408402566,0.36060362345467095
S_FIXED,10,4-<8,28,28,1.0,1,0.03571428571428571,0.1957548157418231,0.207302323407124,18.367913909150047,17.54554109052392,1.0116819498463099
S_FIXED,10,8-<16,45,45,1.0,4,0.08888888888888889,0.2581492371248225,0.2663320766072578,29.28197068782416,30.271348975643754,0.5531286462679502
S_FIXED,11,16-32,30,30,1.0,11,0.36666666666666664,0.4549446602737354,0.45196570232051986,36.77756461731671,37.15412108527481,0.38291449764296204
S_FIXED,11,4-<8,26,26,1.0,1,0.038461538461538464,0.171748622544501,0.18260810871301164,19.79248867437927,18.91685116832231,1.0525720506155045
S_FIXED,11,8-<16,40,40,1.0,1,0.025,0.22613870701523084,0.23019972643975728,31.62549592138098,30.35566855767516,0.5851832065332584
S_FIXED,12,16-32,27,27,1.0,6,0.2222222222222222,0.42842761589554773,0.42969391844413507,39.89803232466453,39.11819870593457,0.40811116190985985
S_FIXED,12,4-<8,24,24,1.0,0,0.0,0.1519944581980488,0.15492092314833292,21.24395920304534,20.13521660164681,1.1542872072981651
S_FIXED,12,8-<16,35,35,1.0,0,0.0,0.1991880951068821,0.2059107062421621,33.84532095838983,32.653402964090446,0.6290648992849169
S_FIXED,13,16-32,24,24,1.0,4,0.16666666666666666,0.4050082878097723,0.40884756566435143,43.107694469382636,42.47963000966964,0.4241746265378774
S_FIXED,13,4-<8,22,22,1.0,0,0.0,0.13313446800810685,0.12889476581654233,22.661517082225824,22.321428997368514,1.2345522262849928
S_FIXED,13,8-<16,31,31,1.0,0,0.0,0.1686274308638742,0.16778923201050458,36.63973592465317,35.44238204181483,0.6791390696518171
S_FIXED,14,16-32,21,21,1.0,2,0.09523809523809523,0.38560745154253917,0.3771813445519669,46.39604242407187,46.94678278296447,0.46059709140529054
S_FIXED,14,4-<8,20,20,1.0,0,0.0,0.11691110381664285,0.10517806241369473,24.069841441627368,24.22845369675005,1.3417010962222564
S_FIXED,14,8-<16,27,27,1.0,0,0.0,0.14013090862255495,0.14277177116418527,39.4804065207922,36.11253747348533,0.7292107689715286
S_FIXED,15,16-32,18,18,1.0,2,0.1111111111111111,0.36937342711338744,0.35957078065001363,49.86054045073117,50.143460642228284,0.5082829059552249
S_FIXED,15,4-<8,18,18,1.0,0,0.0,0.10207160281459655,0.07146446783286352,25.445235800813975,26.141850642371107,1.5127023310518015
S_FIXED,15,8-<16,23,23,1.0,0,0.0,0.11549025028228214,0.10537512320350147,42.27983592126066,39.7941713265855,0.7802778691487353
S_FIXED,16,16-32,15,15,1.0,1,0.06666666666666667,0.35589881668015144,0.34981022815332213,53.678241547250295,55.85993075031325,0.5524179039451708
S_FIXED,16,4-<8,16,16,1.0,0,0.0,0.08915028024999844,0.03981460216190759,26.71330522361182,28.53735138481239,1.6598803736826175
S_FIXED,16,8-<16,19,19,1.0,0,0.0,0.09088293591529639,0.06507459667778813,45.24567586963887,42.95048638133194,0.8948017996110821
S_FIXED,17,16-32,12,12,1.0,1,0.08333333333333333,0.34446036406701647,0.3425613070867723,58.131085317830006,63.747365234589225,0.6028253503130054
S_FIXED,17,4-<8,14,14,1.0,0,0.0,0.08222279027731343,0.029745038259589355,27.78028540775613,30.130336275727068,1.7770556249286589
S_FIXED,17,8-<16,15,15,1.0,0,0.0,0.06637709912875862,0.061757090356158,48.34023058327344,47.49280284500604,1.0231376371374825
S_FIXED,18,16-32,9,9,1.0,0,0.0,0.31773907169577775,0.3080350336952256,67.29560106558965,71.28657596578459,0.6536011021342493
S_FIXED,18,4-<8,12,12,1.0,0,0.0,0.08029943799484657,0.03070687829216945,28.72531919647572,31.297255542264743,1.8364275050274967
S_FIXED,18,8-<16,11,11,1.0,0,0.0,0.04424537537152931,0.005982016420853817,50.96671540215475,51.647897770648264,1.215763346182401
S_FIXED,19,16-32,7,7,1.0,0,0.0,0.289899817891015,0.29119328600753414,74.24069958673383,79.82081433226745,0.7063788878961721
S_FIXED,19,4-<8,10,10,1.0,0,0.0,0.0837345716048021,0.041180494838913576,29.387461942578124,32.02988406425301,1.9201758518177003
S_FIXED,19,8-<16,8,8,1.0,0,0.0,0.024688468425921383,0.0,55.1232387760109,58.43894415335373,1.2486601763168546
S_FIXED,20,16-32,5,5,1.0,0,0.0,0.25982629423228276,0.25787191530916,82.71009128969033,87.28331595084046,0.766282407049706
S_FIXED,20,4-<8,8,8,1.0,0,0.0,0.08831950677249994,0.05635570191695232,29.963602514343815,32.0680203737386,1.9393936726120395
S_FIXED,20,8-<16,6,6,1.0,0,0.0,0.012758718536901326,0.0,57.73063604537305,63.10724951420927,1.324231328224869
S_FIXED,21,16-32,3,3,1.0,0,0.0,0.2263519821814776,0.23139717504338816,95.99708349480579,95.32983210148504,0.8666348372862276
S_FIXED,21,4-<8,6,6,1.0,0,0.0,0.09284218020208339,0.07784017839890649,30.34837044767603,31.29433126469933,1.979793286032812
S_FIXED,21,8-<16,4,4,1.0,0,0.0,0.00494293940034081,0.0,59.71858579300846,66.97255284520149,1.3904664500881248
S_FIXED,22,16-32,2,2,1.0,0,0.0,0.15675121797707084,0.15675121797707084,103.13334827596074,103.13334827596074,1.0125983503538025
S_FIXED,22,4-<8,4,4,1.0,0,0.0,0.09266265612859007,0.08283889781466212,31.276950391677154,31.31074782041886,2.0074633235805615
S_FIXED,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,70.31320219463137,70.31320219463137,1.3657916536118342
S_FIXED,23,16-32,1,1,1.0,0,0.0,0.06342976152149059,0.06342976152149059,110.97777909463463,110.97777909463463,1.168187148364575
S_FIXED,23,4-<8,2,2,1.0,0,0.0,0.08977476803318205,0.08977476803318205,32.38399847951372,32.38399847951372,2.0873457713327777
S_FIXED,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,71.71169989369014,71.71169989369014,1.3790711518017333
S_RES_CV,1,16-32,63,63,1.0,63,1.0,0.9564420723108705,0.9700249092798847,2.6580099336940366,1.0227998499911641,0.01009964968707992
S_RES_CV,1,4-<8,42,42,1.0,42,1.0,0.8764262968354495,0.8912692451549922,1.1303474756797651,1.0522165059999002,0.053327363655850925
S_RES_CV,1,8-<16,108,108,1.0,108,1.0,0.9167827060928808,0.9331013584473187,2.3047617914861385,1.2466646383756248,0.024614637236133323
S_RES_CV,1,<4,5,5,1.0,5,1.0,0.7452037304974845,0.7483974975154674,2.0715319127835645,1.9687947789584888,0.14062819849703492
S_RES_CV,1,>32,9,9,1.0,9,1.0,0.979291636849569,0.9813044579303348,4.057516181429708,1.2596866109528133,0.008745357948155428
S_RES_CV,2,16-32,59,59,1.0,58,0.9830508474576272,0.9222065602162418,0.9447896965879229,4.9891937197061145,2.0473447015987687,0.0231553258172157
S_RES_CV,2,4-<8,40,40,1.0,39,0.975,0.7924018864017457,0.8258914881272124,2.1607126752955272,1.7904188266819818,0.09113919219589012
S_RES_CV,2,8-<16,101,101,1.0,98,0.9702970297029703,0.8519573994005394,0.8906804353655813,4.430922997009364,2.0329530650526295,0.04505492256778448
S_RES_CV,2,<4,4,4,1.0,2,0.5,0.457927244439135,0.45286652466186506,5.64961518368029,5.611090267821755,0.3801864964745004
S_RES_CV,2,>32,8,8,1.0,8,1.0,0.9566406191001706,0.9604977263474135,13.121902999638742,2.0449952834353957,0.011705410034029633
S_RES_CV,3,16-32,55,55,1.0,53,0.9636363636363636,0.888520413716686,0.9189144898490542,7.4073078557270975,3.2596102023569533,0.03441851512276659
S_RES_CV,3,4-<8,39,39,1.0,34,0.8717948717948718,0.6908688076066709,0.7077715242481378,3.68992904419592,3.1032110453933646,0.16257554977039823
S_RES_CV,3,8-<16,93,93,1.0,86,0.9247311827956989,0.784364668567889,0.8405041333525411,7.245675586912691,3.8847836604727113,0.07126690800021905
S_RES_CV,3,<4,3,3,1.0,1,0.3333333333333333,0.22324072906889955,0.066981956520939,10.784043067024951,12.668684574412202,0.904906041029443
S_RES_CV,3,>32,7,7,1.0,7,1.0,0.9282534820319462,0.9601084046666887,14.900591380398842,2.676214059313683,0.015380540570768294
S_RES_CV,4,16-32,51,51,1.0,50,0.9803921568627451,0.855814348051435,0.8825447201401848,9.050055167781073,5.873421011292458,0.05877718973310385
S_RES_CV,4,4-<8,38,38,1.0,29,0.7631578947368421,0.5943131517096267,0.610516700308773,5.294200649431528,4.127200197624167,0.21953783881611996
S_RES_CV,4,8-<16,85,85,1.0,77,0.9058823529411765,0.7180959701611888,0.7582109028777774,9.861357027039357,5.774046874856825,0.1075172327719091
S_RES_CV,4,<4,2,2,1.0,0,0.0,0.0,0.0,19.800553319190723,19.800553319190723,1.4143252370850516
S_RES_CV,4,>32,6,6,1.0,6,1.0,0.9120163152053938,0.9391768648605616,17.31130946430905,6.9885957501205676,0.04072538528641571
S_RES_CV,5,16-32,48,48,1.0,47,0.9791666666666666,0.812909574191921,0.8501066505929962,12.429035975309233,8.028500894399508,0.0918475426921867
S_RES_CV,5,4-<8,37,37,1.0,24,0.6486486486486487,0.5203045343898293,0.5670051557795653,7.123562444003609,5.5291384562217765,0.2916428314261574
S_RES_CV,5,8-<16,77,77,1.0,64,0.8311688311688312,0.6639067744953163,0.6774420733009298,11.611622259376304,7.273186975900964,0.15142287051702827
S_RES_CV,5,<4,1,1,1.0,0,0.0,0.0,0.0,29.45539962836622,29.45539962836622,2.103957116311873
S_RES_CV,5,>32,5,5,1.0,5,1.0,0.8798471328601464,0.922438645960313,20.69872016562495,12.299009256239394,0.07192403073824206
S_RES_CV,6,16-32,45,45,1.0,44,0.9777777777777777,0.766413689167822,0.7847384253715644,15.506910399429774,11.003824478958236,0.1241653435705331
S_RES_CV,6,4-<8,36,36,1.0,17,0.4722222222222222,0.4558570350909263,0.48902247141047495,8.975731741614863,6.48165270432931,0.3340863997368534
S_RES_CV,6,8-<16,70,70,1.0,52,0.7428571428571429,0.6095552710762999,0.6421766619760272,14.241919393339643,8.966488257619222,0.18819228605400506
S_RES_CV,6,>32,4,4,1.0,4,1.0,0.8525069412933883,0.852104934878422,25.72527586686556,18.905442387802637,0.13761927595969314
S_RES_CV,7,16-32,42,42,1.0,40,0.9523809523809523,0.7135740667026947,0.7273367137610209,19.118281623849505,14.085619547267093,0.15508100352154452
S_RES_CV,7,4-<8,34,34,1.0,13,0.38235294117647056,0.4048532261754548,0.41379815215513477,10.541857050788021,7.907646009304431,0.41912268269498815
S_RES_CV,7,8-<16,63,63,1.0,36,0.5714285714285714,0.5476684135885463,0.563329457038169,18.007541205228954,11.140093227498113,0.27667184587108207
S_RES_CV,7,>32,3,3,1.0,3,1.0,0.8361313326286558,0.873605365695754,33.3488475206415,20.582261859908126,0.1715188488325677
S_RES_CV,8,16-32,39,39,1.0,33,0.8461538461538461,0.6575696029763475,0.6654816026135191,23.997090936540705,18.27815531857471,0.20879588585733344
S_RES_CV,8,4-<8,32,32,1.0,10,0.3125,0.361157976403508,0.3567003730011984,11.379730898891527,8.85887417979473,0.442504342849327
S_RES_CV,8,8-<16,56,56,1.0,27,0.48214285714285715,0.49597973578748084,0.4786126097551695,21.61601384300519,13.415417664961025,0.31178438918601825
S_RES_CV,8,>32,2,2,1.0,2,1.0,0.7266379834234469,0.7266379834234469,33.27360432288924,33.27360432288924,0.7739091064567503
S_RES_CV,9,16-32,36,36,1.0,27,0.75,0.598982095698076,0.597362993887605,29.348051214340856,25.21597548987139,0.24943501451417666
S_RES_CV,9,4-<8,30,30,1.0,6,0.2,0.30003409261820285,0.3046441167180014,12.769935868558889,10.545746943583989,0.5146299198850627
S_RES_CV,9,8-<16,50,50,1.0,20,0.4,0.45412605336180534,0.4302179689915624,23.66654554688399,17.584302913774657,0.35127354731831806
S_RES_CV,9,>32,1,1,1.0,1,1.0,0.5044094402602353,0.5044094402602353,41.369776095150414,41.369776095150414,1.0607634896192413
S_RES_CV,10,16-32,33,33,1.0,19,0.5757575757575758,0.5357498395844997,0.525988952238241,34.675597139858375,27.48583524463847,0.28053453706969533
S_RES_CV,10,4-<8,28,28,1.0,5,0.17857142857142858,0.26254591795122584,0.25306826892278445,14.276553491346203,12.600568016617824,0.5829086434802977
S_RES_CV,10,8-<16,45,45,1.0,14,0.3111111111111111,0.3985881353693193,0.38134784391894083,28.813443481382137,21.22788768050199,0.45486911191869445
S_RES_CV,11,16-32,30,30,1.0,15,0.5,0.49198932229369097,0.4948015072369383,40.68209683753417,30.75974365616063,0.31615512510192745
S_RES_CV,11,4-<8,26,26,1.0,3,0.11538461538461539,0.2338331854146108,0.2106284641471135,16.379628999220746,14.121824890195295,0.6263593933179873
S_RES_CV,11,8-<16,40,40,1.0,10,0.25,0.3375517582537874,0.313722706176886,33.89384106314401,24.40357087199383,0.4962750268574351
S_RES_CV,12,16-32,27,27,1.0,9,0.3333333333333333,0.4441762230389048,0.4609041227086668,47.59977023945161,34.36314568084336,0.35372728704969597
S_RES_CV,12,4-<8,24,24,1.0,0,0.0,0.19519157388817784,0.1841227842656687,18.94261191675002,16.30742608143465,0.77188009156977
S_RES_CV,12,8-<16,35,35,1.0,7,0.2,0.2942567419460742,0.2944141562544319,39.637677730696495,25.628125407829526,0.5260438418301231
S_RES_CV,13,16-32,24,24,1.0,6,0.25,0.39735712944874857,0.40505410346186627,55.437638652722335,39.47449729212867,0.4074694111132583
S_RES_CV,13,4-<8,22,22,1.0,0,0.0,0.15584436337071267,0.12614762495503828,21.800473453917604,18.669840492040056,0.8830856653943651
S_RES_CV,13,8-<16,31,31,1.0,4,0.12903225806451613,0.23865339791101878,0.23155817522521524,46.84691302421836,29.10439820391299,0.5827671308683873
S_RES_CV,14,16-32,21,21,1.0,5,0.23809523809523808,0.34584424682493775,0.3621306836512703,64.94938778671306,43.83483614141096,0.45130411781259966
S_RES_CV,14,4-<8,20,20,1.0,0,0.0,0.1350496304738749,0.10399321310643944,23.615871465513795,19.585975375650953,0.9462175112139284
S_RES_CV,14,8-<16,27,27,1.0,4,0.14814814814814814,0.20607665215293108,0.14701833697317046,53.77757839662294,36.903487036397784,0.7301077995971358
S_RES_CV,15,16-32,18,18,1.0,2,0.1111111111111111,0.2747778365853294,0.2533199207571195,77.64728223615707,63.47088526903468,0.6129415804383294
S_RES_CV,15,4-<8,18,18,1.0,0,0.0,0.10016516891067523,0.07249299422361916,26.789165805145757,22.263423750173317,1.18575784878396
S_RES_CV,15,8-<16,23,23,1.0,1,0.043478260869565216,0.1815787000542824,0.13998783928890882,61.73489814791629,33.262880108714015,0.8654301085874563
S_RES_CV,16,16-32,15,15,1.0,0,0.0,0.1908134621784377,0.14644707272187055,94.51243993281075,86.5045155285871,0.7864046866235191
S_RES_CV,16,4-<8,16,16,1.0,0,0.0,0.06094568094699443,0.018154191095951143,30.132969938578817,25.236454406187217,1.336185773227311
