frame,class_a,class_b,center_distance,union_width,union_height,fits_L1,fits_L2
8,jammer,small_plane,639.9851560778578,609,339,True,True
8,jammer,small_tower,1297.1154536123606,1243,550,True,False
8,jammer,spacecraft,691.4906000807241,76,737,True,False
8,jammer,ta-ta,1154.9867964613275,451,1107,False,False
8,jammer,tank,1549.824506194169,671,1461,False,False
8,jet_plane,large_launcher,1508.5047232276072,1481,726,True,False
8,jet_plane,large_tower,1208.1142330094451,1264,229,True,False
8,jet_plane,small_launcher,629.0931965933188,501,490,True,True
8,jet_plane,small_plane,1885.3965100211678,247,1941,False,False
8,jet_plane,small_tower,1172.0249570721605,505,1155,False,False
8,jet_plane,spacecraft,1148.9000174079554,780,958,True,False
8,jet_plane,ta-ta,1281.6881445968047,1229,556,True,False
8,jet_plane,tank,1398.250692830152,1449,231,True,False
8,large_launcher,large_tower,806.9352514297539,275,877,True,False
8,large_launcher,small_launcher,1833.559720870853,1908,266,True,False
8,large_launcher,small_plane,1993.0124184259364,1654,1324,False,False
8,large_launcher,small_tower,1034.8990288912248,1033,538,True,False
8,large_launcher,spacecraft,2106.85411217768,2187,341,False,False
8,large_launcher,ta-ta,2549.017850074809,2636,187,False,False
8,large_launcher,tank,2796.182844522153,2856,541,False,False
8,large_tower,small_launcher,1754.3991136568668,1691,641,True,False
8,large_tower,small_plane,2459.6788408245498,1437,2092,False,False
8,large_tower,small_tower,1455.7226727642872,816,1306,False,False
8,large_tower,spacecraft,2187.7182748242517,1970,1109,False,False
8,large_tower,ta-ta,2465.727174689041,2419,707,False,False
8,large_tower,tank,2606.3424563936337,2639,382,False,False
8,small_launcher,small_plane,1464.2712351200512,298,1481,False,False
8,small_launcher,small_tower,1104.8073361450856,932,695,True,False
8,small_launcher,spacecraft,530.8281266097342,300,498,True,True
8,small_launcher,ta-ta,726.6259354028041,749,96,True,True
8,small_launcher,tank,971.8946702189492,969,305,True,False
8,small_plane,small_tower,1008.4971492275027,678,845,True,False
8,small_plane,spacecraft,1116.884618033573,577,1032,True,False
8,small_plane,ta-ta,1687.3614017157083,1026,1402,False,False
8,small_plane,tank,2086.587884561779,1246,1756,False,False
8,small_tower,spacecraft,1176.2755842063543,1211,246,True,False
8,small_tower,ta-ta,1716.2575564291042,1660,616,True,False
8,small_tower,tank,2044.8869161887658,1880,970,True,False
8,spacecraft,ta-ta,597.0563206264547,493,419,True,True
8,spacecraft,tank,985.5147132336483,713,773,True,False
8,ta-ta,tank,399.99062489013414,251,371,True,True
9,condor,helicopter,779.0728464014132,634,716,True,False
9,condor,jammer,1327.672399351587,1421,265,True,False
9,condor,jet_plane,1871.9300200595108,678,1888,False,False
9,condor,large_launcher,1415.4462193951417,992,1262,False,False
9,condor,large_tower,2052.327946503677,774,2039,False,False
9,condor,small_launcher,1683.2017110257464,1108,1423,False,False
9,condor,small_tower,695.9312106810557,226,777,True,False
9,condor,spacecraft,1552.6791362029696,1389,967,True,False
9,condor,ta-ta,2153.316511802201,1841,1343,False,False
9,condor,tank,2533.0860624937322,2063,1701,False,False
9,helicopter,jammer,931.3766692375325,903,495,True,True
9,helicopter,jet_plane,1182.2607580394438,160,1267,False,False
9,helicopter,large_launcher,1420.9048173611068,1447,641,True,False
9,helicopter,large_tower,1757.6275202670217,1229,1418,False,False
9,helicopter,small_launcher,904.8881146307536,590,802,True,False
9,helicopter,small_tower,386.65650130315925,465,156,True,True
9,helicopter,spacecraft,837.1122983208406,871,346,True,True
9,helicopter,ta-ta,1415.6766933166625,1323,722,True,False
9,helicopter,tank,1777.0752657104877,1545,1080,True,False
9,jammer,jet_plane,1778.4633816865614,818,1667,False,False
9,jammer,large_launcher,2350.2497739602063,2234,1041,False,False
9,jammer,large_tower,2643.0179719404105,2016,1818,False,False
9,jammer,small_launcher,1204.7713476008632,334,1202,False,False
9,jammer,small_tower,1308.19312412197,1252,556,True,False
9,jammer,spacecraft,700.5044610850098,76,746,True,False
9,jammer,ta-ta,1169.4109628355636,453,1122,False,False
9,jammer,tank,1568.8151580093813,675,1480,False,False
9,jet_plane,large_launcher,1520.6978661127923,1491,734,True,False
9,jet_plane,large_tower,1216.0476964329976,1273,229,True,False
9,jet_plane,small_launcher,635.0826717837608,505,495,True,True
9,jet_plane,small_tower,1187.2452358295652,509,1170,False,False
9,jet_plane,spacecraft,1161.6989713346568,786,970,True,False
9,jet_plane,ta-ta,1292.0719794191034,1238,563,True,False
9,jet_plane,tank,1408.4193267631626,1460,233,True,False
9,large_launcher,large_tower,815.5599303545999,277,885,True,False
9,large_launcher,small_launcher,1846.8611209292376,1921,269,False,False
9,large_launcher,small_tower,1043.1472810682105,1039,544,True,False
9,large_launcher,spacecraft,2122.1735320185294,2202,344,False,False
9,large_launcher,ta-ta,2567.0940769671843,2654,189,False,False
9,large_launcher,tank,2816.492322020424,2876,547,False,False
9,large_tower,small_launcher,1766.9119955447695,1703,646,True,False
9,large_tower,small_tower,1470.8756745558069,821,1321,False,False
9,large_tower,spacecraft,2205.3259396288795,1984,1121,False,False
9,large_tower,ta-ta,2483.3690825167328,2436,714,False,False
9,large_tower,tank,2624.45137123933,2658,384,False,False
9,small_launcher,small_tower,1116.3602689096383,939,705,True,False
9,small_launcher,spacecraft,537.8852108024537,302,505,True,True
9,small_launcher,ta-ta,731.7513238799094,754,98,True,True
9,small_launcher,tank,978.9693560066116,976,308,True,False
9,small_tower,spacecraft,1185.645499295637,1220,249,True,False
9,small_tower,ta-ta,1730.423719786573,1672,625,True,False
9,small_tower,tank,2062.792100527826,1894,983,True,False
9,spacecraft,ta-ta,602.9050505676661,496,425,True,True
9,spacecraft,tank,995.9279592420327,718,783,True,False
9,ta-ta,tank,404.6047453997543,253,376,True,True
10,condor,helicopter,757.6915599371554,640,645,True,False
10,condor,jammer,1333.4618479731619,1433,187,True,False
10,condor,jet_plane,1858.6119148439784,684,1832,False,False
10,condor,large_launcher,1399.4246139038717,999,1198,False,False
10,condor,large_tower,2039.0841081230562,778,1983,False,False
10,condor,small_launcher,1670.8854688457855,1117,1361,False,False
10,condor,small_tower,667.0489112501422,229,707,True,False
10,condor,spacecraft,1546.0893408855777,1400,900,True,False
10,condor,ta-ta,2151.6288016291287,1856,1281,False,False
10,condor,tank,2532.4630303323283,2078,1643,False,False
10,helicopter,jammer,940.1324374788906,911,502,True,True
10,helicopter,jet_plane,1197.7922399147526,162,1283,False,False
10,helicopter,large_launcher,1432.082836291253,1458,649,True,False
10,helicopter,large_tower,1774.3473448003353,1237,1434,False,False
10,helicopter,small_launcher,914.9596985660079,595,812,True,False
10,helicopter,small_tower,389.4114148301254,469,158,True,True
10,helicopter,spacecraft,844.2578101504303,878,351,True,True
10,helicopter,ta-ta,1428.532813763828,1334,732,True,False
10,helicopter,tank,1792.696990570353,1556,1094,False,False
10,jammer,jet_plane,1800.698267339645,824,1689,False,False
10,jammer,large_launcher,2370.139922029921,2251,1055,False,False
10,jammer,large_tower,2668.091546405408,2030,1840,False,False
10,jammer,small_launcher,1220.8813414906463,337,1218,False,False
10,jammer,small_tower,1319.5879091595225,1262,564,True,False
10,jammer,spacecraft,711.5154601271852,77,757,True,False
10,jammer,ta-ta,1185.4218658351128,457,1138,False,False
10,jammer,tank,1588.0732036024033,679,1500,False,False
10,jet_plane,large_launcher,1533.141219848974,1502,742,True,False
10,jet_plane,large_tower,1224.0458528993104,1281,229,True,False
10,jet_plane,small_launcher,641.4117242458233,508,501,True,True
10,jet_plane,small_tower,1201.5417179607207,513,1184,False,False
10,jet_plane,spacecraft,1173.413183835941,791,981,True,False
10,jet_plane,ta-ta,1302.2608225697338,1247,569,True,False
10,jet_plane,tank,1417.6569578004405,1469,236,True,False
10,large_launcher,large_tower,824.2907557409582,280,893,True,False
10,large_launcher,small_launcher,1860.001344085536,1935,271,False,False
10,large_launcher,small_tower,1051.6313517578296,1047,550,True,False
10,large_launcher,spacecraft,2137.4312854452187,2218,347,False,False
10,large_launcher,ta-ta,2585.670174248835,2674,191,False,False
10,large_launcher,tank,2836.144610205904,2896,553,False,False
10,large_tower,small_launcher,1779.4629105435156,1714,652,True,False
10,large_tower,small_tower,1485.6110695602667,826,1335,False,False
10,large_tower,spacecraft,2222.261517013693,1997,1132,False,False
10,large_tower,ta-ta,2501.0122950517457,2453,720,False,False
10,large_tower,tank,2641.692828471925,2675,387,False,False
10,small_launcher,small_tower,1126.3367613640248,946,713,True,False
10,small_launcher,spacecraft,543.2149666568475,304,510,True,True
10,small_launcher,ta-ta,737.2233379376971,760,98,True,True
10,small_launcher,tank,985.703429029239,982,312,True,False
10,small_tower,spacecraft,1194.524173049671,1229,252,True,False
10,small_tower,ta-ta,1744.4283447593943,1685,633,True,False
10,small_tower,tank,2079.140748001443,1907,995,True,False
10,spacecraft,ta-ta,608.815448227129,500,430,True,True
10,spacecraft,tank,1004.9060901397702,722,792,True,False
10,ta-ta,tank,407.846171981545,254,380,True,True
11,helicopter,jammer,948.4530826561744,917,509,True,True
11,helicopter,jet_plane,1213.7956994486347,163,1300,False,False
11,helicopter,large_launcher,1443.7310171912218,1468,658,True,False
11,helicopter,large_tower,1791.403988496174,1245,1450,False,False
11,helicopter,small_launcher,925.856630369951,599,823,True,False
11,helicopter,small_tower,392.5534995385979,472,159,True,True
11,helicopter,spacecraft,851.2433553338317,884,356,True,True
11,helicopter,ta-ta,1440.9594893681085,1343,742,True,False
11,helicopter,tank,1809.0287449346956,1567,1108,False,False
11,jammer,jet_plane,1823.396624434739,830,1712,False,False
11,jammer,large_launcher,2390.0470706661827,2267,1070,False,False
11,jammer,large_tower,2693.187331026195,2044,1862,False,False
11,jammer,small_launcher,1237.8353081084738,339,1235,False,False
11,jammer,small_tower,1330.7986324008602,1271,571,True,False
11,jammer,spacecraft,722.0006925204435,77,768,True,False
11,jammer,ta-ta,1201.4399693700889,460,1154,False,False
11,jammer,tank,1608.2021794538148,684,1520,False,False
11,jet_plane,large_launcher,1545.8031084196978,1513,752,True,False
11,jet_plane,large_tower,1231.9806207891422,1290,229,True,False
11,jet_plane,small_launcher,647.7565128966285,512,507,True,True
11,jet_plane,small_tower,1216.7704179507325,517,1199,False,False
11,jet_plane,spacecraft,1186.2290040291546,797,994,True,False
11,jet_plane,ta-ta,1312.653895739467,1256,576,True,False
11,jet_plane,tank,1427.8883009535446,1480,239,True,False
11,large_launcher,large_tower,833.0216083631925,283,902,True,False
11,large_launcher,small_launcher,1873.7479152756914,1949,275,False,False
11,large_launcher,small_tower,1060.3442837116631,1054,557,True,False
11,large_launcher,spacecraft,2153.248708347459,2234,352,False,False
11,large_launcher,ta-ta,2604.2467241027684,2693,194,False,False
11,large_launcher,tank,2856.8686091593363,2917,560,False,False
11,large_tower,small_launcher,1792.1471061271727,1726,657,True,False
11,large_tower,small_tower,1500.7841283808941,831,1349,False,False
11,large_tower,spacecraft,2239.883255886342,2011,1144,False,False
11,large_tower,ta-ta,2518.656784875621,2470,726,False,False
11,large_tower,tank,2659.864141267369,2694,389,False,False
11,small_launcher,small_tower,1137.614279973665,953,722,True,False
11,small_launcher,spacecraft,549.8465695082583,306,517,True,True
11,small_launcher,ta-ta,742.2986258912244,765,99,True,True
11,small_launcher,tank,992.7811944230209,989,315,True,False
11,small_tower,spacecraft,1203.8978361970753,1238,255,True,False
11,small_tower,ta-ta,1758.6110997033995,1697,641,True,False
11,small_tower,tank,2096.8450705762693,1921,1007,False,False
11,spacecraft,ta-ta,614.677964465947,503,436,True,True
11,spacecraft,tank,1014.9690881992417,727,802,True,False
11,ta-ta,tank,412.0403499658741,256,384,True,True
12,helicopter,jammer,953.7622869457567,925,500,True,True
12,helicopter,jet_plane,1229.327153364799,165,1316,False,False
12,helicopter,large_launcher,1455.193629727673,1479,665,True,False
12,helicopter,large_tower,1808.794142515947,1254,1466,False,False
12,helicopter,small_launcher,936.0658363598151,604,833,True,False
12,helicopter,small_tower,394.99936708810054,476,159,True,True
12,helicopter,spacecraft,857.5944554391662,891,359,True,True
12,helicopter,ta-ta,1453.3977432210359,1353,751,True,False
12,helicopter,tank,1824.678053794696,1578,1121,False,False
12,jammer,jet_plane,1838.859768987293,836,1719,False,False
12,jammer,large_launcher,2407.093890981405,2284,1068,False,False
12,jammer,large_tower,2714.0037306532945,2059,1869,False,False
12,jammer,small_launcher,1247.3007856968584,343,1236,False,False
12,jammer,small_tower,1338.699742287269,1281,562,True,False
12,jammer,spacecraft,724.5503778206178,79,762,True,False
12,jammer,ta-ta,1210.2737293686912,463,1154,False,False
12,jammer,tank,1620.6025114135791,688,1524,False,False
12,jet_plane,large_launcher,1558.9247095353899,1524,761,True,False
12,jet_plane,large_tower,1240.971393707365,1299,230,True,False
12,jet_plane,small_launcher,653.3911539039996,515,513,True,True
12,jet_plane,small_tower,1232.4683565917626,521,1215,False,False
12,jet_plane,spacecraft,1198.4341867620433,802,1006,True,False
12,jet_plane,ta-ta,1322.3926232401632,1264,582,True,False
12,jet_plane,tank,1437.1284737280798,1489,242,True,False
12,large_launcher,large_tower,842.1349357436728,285,911,True,False
12,large_launcher,small_launcher,1886.9987413880276,1963,278,False,False
12,large_launcher,small_tower,1069.7364161324977,1062,564,True,False
12,large_launcher,spacecraft,2168.571246235641,2250,355,False,False
12,large_launcher,ta-ta,2622.84892816952,2712,196,False,False
12,large_launcher,tank,2877.102101073231,2937,566,False,False
12,large_tower,small_launcher,1805.0024930730706,1738,663,True,False
12,large_tower,small_tower,1517.3382121333398,837,1365,False,False
12,large_tower,spacecraft,2257.755190449133,2025,1156,False,False
12,large_tower,ta-ta,2536.7836427255675,2487,732,False,False
12,large_tower,tank,2678.0980657922146,2712,392,False,False
12,small_launcher,small_tower,1148.4007358061035,960,732,True,False
12,small_launcher,spacecraft,556.4822548832982,309,523,True,True
12,small_launcher,ta-ta,747.8210013098054,771,99,True,True
12,small_launcher,tank,999.8601152161236,996,318,True,False
12,small_tower,spacecraft,1212.3717457941684,1247,258,True,False
12,small_tower,ta-ta,1772.6783408165172,1709,650,True,False
12,small_tower,tank,2113.900778182363,1934,1020,False,False
12,spacecraft,ta-ta,621.25377262436,507,441,True,True
12,spacecraft,tank,1025.0410967371015,732,811,True,False
12,ta-ta,tank,415.5490344111029,257,387,True,True
13,helicopter,jet_plane,1245.8299442540301,166,1333,False,False
13,helicopter,large_launcher,1467.3163428518064,1490,673,True,False
13,helicopter,large_tower,1826.256622164585,1262,1483,False,False
13,helicopter,small_launcher,947.8027220893597,608,845,True,False
13,helicopter,small_tower,398.2452134050075,479,161,True,True
13,helicopter,spacecraft,865.2255486287954,898,364,True,True
13,helicopter,ta-ta,1465.8472805855322,1362,761,True,False
13,helicopter,tank,1842.0228690219892,1589,1136,False,False
13,jet_plane,large_launcher,1572.2674708840095,1536,770,True,False
13,jet_plane,large_tower,1248.9075225972497,1308,230,True,False
13,jet_plane,small_launcher,659.3930921688519,519,518,True,True
13,jet_plane,small_tower,1247.7058948325923,525,1230,False,False
13,jet_plane,spacecraft,1211.576865081205,809,1018,True,False
13,jet_plane,ta-ta,1332.997561888243,1273,589,True,False
13,jet_plane,tank,1447.79573835538,1500,244,True,False
13,large_launcher,large_tower,851.4605099474667,289,920,True,False
13,large_launcher,small_launcher,1901.355897774007,1978,282,False,False
13,large_launcher,small_tower,1078.6867015032678,1070,570,True,False
13,large_launcher,spacecraft,2185.318855453364,2268,358,False,False
13,large_launcher,ta-ta,2641.9259073637927,2732,198,False,False
13,large_launcher,tank,2898.9864608169523,2959,573,False,False
13,large_tower,small_launcher,1817.518156718111,1750,668,True,False
13,large_tower,small_tower,1532.529934454789,842,1380,False,False
13,large_tower,spacecraft,2275.82787134704,2040,1168,False,False
13,large_tower,ta-ta,2554.5669887477993,2504,739,False,False
13,large_tower,tank,2696.7028942766387,2731,394,False,False
13,small_launcher,small_tower,1160.002693962389,967,742,True,False
13,small_launcher,spacecraft,563.8033788476263,312,530,True,True
13,small_launcher,ta-ta,752.9988379805111,776,101,True,True
13,small_launcher,tank,1007.4200960870296,1003,321,True,False
13,small_tower,spacecraft,1222.2424063989924,1257,261,True,False
13,small_tower,ta-ta,1786.7066071406352,1721,658,True,False
13,small_tower,tank,2132.304504520872,1948,1033,False,False
13,spacecraft,ta-ta,626.4263723694909,510,446,True,True
13,spacecraft,tank,1035.495050688317,737,821,True,False
13,ta-ta,tank,420.8610221914118,259,392,True,True
14,helicopter,jet_plane,1262.886376520073,168,1352,False,False
14,helicopter,large_launcher,1478.719462913774,1500,682,True,False
14,helicopter,large_tower,1844.8204519681583,1271,1501,False,False
14,helicopter,medium_launcher,2328.402993469988,1498,1908,False,False
14,helicopter,small_launcher,959.419746513485,613,857,True,False
14,helicopter,small_tower,401.3879046508502,483,163,True,True
14,helicopter,spacecraft,872.6926721360734,905,369,True,True
14,helicopter,ta-ta,1479.4249727512376,1373,772,True,False
14,helicopter,tank,1859.3840377931613,1601,1152,False,False
14,jet_plane,large_launcher,1585.6185701485713,1547,780,True,False
14,jet_plane,large_tower,1258.3952081917669,1318,231,True,False
14,jet_plane,medium_launcher,1595.9650685400354,1545,638,True,False
14,jet_plane,small_launcher,665.7456346082939,522,525,True,True
14,jet_plane,small_tower,1264.2433507833846,530,1247,False,False
14,jet_plane,spacecraft,1224.899383622998,814,1032,True,False
14,jet_plane,ta-ta,1343.6090391181506,1282,597,True,False
14,jet_plane,tank,1457.533876107173,1510,248,True,False
14,large_launcher,large_tower,860.9565900787333,291,929,True,False
14,large_launcher,medium_launcher,1273.6032545498617,156,1336,False,False
14,large_launcher,small_launcher,1915.1067855344254,1992,285,False,False
14,large_launcher,small_tower,1087.2028329617247,1077,577,True,False
14,large_launcher,spacecraft,2201.203136923078,2284,362,False,False
14,large_launcher,ta-ta,2661.003288235473,2752,200,False,False
14,large_launcher,tank,2919.80363209583,2980,580,False,False
14,large_tower,medium_launcher,490.90324912349075,289,472,True,True
14,large_tower,small_launcher,1831.4866229377708,1763,674,True,False
14,large_tower,small_tower,1549.277008801202,848,1396,False,False
14,large_tower,spacecraft,2295.0766871719125,2055,1181,False,False
14,large_tower,ta-ta,2573.9318658426064,2523,746,False,False
14,large_tower,tank,2715.929030736996,2751,397,False,False
14,medium_launcher,small_launcher,2223.5652115465377,1990,1081,False,False
14,medium_launcher,small_tower,2039.969178688737,1075,1803,False,False
14,medium_launcher,spacecraft,2723.5493386388284,2282,1588,False,False
14,medium_launcher,ta-ta,2938.92943943879,2750,1153,False,False
14,medium_launcher,tank,3029.386489043615,2978,804,False,False
14,small_launcher,small_tower,1172.015358261145,975,752,True,False
14,small_launcher,spacecraft,570.8819930598618,314,537,True,True
14,small_launcher,ta-ta,758.572672853432,782,102,True,True
14,small_launcher,tank,1014.6419319148997,1010,325,True,False
14,small_tower,spacecraft,1232.114544188161,1267,264,True,False
14,small_tower,ta-ta,1802.02733053636,1735,667,True,False
14,small_tower,tank,2150.9514755103146,1963,1047,False,False
14,spacecraft,ta-ta,633.0175747955186,514,452,True,True
14,spacecraft,tank,1046.3338377401353,742,832,True,False
14,ta-ta,tank,425.23081967326874,261,397,True,True
15,helicopter,jet_plane,1279.3620480536383,169,1369,False,False
15,helicopter,large_launcher,1491.1203841407305,1512,690,True,False
15,helicopter,large_tower,1863.3314922471525,1280,1518,False,False
15,helicopter,medium_launcher,2364.1083943000585,1508,1960,False,False
15,helicopter,small_launcher,970.3486486825238,618,868,True,False
15,helicopter,small_tower,404.9151145610645,487,164,True,True
15,helicopter,spacecraft,879.2219571871485,911,374,True,True
15,helicopter,ta-ta,1492.1384821791844,1383,782,True,False
15,helicopter,tank,1876.0634983923119,1612,1167,False,False
15,jet_plane,large_launcher,1599.1945628972105,1559,790,True,False
15,jet_plane,large_tower,1266.8910766123504,1327,231,True,False
15,jet_plane,medium_launcher,1612.3449537862548,1555,673,True,False
15,jet_plane,small_launcher,672.8129383417058,527,531,True,True
15,jet_plane,small_tower,1280.4194625199978,534,1263,False,False
15,jet_plane,spacecraft,1238.1457910924707,820,1045,True,False
15,jet_plane,ta-ta,1354.4784974299148,1292,603,True,False
15,jet_plane,tank,1468.265132733186,1521,251,True,False
15,large_launcher,large_tower,871.1534021055074,294,939,True,False
15,large_launcher,medium_launcher,1304.5169604110174,158,1381,False,False
15,large_launcher,small_launcher,1929.9089356754635,2008,289,False,False
15,large_launcher,small_tower,1096.3923795795008,1085,584,True,False
15,large_launcher,spacecraft,2217.4560311311698,2301,366,False,False
15,large_launcher,ta-ta,2680.6322481832526,2773,203,False,False
15,large_launcher,tank,2941.6951320624644,3002,588,False,False
15,large_tower,medium_launcher,509.6707270385459,290,506,True,True
15,large_tower,small_launcher,1845.4569217405212,1776,680,True,False
15,large_tower,small_tower,1566.0348016567193,853,1412,False,False
15,large_tower,spacecraft,2313.653820259202,2069,1194,False,False
15,large_tower,ta-ta,2592.680659086267,2541,752,False,False
15,large_tower,tank,2735.155297236338,2770,400,False,False
15,medium_launcher,small_launcher,2248.1516852739273,2004,1122,False,False
15,medium_launcher,small_tower,2075.2265538971883,1081,1854,False,False
15,medium_launcher,spacecraft,2754.935797800014,2297,1636,False,False
15,medium_launcher,ta-ta,2966.4133646543596,2769,1194,False,False
15,medium_launcher,tank,3054.410131269211,2998,842,False,False
15,small_launcher,small_tower,1184.038111717693,983,762,True,False
15,small_launcher,spacecraft,577.2852414534776,316,544,True,False
15,small_launcher,ta-ta,763.597570713789,788,102,True,True
15,small_launcher,tank,1021.8660626520483,1017,329,True,False
15,small_tower,spacecraft,1241.5816525706234,1276,268,True,False
15,small_tower,ta-ta,1817.064115544633,1748,676,True,False
15,small_tower,tank,2169.612523009581,1977,1061,False,False
15,spacecraft,ta-ta,639.6162912246685,518,458,True,True
15,spacecraft,tank,1057.1397731615248,747,843,True,False
15,ta-ta,tank,429.43276540105785,263,401,True,True
16,helicopter,jet_plane,1297.3897833727533,171,1388,False,False
16,helicopter,large_launcher,1503.8527188524813,1523,700,True,False
16,helicopter,large_tower,1882.306630174797,1289,1537,False,False
16,helicopter,medium_launcher,2389.2007554828874,1517,1986,False,False
16,helicopter,small_launcher,982.8073310674886,623,880,True,False
16,helicopter,small_tower,408.0579003033761,491,165,True,True
16,helicopter,spacecraft,887.5067605376311,919,379,True,True
16,helicopter,ta-ta,1505.9817395971306,1393,793,True,False
16,helicopter,tank,1894.4458952421946,1624,1183,False,False
16,jet_plane,large_launcher,1613.0127866821142,1571,800,True,False
16,jet_plane,large_tower,1275.8213041017932,1337,232,True,False
16,jet_plane,medium_launcher,1623.789703132767,1565,681,True,False
16,jet_plane,small_launcher,679.5299846217237,531,537,True,True
16,jet_plane,small_tower,1297.7137588852174,539,1280,False,False
16,jet_plane,spacecraft,1252.1022322478304,827,1058,True,False
16,jet_plane,ta-ta,1365.7625159594913,1301,611,True,False
16,jet_plane,tank,1478.9972954674392,1532,254,True,False
16,large_launcher,large_tower,880.372790356449,297,949,True,False
16,large_launcher,medium_launcher,1320.4469887125344,159,1398,False,False
16,large_launcher,small_launcher,1944.6558178762637,2023,292,False,False
16,large_launcher,small_tower,1106.2753951887387,1093,592,True,False
16,large_launcher,spacecraft,2234.8302508244333,2319,370,False,False
16,large_launcher,ta-ta,2700.6832468840175,2793,205,False,False
16,large_launcher,tank,2963.995824895845,3024,595,False,False
16,large_tower,medium_launcher,516.1172347442003,291,514,True,True
16,large_tower,small_launcher,1859.2571097080684,1789,686,True,False
16,large_tower,small_tower,1583.2349794013521,859,1429,False,False
16,large_tower,spacecraft,2333.109513074772,2085,1207,False,False
16,large_tower,ta-ta,2612.0492434102384,2559,760,False,False
16,large_tower,tank,2754.8148758128923,2790,403,False,False
16,medium_launcher,small_launcher,2265.817291839746,2017,1135,False,False
16,medium_launcher,small_tower,2098.813474323052,1087,1878,False,False
16,medium_launcher,spacecraft,2779.143213294342,2313,1656,False,False
16,medium_launcher,ta-ta,2989.1254992054114,2787,1209,False,False
16,medium_launcher,tank,3076.19667771747,3018,852,False,False
16,small_launcher,small_tower,1196.6795728180539,991,772,True,False
16,small_launcher,spacecraft,584.6169686213359,319,550,True,False
16,small_launcher,ta-ta,769.2237970837875,793,103,True,True
16,small_launcher,tank,1029.5717556343511,1024,332,True,False
16,small_tower,spacecraft,1252.123396474964,1287,271,True,False
16,small_tower,ta-ta,1832.5796708465364,1761,685,True,False
16,small_tower,tank,2189.1961995216416,1992,1075,False,False
16,spacecraft,ta-ta,645.516266255158,521,463,True,True
16,spacecraft,tank,1068.0004681646915,752,853,True,False
16,ta-ta,tank,434.49539698367346,264,406,True,True
17,helicopter,jet_plane,1314.945341069354,173,1406,False,False
17,helicopter,large_launcher,1516.2008442155677,1534,708,True,False
17,helicopter,large_tower,1900.9798789045612,1297,1554,False,False
17,helicopter,medium_launcher,2414.3211261139227,1526,2011,False,False
17,helicopter,small_launcher,994.8599147618723,628,892,True,False
17,helicopter,small_tower,410.71218633003815,494,166,True,True
17,helicopter,spacecraft,895.1559919924572,926,384,True,True
17,helicopter,ta-ta,1520.082234617588,1404,804,True,False
17,helicopter,tank,1912.148072195247,1636,1198,False,False
17,jet_plane,large_launcher,1627.5061443816426,1583,810,True,False
17,jet_plane,large_tower,1284.8140916101443,1346,232,True,False
17,jet_plane,medium_launcher,1635.8924934114712,1575,689,True,False
17,jet_plane,small_launcher,685.8994095346635,534,544,True,False
17,jet_plane,small_tower,1314.5460242988831,543,1297,False,False
17,jet_plane,spacecraft,1265.4588100764086,832,1072,True,False
17,jet_plane,ta-ta,1376.1853981204713,1310,618,True,False
17,jet_plane,tank,1488.7385599896309,1542,257,True,False
17,large_launcher,large_tower,890.6753055968263,300,958,True,False
17,large_launcher,medium_launcher,1337.3797142173198,160,1415,False,False
17,large_launcher,small_launcher,1959.4609590395007,2038,296,False,False
17,large_launcher,small_tower,1116.1543352063818,1101,599,True,False
17,large_launcher,spacecraft,2251.6450097650827,2336,374,False,False
17,large_launcher,ta-ta,2720.8132975270464,2814,208,False,False
17,large_launcher,tank,2985.8938778864863,3046,602,False,False
17,large_tower,medium_launcher,522.8049349422785,292,520,True,True
17,large_tower,small_launcher,1872.7611299896205,1801,692,True,False
17,large_tower,small_tower,1600.4465001992412,864,1445,False,False
17,large_tower,spacecraft,2351.949882544269,2099,1220,False,False
17,large_tower,ta-ta,2630.8011137294284,2577,766,False,False
17,large_tower,tank,2773.5452493153957,2809,405,False,False
17,medium_launcher,small_launcher,2283.7375615424817,2030,1149,False,False
17,medium_launcher,small_tower,2122.6686034329523,1093,1902,False,False
17,medium_launcher,spacecraft,2803.2536899110646,2328,1677,False,False
17,medium_launcher,ta-ta,3011.651789301014,2806,1223,False,False
17,medium_launcher,tank,3097.6373657999416,3038,862,False,False
17,small_launcher,small_tower,1208.6340430419789,998,783,True,False
17,small_launcher,spacecraft,591.7093881290037,321,558,True,False
17,small_launcher,ta-ta,774.7459260944842,799,104,True,True
17,small_launcher,tank,1036.800125385795,1031,336,True,False
17,small_tower,spacecraft,1261.5967065587956,1296,275,True,False
17,small_tower,ta-ta,1847.8161434515068,1774,695,True,False
17,small_tower,tank,2207.6789281958554,2006,1089,False,False
17,spacecraft,ta-ta,652.4639836803254,525,470,True,True
17,spacecraft,tank,1078.872791389235,757,864,True,False
17,ta-ta,tank,438.4464049345142,266,410,True,True
18,helicopter,jet_plane,1301.0216178065605,175,1360,False,False
18,helicopter,large_launcher,1516.0913560864333,1545,652,True,False
18,helicopter,large_tower,1895.267395382509,1306,1508,False,False
18,helicopter,medium_launcher,2414.1003500269,1536,1972,False,False
18,helicopter,small_launcher,980.0540801404787,633,839,True,False
18,helicopter,small_tower,408.1549950692751,498,102,True,True
18,helicopter,spacecraft,892.0812743242625,933,324,True,True
18,helicopter,ta-ta,1518.6471775893174,1415,750,True,False
18,helicopter,tank,1911.7073520808565,1649,1149,False,False
