class,metric,count,min,p10,median,mean,p90,max
small_launcher,area_fraction,25,7.233796296296296e-05,7.595486111111111e-05,7.957175925925927e-05,7.882426697530864e-05,8.31886574074074e-05,8.391203703703703e-05
small_launcher,aspect_ratio,25,0.6666666666666666,0.6864516129032258,0.7333333333333333,0.7350967741935485,0.7931034482758621,0.8275862068965517
small_launcher,cx,25,1775.0,1777.9,1788.0,1787.2,1796.1,1798.0
small_launcher,cy,25,236.0,367.40000000000003,938.0,960.92,1590.5,1768.5
small_launcher,edge_left,25,1763.0,1766.4,1777.0,1776.24,1785.6,1788.0
small_launcher,edge_top,25,221.0,352.40000000000003,923.0,946.0,1575.8000000000002,1754.0
small_launcher,edge_right,25,2032.0,2033.4,2041.0,2041.84,2050.6,2053.0
small_launcher,edge_bottom,25,377.0,554.8000000000001,1207.0,1184.16,1777.6000000000001,1909.0
small_launcher,min_edge,25,221.0,348.8,670.0,654.84,970.4000000000001,1051.0
small_launcher,boundary_touch,25,0.0,0.0,0.0,0.0,0.0,0.0
small_launcher,L0_width,25,5.0,5.25,5.5,5.48,5.75,6.0
small_launcher,L0_height,25,7.25,7.25,7.5,7.46,7.5,7.75
small_launcher,L0_short,25,5.0,5.25,5.5,5.48,5.75,6.0
small_launcher,L1_width,25,10.0,10.5,11.0,10.96,11.5,12.0
small_launcher,L1_height,25,14.5,14.5,15.0,14.92,15.0,15.5
small_launcher,L1_short,25,10.0,10.5,11.0,10.96,11.5,12.0
small_launcher,L2_width,25,20.0,21.0,22.0,21.92,23.0,24.0
small_launcher,L2_height,25,29.0,29.0,30.0,29.84,30.0,31.0
small_launcher,L2_short,25,20.0,21.0,22.0,21.92,23.0,24.0
small_plane,x1,9,2028.0,2028.8,2031.0,2031.3333333333333,2034.2,2035.0
small_plane,y1,9,1502.0,1558.8,1794.0,1797.888888888889,2041.0,2105.0
small_plane,x2,9,2069.0,2069.8,2074.0,2073.777777777778,2077.4,2079.0
small_plane,y2,9,1550.0,1607.6,1844.0,1848.0,2093.0,2157.0
small_plane,width,9,41.0,41.0,43.0,42.44444444444444,43.2,44.0
small_plane,height,9,48.0,48.8,50.0,50.111111111111114,52.0,52.0
small_plane,area,9,1968.0,2000.8,2150.0,2128.1111111111113,2246.4,2288.0
small_plane,width_fraction,9,0.010677083333333334,0.010677083333333334,0.011197916666666667,0.01105324074074074,0.01125,0.011458333333333333
small_plane,height_fraction,9,0.022222222222222223,0.022592592592592595,0.023148148148148147,0.023199588477366258,0.024074074074074074,0.024074074074074074
small_plane,area_fraction,9,0.00023726851851851852,0.0002412229938271605,0.0002592110339506173,0.00025657203789437584,0.0002708333333333333,0.00027584876543209876
small_plane,aspect_ratio,9,0.8269230769230769,0.8347723704866562,0.8461538461538461,0.8470944702667391,0.86,0.86
small_plane,cx,9,2048.5,2049.3,2052.5,2052.5555555555557,2055.8,2057.0
small_plane,cy,9,1526.0,1583.2,1819.0,1822.9444444444443,2067.0,2131.0
small_plane,edge_left,9,2028.0,2028.8,2031.0,2031.3333333333333,2034.2,2035.0
small_plane,edge_top,9,1502.0,1558.8,1794.0,1797.888888888889,2041.0,2105.0
small_plane,edge_right,9,1761.0,1762.6,1766.0,1766.2222222222222,1770.2,1771.0
small_plane,edge_bottom,9,3.0,67.0,316.0,312.0,552.4,610.0
small_plane,min_edge,9,3.0,67.0,316.0,312.0,552.4,610.0
small_plane,boundary_touch,9,0.0,0.0,0.0,0.0,0.0,0.0
small_plane,L0_width,9,10.25,10.25,10.75,10.61111111111111,10.8,11.0
small_plane,L0_height,9,12.0,12.2,12.5,12.527777777777779,13.0,13.0
small_plane,L0_short,9,10.25,10.25,10.75,10.61111111111111,10.8,11.0
small_plane,L1_width,9,20.5,20.5,21.5,21.22222222222222,21.6,22.0
small_plane,L1_height,9,24.0,24.4,25.0,25.055555555555557,26.0,26.0
small_plane,L1_short,9,20.5,20.5,21.5,21.22222222222222,21.6,22.0
small_plane,L2_width,9,41.0,41.0,43.0,42.44444444444444,43.2,44.0
small_plane,L2_height,9,48.0,48.8,50.0,50.111111111111114,52.0,52.0
small_plane,L2_short,9,41.0,41.0,43.0,42.44444444444444,43.2,44.0
small_tower,x1,20,2616.0,2624.5,2664.5,2665.65,2708.6,2720.0
small_tower,y1,20,791.0,909.7,1417.0,1434.35,1985.0,2138.0
small_tower,x2,20,2669.0,2678.5,2722.0,2723.3,2769.7,2783.0
small_tower,y2,20,851.0,969.7,1476.0,1491.2,2042.0,2159.0
small_tower,width,20,53.0,54.0,57.5,57.65,61.1,63.0
small_tower,height,20,21.0,57.0,59.0,56.85,60.0,60.0
small_tower,area,20,1323.0,3234.0,3363.0,3264.75,3480.0,3534.0
small_tower,width_fraction,20,0.013802083333333333,0.0140625,0.014973958333333332,0.015013020833333335,0.015911458333333333,0.01640625
small_tower,height_fraction,20,0.009722222222222222,0.02638888888888889,0.027314814814814816,0.026319444444444444,0.027777777777777776,0.027777777777777776
small_tower,area_fraction,20,0.00015950520833333333,0.00038990162037037037,0.00040545428240740743,0.0003936089409722223,0.0004195601851851852,0.00042607060185185185
small_tower,aspect_ratio,20,0.8833333333333333,0.9,0.9745762711864407,1.0789205553333947,1.0719298245614035,3.0
small_tower,cx,20,2642.5,2651.5,2693.25,2694.475,2739.15,2751.5
small_tower,cy,20,821.0,939.7,1446.5,1462.775,2013.5,2148.5
small_tower,edge_left,20,2616.0,2624.5,2664.5,2665.65,2708.6,2720.0
small_tower,edge_top,20,791.0,909.7,1417.0,1434.35,1985.0,2138.0
small_tower,edge_right,20,1057.0,1070.3,1118.0,1116.7,1161.5,1171.0
small_tower,edge_bottom,20,1.0,118.00000000000001,684.0,668.8,1190.3000000000002,1309.0
small_tower,min_edge,20,1.0,118.00000000000001,684.0,602.1,980.2,1044.0
small_tower,boundary_touch,20,0.0,0.0,0.0,0.05,0.0,1.0
small_tower,L0_width,20,13.25,13.5,14.375,14.4125,15.275,15.75
small_tower,L0_height,20,5.25,14.25,14.75,14.2125,15.0,15.0
small_tower,L0_short,20,5.25,13.475,14.25,13.65,14.5,14.5
small_tower,L1_width,20,26.5,27.0,28.75,28.825,30.55,31.5
small_tower,L1_height,20,10.5,28.5,29.5,28.425,30.0,30.0
small_tower,L1_short,20,10.5,26.95,28.5,27.3,29.0,29.0
small_tower,L2_width,20,53.0,54.0,57.5,57.65,61.1,63.0
small_tower,L2_height,20,21.0,57.0,59.0,56.85,60.0,60.0
small_tower,L2_short,20,21.0,53.9,57.0,54.6,58.0,58.0
spacecraft,x1,23,1455.0,1462.8,1493.0,1491.7391304347825,1518.4,1525.0
spacecraft,y1,23,627.0,758.2,1327.0,1349.6521739130435,1975.2,2151.0
spacecraft,x2,23,1504.0,1511.6,1537.0,1536.5217391304348,1560.4,1566.0
spacecraft,y2,23,675.0,807.2,1377.0,1397.0869565217392,2024.4,2159.0
spacecraft,width,23,41.0,42.0,44.0,44.78260869565217,48.0,49.0
spacecraft,height,23,8.0,49.0,49.0,47.43478260869565,50.0,50.0
spacecraft,area,23,392.0,2018.8,2156.0,2117.391304347826,2390.0,2401.0
spacecraft,width_fraction,23,0.010677083333333334,0.0109375,0.011458333333333333,0.011662137681159418,0.0125,0.012760416666666666
spacecraft,height_fraction,23,0.003703703703703704,0.022685185185185187,0.022685185185185187,0.021960547504025762,0.023148148148148147,0.023148148148148147
spacecraft,area_fraction,23,4.72608024691358e-05,0.00024339313271604936,0.0002599344135802469,0.00025527962292002147,0.00028814621913580247,0.0002894724151234568
spacecraft,aspect_ratio,23,0.8367346938775511,0.8571428571428571,0.8979591836734694,1.1325458444247265,0.96,6.125
spacecraft,cx,23,1479.5,1487.2,1515.0,1514.1304347826087,1539.4,1545.5
spacecraft,cy,23,651.0,782.7,1352.0,1373.3695652173913,1999.8,2155.0
spacecraft,edge_left,23,1455.0,1462.8,1493.0,1491.7391304347825,1518.4,1525.0
spacecraft,edge_top,23,627.0,758.2,1327.0,1349.6521739130435,1975.2,2151.0
spacecraft,edge_right,23,2274.0,2279.6,2303.0,2303.478260869565,2328.4,2336.0
spacecraft,edge_bottom,23,1.0,135.60000000000002,783.0,762.9130434782609,1352.8,1485.0
spacecraft,min_edge,23,1.0,135.60000000000002,686.0,612.7391304347826,975.2,1051.0
spacecraft,boundary_touch,23,0.0,0.0,0.0,0.043478260869565216,0.0,1.0
spacecraft,L0_width,23,10.25,10.5,11.0,11.195652173913043,12.0,12.25
spacecraft,L0_height,23,2.0,12.25,12.25,11.858695652173912,12.5,12.5
spacecraft,L0_short,23,2.0,10.3,11.0,10.75,11.95,12.25
spacecraft,L1_width,23,20.5,21.0,22.0,22.391304347826086,24.0,24.5
spacecraft,L1_height,23,4.0,24.5,24.5,23.717391304347824,25.0,25.0
spacecraft,L1_short,23,4.0,20.6,22.0,21.5,23.9,24.5
spacecraft,L2_width,23,41.0,42.0,44.0,44.78260869565217,48.0,49.0
spacecraft,L2_height,23,8.0,49.0,49.0,47.43478260869565,50.0,50.0
spacecraft,L2_short,23,8.0,41.2,44.0,43.0,47.8,49.0
ta-ta,x1,25,945.0,962.8,1028.0,1025.6,1085.0,1098.0
ta-ta,y1,25,293.0,426.40000000000003,1005.0,1029.2,1669.4,1851.0
ta-ta,x2,25,981.0,997.8,1060.0,1058.0,1115.0,1127.0
ta-ta,y2,25,312.0,444.8,1022.0,1046.08,1683.8000000000002,1865.0
ta-ta,width,25,29.0,30.0,32.0,32.4,35.0,36.0
ta-ta,height,25,14.0,14.4,17.0,16.88,19.0,19.0
ta-ta,area,25,490.0,506.4,544.0,543.64,573.6,589.0
ta-ta,width_fraction,25,0.007552083333333333,0.0078125,0.008333333333333333,0.0084375,0.009114583333333334,0.009375
ta-ta,height_fraction,25,0.006481481481481481,0.006666666666666666,0.00787037037037037,0.007814814814814814,0.008796296296296297,0.008796296296296297
ta-ta,area_fraction,25,5.907600308641975e-05,6.105324074074074e-05,6.558641975308642e-05,6.554301697530864e-05,6.91550925925926e-05,7.101176697530864e-05
ta-ta,aspect_ratio,25,1.5263157894736843,1.5789473684210527,1.8823529411764706,1.9509638557177253,2.4333333333333336,2.5714285714285716
ta-ta,cx,25,963.0,980.3,1044.0,1041.8,1100.0,1112.5
ta-ta,cy,25,302.5,435.6,1013.5,1037.64,1676.6000000000001,1858.0
ta-ta,edge_left,25,945.0,962.8,1028.0,1025.6,1085.0,1098.0
ta-ta,edge_top,25,293.0,426.40000000000003,1005.0,1029.2,1669.4,1851.0
ta-ta,edge_right,25,2713.0,2725.0,2780.0,2782.0,2842.2,2859.0
ta-ta,edge_bottom,25,295.0,476.20000000000005,1138.0,1113.92,1715.2,1848.0
ta-ta,min_edge,25,293.0,357.6,665.0,663.84,979.4000000000001,1022.0
ta-ta,boundary_touch,25,0.0,0.0,0.0,0.0,0.0,0.0
ta-ta,L0_width,25,7.25,7.5,8.0,8.1,8.75,9.0
ta-ta,L0_height,25,3.5,3.6,4.25,4.22,4.75,4.75
ta-ta,L0_short,25,3.5,3.6,4.25,4.22,4.75,4.75
ta-ta,L1_width,25,14.5,15.0,16.0,16.2,17.5,18.0
ta-ta,L1_height,25,7.0,7.2,8.5,8.44,9.5,9.5
ta-ta,L1_short,25,7.0,7.2,8.5,8.44,9.5,9.5
ta-ta,L2_width,25,29.0,30.0,32.0,32.4,35.0,36.0
ta-ta,L2_height,25,14.0,14.4,17.0,16.88,19.0,19.0
ta-ta,L2_short,25,14.0,14.4,17.0,16.88,19.0,19.0
tank,x1,25,702.0,723.6,803.0,799.92,872.2,888.0
tank,y1,25,0.0,94.20000000000002,635.0,657.4,1251.4,1420.0
tank,x2,25,756.0,777.2,853.0,850.04,919.2,934.0
tank,y2,25,13.0,138.20000000000002,682.0,703.48,1302.4,1472.0
tank,width,25,46.0,47.0,50.0,50.12,53.6,54.0
tank,height,25,13.0,44.0,47.0,46.08,51.0,52.0
tank,area,25,598.0,2068.0,2350.0,2321.36,2733.6,2808.0
tank,width_fraction,25,0.011979166666666667,0.012239583333333333,0.013020833333333334,0.013052083333333332,0.013958333333333333,0.0140625
tank,height_fraction,25,0.0060185185185185185,0.020370370370370372,0.02175925925925926,0.021333333333333333,0.02361111111111111,0.024074074074074074
tank,area_fraction,25,7.209683641975309e-05,0.0002493248456790123,0.00028332368827160495,0.00027987075617283956,0.00032957175925925927,0.0003385416666666667
tank,aspect_ratio,25,1.0384615384615385,1.0408163265306123,1.0625,1.1593265505447712,1.0824524312896406,3.5384615384615383
tank,cx,25,729.0,750.4,828.0,824.98,895.7,911.0
tank,cy,25,6.5,116.20000000000002,658.5,680.44,1276.9,1446.0
tank,edge_left,25,702.0,723.6,803.0,799.92,872.2,888.0
tank,edge_top,25,0.0,94.20000000000002,635.0,657.4,1251.4,1420.0
tank,edge_right,25,2906.0,2920.8,2987.0,2989.96,3062.8,3084.0
tank,edge_bottom,25,688.0,857.6,1478.0,1456.52,2021.8000000000002,2147.0
tank,min_edge,25,0.0,94.20000000000002,635.0,508.08,760.2,779.0
tank,boundary_touch,25,0.0,0.0,0.0,0.04,0.0,1.0
tank,L0_width,25,11.5,11.75,12.5,12.53,13.4,13.5
tank,L0_height,25,3.25,11.0,11.75,11.52,12.75,13.0
tank,L0_short,25,3.25,11.0,11.75,11.52,12.75,13.0
tank,L1_width,25,23.0,23.5,25.0,25.06,26.8,27.0
tank,L1_height,25,6.5,22.0,23.5,23.04,25.5,26.0
tank,L1_short,25,6.5,22.0,23.5,23.04,25.5,26.0
tank,L2_width,25,46.0,47.0,50.0,50.12,53.6,54.0
tank,L2_height,25,13.0,44.0,47.0,46.08,51.0,52.0
tank,L2_short,25,13.0,44.0,47.0,46.08,51.0,52.0
