class,frame,next_frame,dx,dy,displacement,dx_normalized,dy_normalized,normalized_displacement,width_change,height_change,area_change,area_ratio,scale_ratio,velocity_px_frame,velocity_px_second,boundary_pair
small_plane,3,4,1.0,75.0,75.0066663703967,0.00026041666666666666,0.034722222222222224,0.0347231987709897,0,0,0,1.0,1.0,75.0066663703967,225.0199991111901,0
small_plane,4,5,1.0,76.0,76.00657866263946,0.00026041666666666666,0.03518518518518519,0.03518614888498105,0,0,0,1.0,1.0,76.00657866263946,228.01973598791835,0
small_plane,5,6,1.0,77.5,77.5064513443881,0.00026041666666666666,0.03587962962962963,0.0358805746776675,0,1,43,1.02,1.0099504938362078,77.5064513443881,232.5193540331643,0
small_plane,6,7,1.0,78.5,78.50636916836748,0.00026041666666666666,0.03634259259259259,0.03634352560211301,0,1,43,1.0196078431372548,1.0097563285948026,78.50636916836748,235.51910750510245,0
small_plane,7,8,1.5,80.0,80.0140612642553,0.000390625,0.037037037037037035,0.03703909691627859,1,0,52,1.0232558139534884,1.0115610777177464,80.0140612642553,240.0421837927659,0
small_tower,0,1,4.5,62.0,62.16309194369276,0.001171875,0.028703703703703703,0.02872761558719482,1,0,60,1.0188679245283019,1.0093898773656798,62.16309194369276,186.4892758310783,0
small_tower,1,2,5.0,63.0,63.198101237299845,0.0013020833333333333,0.029166666666666667,0.029195716559991963,0,0,0,1.0,1.0,63.198101237299845,189.59430371189953,0
small_tower,2,3,5.5,63.0,63.23962365479415,0.0014322916666666666,0.029166666666666667,0.029201813366002586,1,0,60,1.0185185185185186,1.009216784699164,63.23962365479415,189.71887096438246,0
small_tower,3,4,5.0,65.0,65.19202405202648,0.0013020833333333333,0.03009259259259259,0.030120749491848686,0,0,0,1.0,1.0,65.19202405202648,195.57607215607945,0
small_tower,4,5,5.5,65.5,65.73051041943916,0.0014322916666666666,0.030324074074074073,0.030357880819786055,1,-1,4,1.0012121212121212,1.0006058770625532,65.73051041943916,197.19153125831747,0
small_tower,5,6,5.5,66.5,66.72705598181295,0.0014322916666666666,0.030787037037037036,0.030820335964072375,-1,1,-4,0.9987893462469734,0.9993944898021868,66.72705598181295,200.18116794543886,0
small_tower,6,7,5.5,67.5,67.72370338367506,0.0014322916666666666,0.03125,0.031282806130818935,1,-1,4,1.0012121212121212,1.0006058770625532,67.72370338367506,203.17111015102518,0
small_tower,7,8,5.5,68.0,68.222063879657,0.0014322916666666666,0.03148148148148148,0.03151404664093877,1,0,59,1.0178571428571428,1.008889063701824,68.222063879657,204.666191638971,0
small_tower,8,9,6.0,70.0,70.25667228100119,0.0015625,0.032407407407407406,0.032445052952949305,0,0,0,1.0,1.0,70.25667228100119,210.77001684300356,0
small_tower,9,10,5.5,70.0,70.2157389763862,0.0014322916666666666,0.032407407407407406,0.03243904305444424,1,0,59,1.0175438596491229,1.0087337902782492,70.2157389763862,210.64721692915862,0
small_tower,10,11,6.0,71.5,71.75130660831202,0.0015625,0.033101851851851855,0.033138708518467466,0,-1,-58,0.9830508474576272,0.9914892069294688,71.75130660831202,215.25391982493608,0
small_tower,11,12,5.5,73.0,73.20689858203255,0.0014322916666666666,0.033796296296296297,0.03382663303915206,1,0,58,1.0172413793103448,1.0085838484282528,73.20689858203255,219.62069574609765,0
small_tower,12,13,6.0,73.0,73.24616030891995,0.0015625,0.033796296296296297,0.03383239645069575,0,0,0,1.0,1.0,73.24616030891995,219.73848092675985,0
small_tower,13,14,6.5,75.0,75.28113973632439,0.0016927083333333334,0.034722222222222224,0.03476345750283074,1,0,58,1.0169491525423728,1.0084389681792214,75.28113973632439,225.84341920897316,0
small_tower,14,15,6.0,76.0,76.23647421018367,0.0015625,0.03518518518518519,0.03521986176528487,0,0,0,1.0,1.0,76.23647421018367,228.70942263055102,0
small_tower,15,16,6.5,77.5,77.77210296758086,0.0016927083333333334,0.03587962962962963,0.035919536242289274,1,-1,-3,0.9991379310344828,0.999568872581816,77.77210296758086,233.3163089027426,0
small_tower,16,17,6.0,78.0,78.23042886243178,0.0015625,0.03611111111111111,0.03614489939021842,0,0,0,1.0,1.0,78.23042886243178,234.69128658729534,0
small_tower,17,18,6.5,80.0,80.26362812631884,0.0016927083333333334,0.037037037037037035,0.03707569788938017,1,0,57,1.0163934426229508,1.0081634007555278,80.26362812631884,240.7908843789565,0
small_tower,18,19,6.5,63.0,63.33442981506978,0.0016927083333333334,0.029166666666666667,0.02921574414500135,1,-36,-2211,0.37436332767402375,0.6118523740854682,63.33442981506978,190.00328944520936,1
spacecraft,0,1,-3.0,59.5,59.57558224642039,-0.00078125,0.027546296296296298,0.027557372719579913,0,1,41,1.0208333333333333,1.0103629710818451,59.57558224642039,178.72674673926116,0
spacecraft,1,2,-2.5,60.0,60.05206074732157,-0.0006510416666666666,0.027777777777777776,0.027785406124858802,1,0,49,1.024390243902439,1.0121216546949479,60.05206074732157,180.1561822419647,0
spacecraft,2,3,-3.0,61.0,61.07372593840988,-0.00078125,0.02824074074074074,0.02825154489843403,0,0,0,1.0,1.0,61.07372593840988,183.22117781522962,0
spacecraft,3,4,-2.0,62.0,62.03224967708329,-0.0005208333333333333,0.028703703703703703,0.028708428617239306,0,0,0,1.0,1.0,62.03224967708329,186.09674903124989,0
spacecraft,4,5,-3.0,63.0,63.071388124885914,-0.00078125,0.029166666666666667,0.029177127960218163,0,0,0,1.0,1.0,63.071388124885914,189.21416437465774,0
spacecraft,5,6,-2.5,63.0,63.04958366238432,-0.0006510416666666666,0.029166666666666667,0.029173931851846444,1,0,49,1.0238095238095237,1.0118347314702751,63.04958366238432,189.14875098715297,0
spacecraft,6,7,-3.0,65.0,65.06919393998976,-0.00078125,0.03009259259259259,0.03010273211032943,0,0,0,1.0,1.0,65.06919393998976,195.20758181996928,0
spacecraft,7,8,-2.5,65.0,65.04805915628843,-0.0006510416666666666,0.03009259259259259,0.030099634286740007,1,0,49,1.0232558139534884,1.0115610777177464,65.04805915628843,195.14417746886528,0
spacecraft,8,9,-3.0,67.0,67.06713054842886,-0.00078125,0.031018518518518518,0.03102835546151578,0,0,0,1.0,1.0,67.06713054842886,201.2013916452866,0
spacecraft,9,10,-3.0,67.0,67.06713054842886,-0.00078125,0.031018518518518518,0.03102835546151578,0,0,0,1.0,1.0,67.06713054842886,201.2013916452866,0
spacecraft,10,11,-3.0,68.5,68.56566195990527,-0.00078125,0.031712962962962964,0.031722584564514295,0,1,44,1.0204081632653061,1.0101525445522108,68.56566195990527,205.6969858797158,0
spacecraft,11,12,-2.5,69.5,69.5449494931156,-0.0006510416666666666,0.03217592592592593,0.03218251177957383,1,-1,5,1.0022727272727272,1.001135718707872,69.5449494931156,208.63484847934677,0
spacecraft,12,13,-3.5,70.0,70.08744538075275,-0.0009114583333333333,0.032407407407407406,0.03242022225653438,1,0,49,1.0222222222222221,1.0110500592068734,70.08744538075275,210.26233614225828,0
spacecraft,13,14,-3.0,72.0,72.06247289678588,-0.00078125,0.03333333333333333,0.033342487349830564,0,0,0,1.0,1.0,72.06247289678588,216.18741869035762,0
spacecraft,14,15,-3.0,72.5,72.56204241888454,-0.00078125,0.03356481481481482,0.03357390571731732,0,1,46,1.0204081632653061,1.0101525445522108,72.56204241888454,217.68612725665363,0
spacecraft,15,16,-3.5,73.5,73.58328614570023,-0.0009114583333333333,0.034027777777777775,0.03403998262025452,1,-1,3,1.001304347826087,1.000651961386219,73.58328614570023,220.74985843710067,0
spacecraft,16,17,-3.0,74.5,74.56037821792484,-0.00078125,0.03449074074074074,0.034499587655615435,0,1,47,1.0204081632653061,1.0101525445522108,74.56037821792484,223.6811346537745,0
spacecraft,17,18,-3.0,76.0,76.05918747922567,-0.00078125,0.03518518518518519,0.03519385753335765,0,0,0,1.0,1.0,76.05918747922567,228.177562437677,0
spacecraft,18,19,-3.5,77.0,77.07950440940834,-0.0009114583333333333,0.03564814814814815,0.0356597984106153,1,0,50,1.0212765957446808,1.0105823052798226,77.07950440940834,231.23851322822503,0
spacecraft,19,20,-3.5,78.5,78.57798673928977,-0.0009114583333333333,0.03634259259259259,0.0363540203092391,1,-1,1,1.0004166666666667,1.0002083116364644,78.57798673928977,235.7339602178693,0
spacecraft,20,21,-3.5,79.5,79.57700672933106,-0.0009114583333333333,0.03680555555555556,0.036816839571675475,-1,1,-1,0.9995835068721366,0.999791731748236,79.57700672933106,238.73102018799318,0
spacecraft,21,22,-3.5,60.0,60.10199663904686,-0.0009114583333333333,0.027777777777777776,0.02779272736823444,1,-42,-2008,0.16333333333333333,0.40414518843273806,60.10199663904686,180.30598991714058,1
ta-ta,0,1,-5.0,55.0,55.226805085936306,-0.0013020833333333333,0.02546296296296296,0.025496233130801262,0,0,0,1.0,1.0,55.226805085936306,165.68041525780893,0
ta-ta,1,2,-5.5,55.5,55.7718567021038,-0.0014322916666666666,0.025694444444444443,0.025734333772745015,1,-1,-11,0.9800362976406534,0.9899678265684463,55.7718567021038,167.31557010631138,0
ta-ta,2,3,-5.0,56.5,56.720807469569756,-0.0013020833333333333,0.026157407407407407,0.02618979540363071,0,1,30,1.0555555555555556,1.0274023338281628,56.720807469569756,170.16242240870926,0
ta-ta,3,4,-6.0,57.0,57.3149195236284,-0.0015625,0.02638888888888889,0.02643510663946948,0,0,0,1.0,1.0,57.3149195236284,171.9447585708852,0
ta-ta,4,5,-5.5,58.5,58.757978181690355,-0.0014322916666666666,0.027083333333333334,0.02712117998655013,1,-1,-12,0.9789473684210527,0.9894176915848294,58.757978181690355,176.27393454507106,0
ta-ta,5,6,-6.0,58.5,58.80688735173798,-0.0015625,0.027083333333333334,0.02712836800646962,0,1,31,1.0555555555555556,1.0274023338281628,58.80688735173798,176.42066205521394,0
ta-ta,6,7,-5.0,59.5,59.70971445250764,-0.0013020833333333333,0.027546296296296298,0.027577053153850423,0,-1,-31,0.9473684210526315,0.9733285267845752,59.70971445250764,179.12914335752293,0
ta-ta,7,8,-6.0,60.5,60.79679267856159,-0.0015625,0.028009259259259258,0.02805280753333613,0,-1,-31,0.9444444444444444,0.97182531580755,60.79679267856159,182.39037803568476,0
ta-ta,8,9,-6.0,61.5,61.79198977213794,-0.0015625,0.02847222222222222,0.02851506346690473,0,1,31,1.0588235294117647,1.0289915108550531,61.79198977213794,185.37596931641383,0
ta-ta,9,10,-6.5,62.0,62.33979467402824,-0.0016927083333333334,0.028703703703703703,0.028753571392294033,1,0,18,1.032258064516129,1.016001016001524,62.33979467402824,187.01938402208472,0
ta-ta,10,11,-6.0,63.0,63.28506932918696,-0.0015625,0.029166666666666667,0.029208489360020736,0,0,0,1.0,1.0,63.28506932918696,189.85520798756087,0
ta-ta,11,12,-6.0,63.5,63.78283468144074,-0.0015625,0.02939814814814815,0.029439641994943935,0,-1,-32,0.9444444444444444,0.97182531580755,63.78283468144074,191.34850404432223,0
ta-ta,12,13,-6.0,65.0,65.27633568147036,-0.0015625,0.03009259259259259,0.030133130192427048,0,0,0,1.0,1.0,65.27633568147036,195.82900704441107,0
ta-ta,13,14,-6.5,66.0,66.31930337390465,-0.0016927083333333334,0.030555555555555555,0.030602405735666895,1,0,17,1.03125,1.015504800579495,66.31930337390465,198.95791012171395,0
ta-ta,14,15,-6.5,66.5,66.81691402631522,-0.0016927083333333334,0.030787037037037036,0.030833535493381657,1,-1,-17,0.9696969696969697,0.9847319278346619,66.81691402631522,200.45074207894567,0
ta-ta,15,16,-6.5,68.0,68.30995535059293,-0.0016927083333333334,0.03148148148148148,0.031526955732683694,-1,0,-16,0.9705882352941176,0.985184366143778,68.30995535059293,204.9298660517788,0
ta-ta,16,17,-6.5,68.0,68.30995535059293,-0.0016927083333333334,0.03148148148148148,0.031526955732683694,1,0,16,1.0303030303030303,1.0150384378451045,68.30995535059293,204.9298660517788,0
ta-ta,17,18,-7.0,70.0,70.34912934784623,-0.0018229166666666667,0.032407407407407406,0.03245863644768978,0,0,0,1.0,1.0,70.34912934784623,211.0473880435387,0
ta-ta,18,19,-7.0,70.5,70.84666541200087,-0.0018229166666666667,0.03263888888888889,0.03268975517000465,0,-1,-34,0.9375,0.9682458365518543,70.84666541200087,212.53999623600262,0
ta-ta,19,20,-6.5,72.0,72.29280738773394,-0.0016927083333333334,0.03333333333333333,0.03337628458371074,1,0,15,1.0294117647058822,1.0145993123917847,72.29280738773394,216.87842216320183,0
ta-ta,20,21,-7.0,73.0,73.33484846919642,-0.0018229166666666667,0.033796296296296297,0.03384542315469939,0,0,0,1.0,1.0,73.33484846919642,220.00454540758926,0
ta-ta,21,22,-7.0,73.5,73.83258088405145,-0.0018229166666666667,0.034027777777777775,0.03407657092002419,0,-1,-35,0.9333333333333333,0.9660917830792959,73.83258088405145,221.49774265215436,0
ta-ta,22,23,-7.5,75.0,75.37406715840667,-0.001953125,0.034722222222222224,0.034777110479667625,1,0,14,1.0285714285714285,1.01418510567422,75.37406715840667,226.12220147522004,0
ta-ta,23,24,-7.0,77.0,77.31752712031083,-0.0018229166666666667,0.03564814814814815,0.03569472638312177,0,0,0,1.0,1.0,77.31752712031083,231.95258136093247,0
tank,0,1,-6.0,36.0,36.49657518178932,-0.0015625,0.016666666666666666,0.016739748624987706,0,30,1380,3.3076923076923075,1.8187062180825984,36.49657518178932,109.48972554536795,1
tank,1,2,-6.5,52.5,52.90085065478626,-0.0016927083333333334,0.024305555555555556,0.024364426780984067,1,1,90,1.0455005055611728,1.0224971909796001,52.90085065478626,158.70255196435878,0
tank,2,3,-7.0,53.0,53.46026561849464,-0.0018229166666666667,0.024537037037037038,0.024604658333952506,0,0,0,1.0,1.0,53.46026561849464,160.3807968554839,0
tank,3,4,-6.5,54.0,54.389796837274545,-0.0016927083333333334,0.025,0.02505723970236419,1,0,44,1.0212765957446808,1.0105823052798226,54.389796837274545,163.16939051182362,0
tank,4,5,-7.0,54.0,54.45181356024793,-0.0018229166666666667,0.025,0.025066372397569044,0,0,0,1.0,1.0,54.45181356024793,163.35544068074378,0
tank,5,6,-7.0,55.5,55.939699677420506,-0.0018229166666666667,0.025694444444444443,0.025759027553117236,0,1,48,1.0227272727272727,1.0112997936948631,55.939699677420506,167.81909903226153,0
tank,6,7,-7.0,56.0,56.43580423808985,-0.0018229166666666667,0.025925925925925925,0.02598993382619912,0,0,0,1.0,1.0,56.43580423808985,169.30741271426956,0
tank,7,8,-7.0,56.5,56.931976954959154,-0.0018229166666666667,0.026157407407407407,0.026220850242711487,0,1,48,1.0222222222222221,1.0110500592068734,56.931976954959154,170.79593086487745,0
tank,8,9,-7.5,57.0,57.4913036902104,-0.001953125,0.02638888888888889,0.026461068649163595,1,0,46,1.0208333333333333,1.0103629710818451,57.4913036902104,172.4739110706312,0
tank,9,10,-7.0,58.5,58.91731494221372,-0.0018229166666666667,0.027083333333333334,0.02714461216554872,0,1,49,1.0217391304347827,1.0108111250054497,58.91731494221372,176.75194482664116,0
tank,10,11,-7.5,59.0,59.47478457295999,-0.001953125,0.027314814814814816,0.02738455414340814,1,0,47,1.0204081632653061,1.0101525445522108,59.47478457295999,178.42435371887996,0
tank,11,12,-7.0,60.0,60.40695324215582,-0.0018229166666666667,0.027777777777777776,0.02783752796936567,0,0,0,1.0,1.0,60.40695324215582,181.22085972646747,0
tank,12,13,-8.0,60.0,60.530983801686226,-0.0020833333333333333,0.027777777777777776,0.02785579322240497,0,0,0,1.0,1.0,60.530983801686226,181.59295140505867,0
tank,13,14,-7.5,61.5,61.95562928419015,-0.001953125,0.02847222222222222,0.028539133405505325,1,1,98,1.0417021276595744,1.0206380982794903,61.95562928419015,185.86688785257047,0
tank,14,15,-8.0,62.5,63.00991985394046,-0.0020833333333333333,0.028935185185185185,0.029010088236314242,0,1,51,1.0208333333333333,1.0103629710818451,63.00991985394046,189.02975956182138,0
tank,15,16,-8.0,63.0,63.50590523722971,-0.0020833333333333333,0.029166666666666667,0.02924097676587125,0,0,0,1.0,1.0,63.50590523722971,190.51771571168914,0
tank,16,17,-7.5,64.0,64.43795465407014,-0.001953125,0.02962962962962963,0.029693932869437337,1,0,49,1.0196078431372548,1.0097563285948026,64.43795465407014,193.3138639622104,0
tank,17,18,-8.5,65.5,66.04922406811453,-0.0022135416666666666,0.030324074074074073,0.030404756785082178,1,1,102,1.0400313971742543,1.0198192963335486,66.04922406811453,198.14767220434356,0
tank,18,19,-8.0,66.0,66.48308055437865,-0.0020833333333333333,0.030555555555555555,0.030626495932222147,0,0,0,1.0,1.0,66.48308055437865,199.44924166313592,0
tank,19,20,-9.0,67.0,67.60177512462228,-0.00234375,0.031018518518518518,0.031106939019231325,0,0,0,1.0,1.0,67.60177512462228,202.80532537386682,0
tank,20,21,-8.0,67.5,67.97242087788253,-0.0020833333333333333,0.03125,0.031319367454943556,0,1,53,1.02,1.0099504938362078,67.97242087788253,203.91726263364757,0
tank,21,22,-8.5,69.0,69.52157938367051,-0.0022135416666666666,0.03194444444444444,0.032021044604670014,1,0,51,1.0188679245283019,1.0093898773656798,69.52157938367051,208.56473815101154,0
tank,22,23,-9.0,70.0,70.57619995437555,-0.00234375,0.032407407407407406,0.03249204854933256,0,0,0,1.0,1.0,70.57619995437555,211.72859986312665,0
tank,23,24,-9.0,71.5,72.06420748193932,-0.00234375,0.033101851851851855,0.03318472178705809,0,1,54,1.0196078431372548,1.0097563285948026,72.06420748193932,216.19262244581796,0
