frame,target,level,cx,cy,source_region,full_count,intersect_count,other_full_count,full_classes,next_frame_full_classes,next_frame_target_retained,target_fits
10,large_tower,2,3360,270,2880;0;3840;540,1,1,0,large_tower,large_tower,True,True
10,small_launcher,1,1790,813,830;273;2750;1353,4,5,3,spacecraft;jet_plane;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
10,small_launcher,2,1790,813,1310;543;2270;1083,1,1,0,small_launcher,small_launcher,True,True
10,tank,1,960,540,0;0;1920;1080,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
10,tank,2,842,540,362;270;1322;810,1,1,0,tank,tank,True,True
10,helicopter,1,2315,1562,1355;1022;3275;2102,4,4,3,jammer;spacecraft;helicopter;small_tower,jammer;spacecraft;helicopter;small_tower,True,True
10,helicopter,2,2315,1562,1835;1292;2795;1832,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
10,small_tower,1,2696,1482,1736;942;3656;2022,2,3,1,helicopter;small_tower,helicopter;small_tower,True,True
10,small_tower,2,2696,1482,2216;1212;3176;1752,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
10,ta-ta,1,1056,887,96;347;2016;1427,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
10,ta-ta,2,1056,887,576;617;1536;1157,1,1,0,ta-ta,ta-ta,True,True
11,jammer,1,1477,1620,517;1080;2437;2160,3,3,2,jammer;spacecraft;helicopter,jammer;spacecraft;helicopter,True,True
11,jammer,2,1477,1890,997;1620;1957;2160,1,1,0,jammer,jammer,True,True
11,large_launcher,1,2880,1080,1920;540;3840;1620,2,3,1,large_launcher;small_tower,large_launcher,True,True
11,large_launcher,2,3360,1080,2880;810;3840;1350,1,1,0,large_launcher,large_launcher,True,True
11,spacecraft,1,1515,1352,555;812;2475;1892,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;helicopter;ta-ta,True,True
11,spacecraft,2,1515,1352,1035;1082;1995;1622,1,1,0,spacecraft,spacecraft,True,True
11,jet_plane,1,2252,540,1292;0;3212;1080,2,2,1,jet_plane;small_launcher,jet_plane;small_launcher,True,True
11,jet_plane,2,2252,422,1772;152;2732;692,1,1,0,jet_plane,jet_plane,True,True
11,large_tower,1,2880,540,1920;0;3840;1080,2,3,1,jet_plane;large_tower,jet_plane;large_tower,True,True
11,large_tower,2,3360,270,2880;0;3840;540,1,1,0,large_tower,large_tower,True,True
11,small_launcher,1,1788,875,828;335;2748;1415,4,5,3,spacecraft;jet_plane;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
11,small_launcher,2,1788,875,1308;605;2268;1145,1,1,0,small_launcher,small_launcher,True,True
11,tank,1,960,598,0;58;1920;1138,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
11,tank,2,835,598,355;328;1315;868,1,1,0,tank,tank,True,True
11,helicopter,1,2318,1620,1358;1080;3278;2160,4,4,3,jammer;spacecraft;helicopter;small_tower,jammer;spacecraft;helicopter;small_tower,True,True
11,helicopter,2,2318,1634,1838;1364;2798;1904,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
11,small_tower,1,2702,1553,1742;1013;3662;2093,2,3,1,helicopter;small_tower,helicopter;small_tower,True,True
11,small_tower,2,2702,1553,2222;1283;3182;1823,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
11,ta-ta,1,1050,950,90;410;2010;1490,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
11,ta-ta,2,1050,950,570;680;1530;1220,1,1,0,ta-ta,ta-ta,True,True
12,jammer,1,1474,1620,514;1080;2434;2160,3,3,2,jammer;spacecraft;helicopter,spacecraft;helicopter,False,True
12,jammer,2,1474,1890,994;1620;1954;2160,1,1,0,jammer,,False,True
12,large_launcher,1,2880,1146,1920;606;3840;1686,2,3,1,large_launcher;small_tower,large_launcher,True,True
12,large_launcher,2,3360,1146,2880;876;3840;1416,1,1,0,large_launcher,large_launcher,True,True
12,spacecraft,1,1512,1422,552;882;2472;1962,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;helicopter;ta-ta,True,True
12,spacecraft,2,1512,1422,1032;1152;1992;1692,1,1,0,spacecraft,spacecraft,True,True
12,jet_plane,1,2254,540,1294;0;3214;1080,2,2,1,jet_plane;small_launcher,jet_plane;small_launcher,True,True
12,jet_plane,2,2254,480,1774;210;2734;750,1,1,0,jet_plane,jet_plane,True,True
12,large_tower,1,2880,540,1920;0;3840;1080,2,2,1,jet_plane;large_tower,jet_plane;large_tower,True,True
12,large_tower,2,3360,323,2880;53;3840;593,1,1,0,large_tower,large_tower,True,True
12,small_launcher,1,1788,938,828;398;2748;1478,4,5,3,spacecraft;jet_plane;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
12,small_launcher,2,1788,938,1308;668;2268;1208,1,1,0,small_launcher,small_launcher,True,True
12,tank,1,960,658,0;118;1920;1198,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
12,tank,2,828,658,348;388;1308;928,1,1,0,tank,tank,True,True
12,helicopter,1,2321,1620,1361;1080;3281;2160,4,4,3,jammer;spacecraft;helicopter;small_tower,spacecraft;helicopter;small_tower,True,True
12,helicopter,2,2321,1708,1841;1438;2801;1978,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
12,small_tower,1,2708,1620,1748;1080;3668;2160,2,3,1,helicopter;small_tower,helicopter;small_tower,True,True
12,small_tower,2,2708,1626,2228;1356;3188;1896,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
12,ta-ta,1,1044,1014,84;474;2004;1554,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
12,ta-ta,2,1044,1014,564;744;1524;1284,1,1,0,ta-ta,ta-ta,True,True
13,large_launcher,1,2880,1213,1920;673;3840;1753,2,3,1,large_launcher;small_tower,large_launcher,True,True
13,large_launcher,2,3360,1213,2880;943;3840;1483,1,1,0,large_launcher,large_launcher,True,True
13,spacecraft,1,1509,1492,549;952;2469;2032,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;helicopter;ta-ta,True,True
13,spacecraft,2,1509,1492,1029;1222;1989;1762,1,1,0,spacecraft,spacecraft,True,True
13,jet_plane,1,2256,540,1296;0;3216;1080,2,2,1,jet_plane;small_launcher,jet_plane,True,True
13,jet_plane,2,2256,538,1776;268;2736;808,1,1,0,jet_plane,jet_plane,True,True
13,large_tower,1,2880,540,1920;0;3840;1080,2,2,1,jet_plane;large_tower,jet_plane;large_tower;medium_launcher,True,True
13,large_tower,2,3360,381,2880;111;3840;651,1,1,0,large_tower,large_tower,True,True
13,small_launcher,1,1787,1001,827;461;2747;1541,4,5,3,spacecraft;jet_plane;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
13,small_launcher,2,1787,1001,1307;731;2267;1271,1,1,0,small_launcher,small_launcher,True,True
13,tank,1,960,718,0;178;1920;1258,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
13,tank,2,820,718,340;448;1300;988,1,1,0,tank,tank,True,True
13,helicopter,1,2324,1620,1364;1080;3284;2160,3,3,2,spacecraft;helicopter;small_tower,spacecraft;helicopter;small_tower,True,True
13,helicopter,2,2324,1782,1844;1512;2804;2052,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
13,small_tower,1,2714,1620,1754;1080;3674;2160,2,3,1,helicopter;small_tower,helicopter;small_tower,True,True
13,small_tower,2,2714,1699,2234;1429;3194;1969,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
13,ta-ta,1,1038,1078,78;538;1998;1618,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
13,ta-ta,2,1038,1078,558;808;1518;1348,1,1,0,ta-ta,ta-ta,True,True
14,large_launcher,1,2880,1281,1920;741;3840;1821,2,3,1,large_launcher;small_tower,large_launcher,True,True
14,large_launcher,2,3360,1281,2880;1011;3840;1551,1,1,0,large_launcher,large_launcher,True,True
14,spacecraft,1,1506,1564,546;1024;2466;2104,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;helicopter;ta-ta,True,True
14,spacecraft,2,1506,1564,1026;1294;1986;1834,1,1,0,spacecraft,spacecraft,True,True
14,jet_plane,1,2258,597,1298;57;3218;1137,2,2,1,jet_plane;small_launcher,jet_plane,True,True
14,jet_plane,2,2258,597,1778;327;2738;867,1,1,0,jet_plane,jet_plane,True,True
14,large_tower,1,2880,540,1920;0;3840;1080,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
14,large_tower,2,3360,440,2880;170;3840;710,1,1,0,large_tower,large_tower,True,True
14,medium_launcher,1,2880,540,1920;0;3840;1080,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
14,medium_launcher,2,3360,270,2880;0;3840;540,2,2,1,large_tower;medium_launcher,large_tower;medium_launcher,True,True
14,small_launcher,1,1786,1066,826;526;2746;1606,4,5,3,spacecraft;jet_plane;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
14,small_launcher,2,1786,1066,1306;796;2266;1336,1,1,0,small_launcher,small_launcher,True,True
14,tank,1,960,780,0;240;1920;1320,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
14,tank,2,812,780,332;510;1292;1050,1,1,0,tank,tank,True,True
14,helicopter,1,2328,1620,1368;1080;3288;2160,3,4,2,spacecraft;helicopter;small_tower,spacecraft;small_launcher;helicopter;small_tower,True,True
14,helicopter,2,2328,1858,1848;1588;2808;2128,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
14,small_tower,1,2720,1620,1760;1080;3680;2160,2,4,1,helicopter;small_tower,small_launcher;helicopter;small_tower,True,True
14,small_tower,2,2720,1774,2240;1504;3200;2044,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
14,ta-ta,1,1032,1144,72;604;1992;1684,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
14,ta-ta,2,1032,1144,552;874;1512;1414,1,1,0,ta-ta,ta-ta,True,True
15,large_launcher,1,2880,1350,1920;810;3840;1890,2,3,1,large_launcher;small_tower,large_launcher,True,True
15,large_launcher,2,3360,1350,2880;1080;3840;1620,1,1,0,large_launcher,large_launcher,True,True
15,spacecraft,1,1503,1620,543;1080;2463;2160,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;helicopter;ta-ta,True,True
15,spacecraft,2,1503,1636,1023;1366;1983;1906,1,1,0,spacecraft,spacecraft,True,True
15,jet_plane,1,2261,657,1301;117;3221;1197,2,2,1,jet_plane;small_launcher,jet_plane,True,True
15,jet_plane,2,2261,657,1781;387;2741;927,1,1,0,jet_plane,jet_plane,True,True
15,large_tower,1,2880,540,1920;0;3840;1080,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
15,large_tower,2,3360,499,2880;229;3840;769,1,1,0,large_tower,large_tower,True,True
15,medium_launcher,1,2880,540,1920;0;3840;1080,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
15,medium_launcher,2,3360,270,2880;0;3840;540,2,2,1,large_tower;medium_launcher,medium_launcher,True,True
15,small_launcher,1,1784,1132,824;592;2744;1672,4,5,3,spacecraft;jet_plane;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
15,small_launcher,2,1784,1132,1304;862;2264;1402,1,1,0,small_launcher,small_launcher,True,True
15,tank,1,960,842,0;302;1920;1382,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
15,tank,2,804,842,324;572;1284;1112,1,1,0,tank,tank,True,True
15,helicopter,1,2330,1620,1370;1080;3290;2160,4,4,3,spacecraft;small_launcher;helicopter;small_tower,spacecraft;small_launcher;helicopter;small_tower,True,True
15,helicopter,2,2330,1890,1850;1620;2810;2160,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
15,small_tower,1,2726,1620,1766;1080;3686;2160,3,4,2,small_launcher;helicopter;small_tower,small_launcher;helicopter;small_tower,True,True
15,small_tower,2,2726,1850,2246;1580;3206;2120,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
15,ta-ta,1,1025,1211,65;671;1985;1751,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
15,ta-ta,2,1025,1211,545;941;1505;1481,1,1,0,ta-ta,ta-ta,True,True
16,large_launcher,1,2880,1420,1920;880;3840;1960,2,2,1,large_launcher;small_tower,large_launcher,True,True
16,large_launcher,2,3360,1420,2880;1150;3840;1690,1,1,0,large_launcher,large_launcher,True,True
16,spacecraft,1,1500,1620,540;1080;2460;2160,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;helicopter;ta-ta,True,True
16,spacecraft,2,1500,1710,1020;1440;1980;1980,1,1,0,spacecraft,spacecraft,True,True
16,jet_plane,1,2264,718,1304;178;3224;1258,2,2,1,jet_plane;small_launcher,jet_plane,True,True
16,jet_plane,2,2264,718,1784;448;2744;988,1,1,0,jet_plane,jet_plane,True,True
16,large_tower,1,2880,560,1920;20;3840;1100,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
16,large_tower,2,3360,560,2880;290;3840;830,1,1,0,large_tower,large_tower,True,True
16,medium_launcher,1,2880,540,1920;0;3840;1080,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
16,medium_launcher,2,3360,270,2880;0;3840;540,1,2,0,medium_launcher,medium_launcher,True,True
16,small_launcher,1,1784,1198,824;658;2744;1738,4,4,3,spacecraft;jet_plane;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
16,small_launcher,2,1784,1198,1304;928;2264;1468,1,1,0,small_launcher,small_launcher,True,True
16,tank,1,960,906,0;366;1920;1446,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
16,tank,2,796,906,316;636;1276;1176,1,1,0,tank,tank,True,True
16,helicopter,1,2334,1620,1374;1080;3294;2160,4,4,3,spacecraft;small_launcher;helicopter;small_tower,spacecraft;small_launcher;helicopter;small_tower,True,True
16,helicopter,2,2334,1890,1854;1620;2814;2160,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
16,small_tower,1,2732,1620,1772;1080;3692;2160,3,4,2,small_launcher;helicopter;small_tower,helicopter;small_tower,True,True
16,small_tower,2,2732,1890,2252;1620;3212;2160,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
16,ta-ta,1,1018,1279,58;739;1978;1819,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
16,ta-ta,2,1018,1279,538;1009;1498;1549,1,1,0,ta-ta,ta-ta,True,True
17,large_launcher,1,2880,1491,1920;951;3840;2031,1,2,0,large_launcher,large_launcher,True,True
17,large_launcher,2,3360,1491,2880;1221;3840;1761,1,1,0,large_launcher,large_launcher,True,True
17,spacecraft,1,1496,1620,536;1080;2456;2160,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;helicopter;ta-ta,True,True
17,spacecraft,2,1496,1784,1016;1514;1976;2054,1,1,0,spacecraft,spacecraft,True,True
17,jet_plane,1,2266,779,1306;239;3226;1319,2,2,1,jet_plane;small_launcher,jet_plane,True,True
17,jet_plane,2,2266,779,1786;509;2746;1049,1,1,0,jet_plane,jet_plane,True,True
17,large_tower,1,2880,620,1920;80;3840;1160,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
17,large_tower,2,3360,620,2880;350;3840;890,1,1,0,large_tower,large_tower,True,True
17,medium_launcher,1,2880,540,1920;0;3840;1080,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
17,medium_launcher,2,3360,270,2880;0;3840;540,1,1,0,medium_launcher,medium_launcher,True,True
17,small_launcher,1,1782,1266,822;726;2742;1806,3,4,2,jet_plane;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
17,small_launcher,2,1782,1266,1302;996;2262;1536,1,1,0,small_launcher,small_launcher,True,True
17,tank,1,960,970,0;430;1920;1510,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
17,tank,2,789,970,309;700;1269;1240,1,1,0,tank,tank,True,True
17,helicopter,1,2337,1620,1377;1080;3297;2160,4,4,3,spacecraft;small_launcher;helicopter;small_tower,spacecraft;small_launcher;helicopter;small_tower,True,True
17,helicopter,2,2337,1890,1857;1620;2817;2160,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
17,small_tower,1,2738,1620,1778;1080;3698;2160,2,4,1,helicopter;small_tower,helicopter;small_tower,True,True
17,small_tower,2,2738,1890,2258;1620;3218;2160,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
17,ta-ta,1,1012,1347,52;807;1972;1887,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
17,ta-ta,2,1012,1347,532;1077;1492;1617,1,1,0,ta-ta,ta-ta,True,True
18,large_launcher,1,2880,1563,1920;1023;3840;2103,1,2,0,large_launcher,large_launcher,True,True
18,large_launcher,2,3360,1563,2880;1293;3840;1833,1,1,0,large_launcher,large_launcher,True,True
18,spacecraft,1,1494,1620,534;1080;2454;2160,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;ta-ta,True,True
18,spacecraft,2,1494,1860,1014;1590;1974;2130,1,1,0,spacecraft,spacecraft,True,True
18,jet_plane,1,2268,841,1308;301;3228;1381,2,2,1,jet_plane;small_launcher,jet_plane,True,True
18,jet_plane,2,2268,841,1788;571;2748;1111,1,1,0,jet_plane,jet_plane,True,True
18,large_tower,1,2880,682,1920;142;3840;1222,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
18,large_tower,2,3360,682,2880;412;3840;952,1,1,0,large_tower,large_tower,True,True
18,medium_launcher,1,2880,540,1920;0;3840;1080,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
18,medium_launcher,2,3360,270,2880;0;3840;540,1,1,0,medium_launcher,medium_launcher,True,True
18,small_launcher,1,1782,1335,822;795;2742;1875,3,4,2,jet_plane;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
18,small_launcher,2,1782,1335,1302;1065;2262;1605,1,1,0,small_launcher,small_launcher,True,True
18,tank,1,960,1035,0;495;1920;1575,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
18,tank,2,780,1035,300;765;1260;1305,1,1,0,tank,tank,True,True
18,helicopter,1,2340,1620,1380;1080;3300;2160,4,4,3,spacecraft;small_launcher;helicopter;small_tower,spacecraft;small_launcher;small_tower,False,True
18,helicopter,2,2340,1890,1860;1620;2820;2160,2,2,1,helicopter;small_tower,small_tower,False,True
18,small_tower,1,2745,1620,1785;1080;3705;2160,2,4,1,helicopter;small_tower,small_tower,True,True
18,small_tower,2,2745,1890,2265;1620;3225;2160,2,2,1,helicopter;small_tower,small_tower,True,True
18,ta-ta,1,1005,1417,45;877;1965;1957,4,4,3,spacecraft;small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
18,ta-ta,2,1005,1417,525;1147;1485;1687,1,1,0,ta-ta,ta-ta,True,True
19,large_launcher,1,2880,1620,1920;1080;3840;2160,2,2,1,large_launcher;small_tower,large_launcher,True,True
19,large_launcher,2,3360,1636,2880;1366;3840;1906,1,1,0,large_launcher,large_launcher,True,True
19,spacecraft,1,1490,1620,530;1080;2450;2160,3,4,2,spacecraft;small_launcher;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
19,spacecraft,2,1490,1890,1010;1620;1970;2160,1,1,0,spacecraft,spacecraft,True,True
19,jet_plane,1,2270,904,1310;364;3230;1444,2,2,1,jet_plane;small_launcher,jet_plane,True,True
19,jet_plane,2,2270,904,1790;634;2750;1174,1,1,0,jet_plane,jet_plane,True,True
19,large_tower,1,2880,746,1920;206;3840;1286,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
19,large_tower,2,3360,746,2880;476;3840;1016,1,1,0,large_tower,large_tower,True,True
19,medium_launcher,1,2880,540,1920;0;3840;1080,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
19,medium_launcher,2,3360,270,2880;0;3840;540,1,1,0,medium_launcher,medium_launcher,True,True
19,small_launcher,1,1780,1404,820;864;2740;1944,2,4,1,small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
19,small_launcher,2,1780,1404,1300;1134;2260;1674,1,1,0,small_launcher,small_launcher,True,True
19,tank,1,960,1101,0;561;1920;1641,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
19,tank,2,772,1101,292;831;1252;1371,1,1,0,tank,tank,True,True
19,small_tower,1,2752,1620,1792;1080;3712;2160,1,2,0,small_tower,,False,True
19,small_tower,2,2752,1890,2272;1620;3232;2160,1,1,0,small_tower,,False,True
19,hangar,1,960,540,0;0;1920;1080,1,2,0,hangar,hangar;medium_plane,True,True
19,hangar,2,480,270,0;0;960;540,1,1,0,hangar,hangar;medium_plane,True,True
19,ta-ta,1,998,1488,38;948;1958;2028,4,4,3,spacecraft;small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
19,ta-ta,2,998,1488,518;1218;1478;1758,1,1,0,ta-ta,ta-ta,True,True
20,large_launcher,1,2880,1620,1920;1080;3840;2160,1,1,0,large_launcher,large_launcher,True,True
20,large_launcher,2,3360,1710,2880;1440;3840;1980,1,1,0,large_launcher,large_launcher,True,True
20,spacecraft,1,1486,1620,526;1080;2446;2160,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
20,spacecraft,2,1486,1890,1006;1620;1966;2160,1,1,0,spacecraft,spacecraft,True,True
20,jet_plane,1,2274,968,1314;428;3234;1508,2,2,1,jet_plane;small_launcher,jet_plane,True,True
20,jet_plane,2,2274,968,1794;698;2754;1238,1,1,0,jet_plane,jet_plane,True,True
20,large_tower,1,2880,810,1920;270;3840;1350,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
20,large_tower,2,3360,810,2880;540;3840;1080,1,1,0,large_tower,large_tower,True,True
20,medium_launcher,1,2880,540,1920;0;3840;1080,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
20,medium_launcher,2,3360,321,2880;51;3840;591,1,1,0,medium_launcher,medium_launcher,True,True
20,small_launcher,1,1780,1475,820;935;2740;2015,2,4,1,small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
20,small_launcher,2,1780,1475,1300;1205;2260;1745,1,1,0,small_launcher,small_launcher,True,True
20,tank,1,960,1168,0;628;1920;1708,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
20,tank,2,764,1168,284;898;1244;1438,1,1,0,tank,tank,True,True
20,hangar,1,960,540,0;0;1920;1080,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
20,hangar,2,480,270,0;0;960;540,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
20,ta-ta,1,992,1560,32;1020;1952;2100,4,4,3,spacecraft;small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
20,ta-ta,2,992,1560,512;1290;1472;1830,1,1,0,ta-ta,ta-ta,True,True
20,medium_plane,1,960,540,0;0;1920;1080,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
20,medium_plane,2,638,270,158;0;1118;540,1,2,0,medium_plane,medium_plane,True,True
21,large_launcher,1,2880,1620,1920;1080;3840;2160,1,1,0,large_launcher,large_launcher,True,True
21,large_launcher,2,3360,1786,2880;1516;3840;2056,1,1,0,large_launcher,large_launcher,True,True
21,spacecraft,1,1483,1620,523;1080;2443;2160,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
21,spacecraft,2,1483,1890,1003;1620;1963;2160,1,1,0,spacecraft,spacecraft,True,True
21,jet_plane,1,2276,1034,1316;494;3236;1574,2,2,1,jet_plane;small_launcher,jet_plane,True,True
21,jet_plane,2,2276,1034,1796;764;2756;1304,1,1,0,jet_plane,jet_plane,True,True
21,large_tower,1,2880,874,1920;334;3840;1414,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
21,large_tower,2,3360,874,2880;604;3840;1144,1,1,0,large_tower,large_tower,True,True
21,medium_launcher,1,2880,540,1920;0;3840;1080,3,3,2,jet_plane;large_tower;medium_launcher,large_tower;medium_launcher,True,True
21,medium_launcher,2,3360,378,2880;108;3840;648,1,1,0,medium_launcher,medium_launcher,True,True
21,small_launcher,1,1778,1547,818;1007;2738;2087,2,4,1,small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
21,small_launcher,2,1778,1547,1298;1277;2258;1817,1,1,0,small_launcher,small_launcher,True,True
21,tank,1,960,1236,0;696;1920;1776,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
21,tank,2,756,1236,276;966;1236;1506,1,1,0,tank,tank,True,True
21,hangar,1,960,540,0;0;1920;1080,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
21,hangar,2,480,270,0;0;960;540,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
21,ta-ta,1,984,1620,24;1080;1944;2160,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
21,ta-ta,2,984,1632,504;1362;1464;1902,1,1,0,ta-ta,ta-ta,True,True
21,medium_plane,1,960,540,0;0;1920;1080,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
21,medium_plane,2,630,270,150;0;1110;540,1,2,0,medium_plane,medium_plane,True,True
22,large_launcher,1,2880,1620,1920;1080;3840;2160,1,2,0,large_launcher,large_launcher;jet_plane,True,True
22,large_launcher,2,3360,1863,2880;1593;3840;2133,1,1,0,large_launcher,large_launcher,True,True
22,spacecraft,1,1480,1620,520;1080;2440;2160,4,5,3,spacecraft;small_launcher;tank;ta-ta,jet_plane;small_launcher;tank;ta-ta,False,True
22,spacecraft,2,1480,1890,1000;1620;1960;2160,1,2,0,spacecraft,small_launcher,False,True
22,jet_plane,1,2278,1100,1318;560;3238;1640,2,2,1,jet_plane;small_launcher,jet_plane,True,True
22,jet_plane,2,2278,1100,1798;830;2758;1370,1,1,0,jet_plane,jet_plane,True,True
22,large_tower,1,2880,940,1920;400;3840;1480,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower;medium_launcher,True,True
22,large_tower,2,3360,940,2880;670;3840;1210,1,1,0,large_tower,large_tower,True,True
22,medium_launcher,1,2880,540,1920;0;3840;1080,2,3,1,large_tower;medium_launcher,large_tower;medium_launcher,True,True
22,medium_launcher,2,3360,436,2880;166;3840;706,1,1,0,medium_launcher,medium_launcher,True,True
22,small_launcher,1,1778,1620,818;1080;2738;2160,3,4,2,spacecraft;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
22,small_launcher,2,1778,1620,1298;1350;2258;1890,1,1,0,small_launcher,small_launcher,True,True
22,tank,1,960,1304,0;764;1920;1844,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
22,tank,2,747,1304,267;1034;1227;1574,1,1,0,tank,tank,True,True
