dataset,frame_index,class_name,track_primary_count,observation_top_count
hosted,58,medium_plane,0,0
hosted,58,mine_roller,0,0
hosted,58,small_launcher,1,0
hosted,58,small_plane,0,0
hosted,58,small_tower,0,0
hosted,58,ta-ta,1,1
hosted,58,tank,0,0
hosted,58,condor,0,0
hosted,58,jammer,1,1
hosted,58,spacecraft,2,1
hosted,59,hangar,0,0
hosted,59,helicopter,0,0
hosted,59,jet_plane,0,0
hosted,59,large_launcher,0,0
hosted,59,large_tower,1,0
hosted,59,medium_launcher,0,0
hosted,59,medium_plane,0,0
hosted,59,mine_roller,0,0
hosted,59,small_launcher,1,0
hosted,59,small_plane,0,0
hosted,59,small_tower,0,0
hosted,59,ta-ta,1,0
hosted,59,tank,0,0
hosted,59,condor,0,0
hosted,59,jammer,1,1
hosted,59,spacecraft,2,0
hosted,60,hangar,0,0
hosted,60,helicopter,0,0
hosted,60,jet_plane,0,0
hosted,60,large_launcher,0,0
hosted,60,large_tower,0,0
hosted,60,medium_launcher,0,0
hosted,60,medium_plane,0,0
hosted,60,mine_roller,0,0
hosted,60,small_launcher,0,0
hosted,60,small_plane,0,0
hosted,60,small_tower,0,0
hosted,60,ta-ta,1,0
hosted,60,tank,0,0
hosted,60,condor,0,0
hosted,60,jammer,1,1
hosted,60,spacecraft,1,0
hosted,61,hangar,0,0
hosted,61,helicopter,0,0
hosted,61,jet_plane,0,0
hosted,61,large_launcher,0,0
hosted,61,large_tower,0,0
hosted,61,medium_launcher,0,0
hosted,61,medium_plane,0,0
hosted,61,mine_roller,0,0
hosted,61,small_launcher,0,0
hosted,61,small_plane,0,0
hosted,61,small_tower,0,0
hosted,61,ta-ta,1,0
hosted,61,tank,0,0
hosted,61,condor,0,0
hosted,61,jammer,1,1
hosted,61,spacecraft,0,1
hosted,62,hangar,0,0
hosted,62,helicopter,0,0
hosted,62,jet_plane,0,0
hosted,62,large_launcher,0,0
hosted,62,large_tower,0,0
hosted,62,medium_launcher,0,0
hosted,62,medium_plane,0,0
hosted,62,mine_roller,0,0
hosted,62,small_launcher,0,0
hosted,62,small_plane,0,0
hosted,62,small_tower,0,0
hosted,62,ta-ta,1,0
hosted,62,tank,0,0
hosted,62,condor,0,0
hosted,62,jammer,1,0
hosted,62,spacecraft,0,1
hosted,63,hangar,0,0
hosted,63,helicopter,0,0
hosted,63,jet_plane,0,0
hosted,63,large_launcher,0,0
hosted,63,large_tower,0,0
hosted,63,medium_launcher,0,0
hosted,63,medium_plane,0,0
hosted,63,mine_roller,0,0
hosted,63,small_launcher,0,0
hosted,63,small_plane,0,0
hosted,63,small_tower,0,0
hosted,63,ta-ta,1,0
hosted,63,tank,0,0
hosted,63,condor,0,0
hosted,63,jammer,0,0
hosted,63,spacecraft,0,0
hosted,64,hangar,0,0
hosted,64,helicopter,0,0
hosted,64,jet_plane,1,1
hosted,64,large_launcher,0,0
hosted,64,large_tower,0,0
hosted,64,medium_launcher,0,0
hosted,64,medium_plane,0,0
hosted,64,mine_roller,0,0
hosted,64,small_launcher,0,0
hosted,64,small_plane,0,0
hosted,64,small_tower,0,0
hosted,64,ta-ta,1,0
hosted,64,tank,0,0
hosted,64,condor,0,0
hosted,64,jammer,0,0
hosted,64,spacecraft,0,0
hosted,65,hangar,0,0
hosted,65,helicopter,0,0
hosted,65,jet_plane,1,0
hosted,65,large_launcher,0,0
hosted,65,large_tower,0,0
hosted,65,medium_launcher,0,0
hosted,65,medium_plane,0,0
hosted,65,mine_roller,0,0
hosted,65,small_launcher,0,0
hosted,65,small_plane,0,0
hosted,65,small_tower,0,0
hosted,65,ta-ta,1,1
hosted,65,tank,0,0
hosted,65,condor,0,0
hosted,65,jammer,1,1
hosted,65,spacecraft,0,0
hosted,66,hangar,0,0
hosted,66,helicopter,0,0
hosted,66,jet_plane,1,0
hosted,66,large_launcher,0,0
hosted,66,large_tower,0,0
hosted,66,medium_launcher,0,0
hosted,66,medium_plane,0,0
hosted,66,mine_roller,0,0
hosted,66,small_launcher,0,0
hosted,66,small_plane,0,0
hosted,66,small_tower,0,0
hosted,66,ta-ta,1,0
hosted,66,tank,0,0
hosted,66,condor,0,0
hosted,66,jammer,1,0
hosted,66,spacecraft,0,0
hosted,67,hangar,0,0
hosted,67,helicopter,0,0
hosted,67,jet_plane,1,1
hosted,67,large_launcher,0,0
hosted,67,large_tower,0,0
hosted,67,medium_launcher,0,0
hosted,67,medium_plane,0,0
hosted,67,mine_roller,0,0
hosted,67,small_launcher,1,1
hosted,67,small_plane,0,0
hosted,67,small_tower,0,0
hosted,67,ta-ta,1,0
hosted,67,tank,0,0
hosted,67,condor,0,0
hosted,67,jammer,1,0
hosted,67,spacecraft,0,0
hosted,68,hangar,0,0
hosted,68,helicopter,0,0
hosted,68,jet_plane,1,0
hosted,68,large_launcher,0,0
hosted,68,large_tower,0,0
hosted,68,medium_launcher,0,0
hosted,68,medium_plane,0,0
hosted,68,mine_roller,0,0
hosted,68,small_launcher,1,0
hosted,68,small_plane,0,0
hosted,68,small_tower,0,0
hosted,68,ta-ta,0,0
hosted,68,tank,0,0
hosted,68,condor,0,0
hosted,68,jammer,0,0
hosted,68,spacecraft,0,0
hosted,69,hangar,0,0
hosted,69,helicopter,0,0
hosted,69,jet_plane,1,0
hosted,69,large_launcher,1,1
hosted,69,large_tower,0,0
hosted,69,medium_launcher,0,0
hosted,69,medium_plane,0,0
hosted,69,mine_roller,0,0
hosted,69,small_launcher,0,0
hosted,69,small_plane,0,0
hosted,69,small_tower,0,0
hosted,69,ta-ta,0,0
hosted,69,tank,0,0
hosted,69,condor,0,0
hosted,69,jammer,0,0
hosted,69,spacecraft,1,1
hosted,70,hangar,0,0
hosted,70,helicopter,0,0
hosted,70,jet_plane,0,0
hosted,70,large_launcher,1,0
hosted,70,large_tower,0,0
hosted,70,medium_launcher,0,0
hosted,70,medium_plane,0,0
hosted,70,mine_roller,0,0
hosted,70,small_launcher,0,0
hosted,70,small_plane,0,0
hosted,70,small_tower,0,0
hosted,70,ta-ta,0,0
hosted,70,tank,0,0
hosted,70,condor,0,0
hosted,70,jammer,0,0
hosted,70,spacecraft,1,1
hosted,71,hangar,0,0
hosted,71,helicopter,0,0
hosted,71,jet_plane,0,0
hosted,71,large_launcher,1,0
hosted,71,large_tower,0,0
hosted,71,medium_launcher,0,0
hosted,71,medium_plane,0,0
hosted,71,mine_roller,0,0
hosted,71,small_launcher,0,0
hosted,71,small_plane,0,0
hosted,71,small_tower,0,0
hosted,71,ta-ta,0,0
hosted,71,tank,0,0
hosted,71,condor,0,0
hosted,71,jammer,0,0
hosted,71,spacecraft,1,1
hosted,72,hangar,0,0
hosted,72,helicopter,0,0
hosted,72,jet_plane,0,0
hosted,72,large_launcher,0,0
hosted,72,large_tower,0,0
hosted,72,medium_launcher,0,0
hosted,72,medium_plane,0,0
hosted,72,mine_roller,0,0
hosted,72,small_launcher,0,0
hosted,72,small_plane,0,0
hosted,72,small_tower,0,0
hosted,72,ta-ta,0,0
hosted,72,tank,0,0
hosted,72,condor,0,0
hosted,72,jammer,0,0
hosted,72,spacecraft,1,1
hosted,73,hangar,0,0
hosted,73,helicopter,0,0
hosted,73,jet_plane,0,0
hosted,73,large_launcher,0,0
hosted,73,large_tower,0,0
hosted,73,medium_launcher,0,0
hosted,73,medium_plane,0,0
hosted,73,mine_roller,0,0
hosted,73,small_launcher,0,0
hosted,73,small_plane,0,0
hosted,73,small_tower,0,0
hosted,73,ta-ta,0,0
hosted,73,tank,0,0
hosted,73,condor,0,0
hosted,73,jammer,0,0
hosted,73,spacecraft,1,1
hosted,74,hangar,0,0
hosted,74,helicopter,0,0
hosted,74,jet_plane,0,0
hosted,74,large_launcher,0,0
hosted,74,large_tower,0,0
hosted,74,medium_launcher,0,0
hosted,74,medium_plane,0,0
hosted,74,mine_roller,0,0
hosted,74,small_launcher,0,0
hosted,74,small_plane,0,0
hosted,74,small_tower,0,0
hosted,74,ta-ta,0,0
hosted,74,tank,0,0
hosted,74,condor,0,0
hosted,74,jammer,0,0
hosted,74,spacecraft,1,0
hosted,75,hangar,0,0
hosted,75,helicopter,0,0
hosted,75,jet_plane,0,0
hosted,75,large_launcher,0,0
hosted,75,large_tower,0,0
hosted,75,medium_launcher,0,0
hosted,75,medium_plane,0,0
hosted,75,mine_roller,0,0
hosted,75,small_launcher,0,0
hosted,75,small_plane,0,0
hosted,75,small_tower,0,0
hosted,75,ta-ta,0,0
hosted,75,tank,0,0
hosted,75,condor,0,0
hosted,75,jammer,1,1
hosted,75,spacecraft,1,0
hosted,76,hangar,0,0
hosted,76,helicopter,0,0
hosted,76,jet_plane,0,0
hosted,76,large_launcher,0,0
hosted,76,large_tower,0,0
hosted,76,medium_launcher,0,0
hosted,76,medium_plane,0,0
hosted,76,mine_roller,0,0
hosted,76,small_launcher,0,0
hosted,76,small_plane,0,0
hosted,76,small_tower,0,0
hosted,76,ta-ta,0,0
hosted,76,tank,0,0
hosted,76,condor,0,0
hosted,76,jammer,1,1
hosted,76,spacecraft,0,0
hosted,77,hangar,0,0
hosted,77,helicopter,0,0
hosted,77,jet_plane,0,0
hosted,77,large_launcher,0,0
hosted,77,large_tower,0,0
hosted,77,medium_launcher,0,0
hosted,77,medium_plane,0,0
hosted,77,mine_roller,0,0
hosted,77,small_launcher,0,0
hosted,77,small_plane,0,0
hosted,77,small_tower,0,0
hosted,77,ta-ta,0,0
hosted,77,tank,0,0
hosted,77,condor,0,0
hosted,77,jammer,1,0
hosted,77,spacecraft,0,0
hosted,78,hangar,0,0
hosted,78,helicopter,0,0
hosted,78,jet_plane,0,0
hosted,78,large_launcher,0,0
hosted,78,large_tower,0,0
hosted,78,medium_launcher,0,0
hosted,78,medium_plane,0,0
hosted,78,mine_roller,0,0
hosted,78,small_launcher,0,0
hosted,78,small_plane,0,0
hosted,78,small_tower,0,0
hosted,78,ta-ta,0,0
hosted,78,tank,0,0
hosted,78,condor,0,0
hosted,78,jammer,1,0
hosted,78,spacecraft,0,0
hosted,79,hangar,0,0
hosted,79,helicopter,0,0
hosted,79,jet_plane,0,0
hosted,79,large_launcher,0,0
hosted,79,large_tower,0,0
hosted,79,medium_launcher,0,0
hosted,79,medium_plane,0,0
hosted,79,mine_roller,0,0
hosted,79,small_launcher,0,0
hosted,79,small_plane,0,0
hosted,79,small_tower,0,0
hosted,79,ta-ta,0,0
hosted,79,tank,0,0
hosted,79,condor,0,0
hosted,79,jammer,1,1
hosted,79,spacecraft,0,0
hosted,80,hangar,0,0
hosted,80,helicopter,0,0
hosted,80,jet_plane,0,0
hosted,80,large_launcher,0,0
hosted,80,large_tower,0,0
hosted,80,medium_launcher,0,0
hosted,80,medium_plane,0,0
hosted,80,mine_roller,0,0
hosted,80,small_launcher,0,0
hosted,80,small_plane,0,0
hosted,80,small_tower,0,0
hosted,80,ta-ta,0,0
hosted,80,tank,0,0
hosted,80,condor,0,0
hosted,80,jammer,1,0
hosted,80,spacecraft,1,1
hosted,81,hangar,0,0
hosted,81,helicopter,0,0
hosted,81,jet_plane,0,0
hosted,81,large_launcher,0,0
hosted,81,large_tower,0,0
hosted,81,medium_launcher,0,0
hosted,81,medium_plane,0,0
hosted,81,mine_roller,0,0
hosted,81,small_launcher,0,0
hosted,81,small_plane,0,0
hosted,81,small_tower,0,0
hosted,81,ta-ta,0,0
hosted,81,tank,0,0
hosted,81,condor,0,0
hosted,81,jammer,1,0
hosted,81,spacecraft,1,0
hosted,82,hangar,0,0
hosted,82,helicopter,0,0
hosted,82,jet_plane,0,0
hosted,82,large_launcher,0,0
hosted,82,large_tower,0,0
hosted,82,medium_launcher,0,0
hosted,82,medium_plane,0,0
hosted,82,mine_roller,0,0
hosted,82,small_launcher,0,0
hosted,82,small_plane,0,0
hosted,82,small_tower,0,0
hosted,82,ta-ta,0,0
hosted,82,tank,0,0
hosted,82,condor,0,0
hosted,82,jammer,0,0
hosted,82,spacecraft,1,0
hosted,83,hangar,0,0
hosted,83,helicopter,0,0
hosted,83,jet_plane,0,0
hosted,83,large_launcher,0,0
hosted,83,large_tower,0,0
hosted,83,medium_launcher,0,0
hosted,83,medium_plane,0,0
hosted,83,mine_roller,0,0
hosted,83,small_launcher,0,0
hosted,83,small_plane,0,0
hosted,83,small_tower,0,0
hosted,83,ta-ta,0,0
hosted,83,tank,0,0
hosted,83,condor,0,0
hosted,83,jammer,0,0
hosted,83,spacecraft,0,0
hosted,84,hangar,0,0
hosted,84,helicopter,0,0
hosted,84,jet_plane,0,0
hosted,84,large_launcher,0,0
hosted,84,large_tower,0,0
hosted,84,medium_launcher,0,0
hosted,84,medium_plane,0,0
hosted,84,mine_roller,0,0
hosted,84,small_launcher,0,0
hosted,84,small_plane,0,0
hosted,84,small_tower,0,0
hosted,84,ta-ta,0,0
hosted,84,tank,0,0
hosted,84,condor,0,0
hosted,84,jammer,0,0
hosted,84,spacecraft,0,0
hosted,85,hangar,0,0
hosted,85,helicopter,0,0
hosted,85,jet_plane,0,0
hosted,85,large_launcher,0,0
hosted,85,large_tower,0,0
hosted,85,medium_launcher,0,0
hosted,85,medium_plane,0,0
hosted,85,mine_roller,0,0
hosted,85,small_launcher,0,0
hosted,85,small_plane,0,0
hosted,85,small_tower,0,0
hosted,85,ta-ta,0,0
hosted,85,tank,0,0
hosted,85,condor,0,0
hosted,85,jammer,0,0
hosted,85,spacecraft,0,0
hosted,86,hangar,0,0
hosted,86,helicopter,0,0
hosted,86,jet_plane,0,0
hosted,86,large_launcher,0,0
hosted,86,large_tower,0,0
hosted,86,medium_launcher,0,0
hosted,86,medium_plane,0,0
hosted,86,mine_roller,0,0
hosted,86,small_launcher,0,0
hosted,86,small_plane,0,0
hosted,86,small_tower,0,0
hosted,86,ta-ta,1,1
hosted,86,tank,0,0
hosted,86,condor,0,0
hosted,86,jammer,0,0
hosted,86,spacecraft,0,0
hosted,87,hangar,0,0
hosted,87,helicopter,0,0
hosted,87,jet_plane,0,0
hosted,87,large_launcher,0,0
hosted,87,large_tower,0,0
hosted,87,medium_launcher,0,0
hosted,87,medium_plane,0,0
hosted,87,mine_roller,0,0
hosted,87,small_launcher,0,0
hosted,87,small_plane,0,0
hosted,87,small_tower,0,0
hosted,87,ta-ta,1,0
hosted,87,tank,0,0
hosted,87,condor,0,0
hosted,87,jammer,0,0
hosted,87,spacecraft,0,0
hosted,88,hangar,0,0
hosted,88,helicopter,0,0
hosted,88,jet_plane,0,0
hosted,88,large_launcher,0,0
hosted,88,large_tower,0,0
hosted,88,medium_launcher,0,0
hosted,88,medium_plane,0,0
hosted,88,mine_roller,0,0
hosted,88,small_launcher,0,0
hosted,88,small_plane,0,0
hosted,88,small_tower,0,0
hosted,88,ta-ta,1,1
hosted,88,tank,0,0
hosted,88,condor,0,0
hosted,88,jammer,0,0
hosted,88,spacecraft,0,0
hosted,89,hangar,0,0
hosted,89,helicopter,0,0
hosted,89,jet_plane,0,0
hosted,89,large_launcher,0,0
hosted,89,large_tower,0,0
hosted,89,medium_launcher,0,0
hosted,89,medium_plane,0,0
hosted,89,mine_roller,0,0
hosted,89,small_launcher,0,0
hosted,89,small_plane,0,0
hosted,89,small_tower,0,0
hosted,89,ta-ta,1,0
hosted,89,tank,0,0
hosted,89,condor,0,0
hosted,89,jammer,0,0
hosted,89,spacecraft,0,0
hosted,90,hangar,0,0
hosted,90,helicopter,0,0
hosted,90,jet_plane,0,0
hosted,90,large_launcher,0,0
hosted,90,large_tower,0,0
hosted,90,medium_launcher,0,0
hosted,90,medium_plane,0,0
hosted,90,mine_roller,0,0
hosted,90,small_launcher,0,0
hosted,90,small_plane,0,0
hosted,90,small_tower,0,0
hosted,90,ta-ta,1,0
hosted,90,tank,0,0
hosted,90,condor,0,0
hosted,90,jammer,0,0
hosted,90,spacecraft,0,0
hosted,91,hangar,0,0
hosted,91,helicopter,0,0
hosted,91,jet_plane,0,0
hosted,91,large_launcher,0,0
hosted,91,large_tower,0,0
hosted,91,medium_launcher,0,0
hosted,91,medium_plane,0,0
hosted,91,mine_roller,0,0
hosted,91,small_launcher,0,0
hosted,91,small_plane,0,0
hosted,91,small_tower,0,0
hosted,91,ta-ta,0,0
hosted,91,tank,0,0
hosted,91,condor,0,0
hosted,91,jammer,0,0
hosted,91,spacecraft,0,0
hosted,92,hangar,0,0
hosted,92,helicopter,0,0
hosted,92,jet_plane,0,0
hosted,92,large_launcher,0,0
hosted,92,large_tower,0,0
hosted,92,medium_launcher,0,0
hosted,92,medium_plane,0,0
hosted,92,mine_roller,0,0
hosted,92,small_launcher,0,0
hosted,92,small_plane,0,0
hosted,92,small_tower,0,0
hosted,92,ta-ta,0,0
hosted,92,tank,0,0
hosted,92,condor,0,0
hosted,92,jammer,0,0
hosted,92,spacecraft,0,0
hosted,93,hangar,0,0
hosted,93,helicopter,0,0
hosted,93,jet_plane,0,0
hosted,93,large_launcher,0,0
hosted,93,large_tower,0,0
hosted,93,medium_launcher,0,0
hosted,93,medium_plane,0,0
hosted,93,mine_roller,0,0
hosted,93,small_launcher,0,0
hosted,93,small_plane,0,0
hosted,93,small_tower,0,0
hosted,93,ta-ta,0,0
hosted,93,tank,0,0
hosted,93,condor,0,0
hosted,93,jammer,0,0
hosted,93,spacecraft,0,0
hosted,94,hangar,0,0
hosted,94,helicopter,0,0
hosted,94,jet_plane,0,0
hosted,94,large_launcher,0,0
hosted,94,large_tower,0,0
hosted,94,medium_launcher,0,0
hosted,94,medium_plane,0,0
hosted,94,mine_roller,0,0
hosted,94,small_launcher,0,0
hosted,94,small_plane,0,0
hosted,94,small_tower,0,0
hosted,94,ta-ta,0,0
hosted,94,tank,0,0
hosted,94,condor,0,0
hosted,94,jammer,0,0
hosted,94,spacecraft,0,0
hosted,95,hangar,0,0
hosted,95,helicopter,0,0
hosted,95,jet_plane,0,0
hosted,95,large_launcher,1,1
hosted,95,large_tower,0,0
hosted,95,medium_launcher,0,0
hosted,95,medium_plane,0,0
hosted,95,mine_roller,0,0
hosted,95,small_launcher,0,0
hosted,95,small_plane,0,0
hosted,95,small_tower,0,0
hosted,95,ta-ta,0,0
hosted,95,tank,0,0
hosted,95,condor,0,0
hosted,95,jammer,0,0
hosted,95,spacecraft,0,0
hosted,96,hangar,0,0
hosted,96,helicopter,0,0
hosted,96,jet_plane,0,0
hosted,96,large_launcher,1,0
hosted,96,large_tower,0,0
hosted,96,medium_launcher,0,0
hosted,96,medium_plane,0,0
hosted,96,mine_roller,0,0
hosted,96,small_launcher,0,0
hosted,96,small_plane,0,0
hosted,96,small_tower,0,0
hosted,96,ta-ta,0,0
hosted,96,tank,0,0
hosted,96,condor,0,0
hosted,96,jammer,0,0
hosted,96,spacecraft,0,0
hosted,97,hangar,0,0
hosted,97,helicopter,0,0
hosted,97,jet_plane,0,0
hosted,97,large_launcher,1,1
hosted,97,large_tower,0,0
hosted,97,medium_launcher,0,0
hosted,97,medium_plane,0,0
hosted,97,mine_roller,0,0
hosted,97,small_launcher,0,0
hosted,97,small_plane,0,0
hosted,97,small_tower,0,0
hosted,97,ta-ta,0,0
hosted,97,tank,0,0
hosted,97,condor,0,0
hosted,97,jammer,0,0
hosted,97,spacecraft,0,0
hosted,98,hangar,0,0
hosted,98,helicopter,0,0
hosted,98,jet_plane,0,0
hosted,98,large_launcher,1,0
hosted,98,large_tower,0,0
hosted,98,medium_launcher,0,0
hosted,98,medium_plane,0,0
hosted,98,mine_roller,0,0
hosted,98,small_launcher,0,0
hosted,98,small_plane,0,0
hosted,98,small_tower,0,1
hosted,98,ta-ta,0,0
hosted,98,tank,0,0
hosted,98,condor,0,0
hosted,98,jammer,0,0
hosted,98,spacecraft,0,0
hosted,99,hangar,0,0
hosted,99,helicopter,0,0
hosted,99,jet_plane,0,0
hosted,99,large_launcher,0,0
hosted,99,large_tower,0,0
hosted,99,medium_launcher,0,0
hosted,99,medium_plane,0,0
hosted,99,mine_roller,0,0
hosted,99,small_launcher,0,0
hosted,99,small_plane,0,0
hosted,99,small_tower,0,0
hosted,99,ta-ta,0,0
hosted,99,tank,0,0
hosted,99,condor,0,0
hosted,99,jammer,0,0
hosted,99,spacecraft,1,1
hosted,100,hangar,0,0
hosted,100,helicopter,0,0
hosted,100,jet_plane,0,0
hosted,100,large_launcher,0,0
hosted,100,large_tower,0,0
hosted,100,medium_launcher,0,0
hosted,100,medium_plane,0,0
hosted,100,mine_roller,0,0
hosted,100,small_launcher,0,0
hosted,100,small_plane,0,0
hosted,100,small_tower,0,0
hosted,100,ta-ta,1,1
hosted,100,tank,0,0
hosted,100,condor,0,0
hosted,100,jammer,0,0
hosted,100,spacecraft,1,0
hosted,101,hangar,0,0
hosted,101,helicopter,0,0
hosted,101,jet_plane,0,0
hosted,101,large_launcher,0,0
hosted,101,large_tower,0,0
hosted,101,medium_launcher,0,0
hosted,101,medium_plane,0,0
hosted,101,mine_roller,0,0
hosted,101,small_launcher,0,0
hosted,101,small_plane,0,0
hosted,101,small_tower,0,0
hosted,101,ta-ta,1,1
hosted,101,tank,0,0
hosted,101,condor,0,0
hosted,101,jammer,0,0
hosted,101,spacecraft,1,0
hosted,102,hangar,0,0
hosted,102,helicopter,0,0
hosted,102,jet_plane,0,0
hosted,102,large_launcher,0,0
hosted,102,large_tower,0,0
hosted,102,medium_launcher,0,0
hosted,102,medium_plane,0,0
hosted,102,mine_roller,0,0
hosted,102,small_launcher,0,0
hosted,102,small_plane,0,0
hosted,102,small_tower,0,0
hosted,102,ta-ta,1,1
hosted,102,tank,0,1
hosted,102,condor,0,0
hosted,102,jammer,1,1
hosted,102,spacecraft,1,0
hosted,103,hangar,0,0
hosted,103,helicopter,0,0
hosted,103,jet_plane,0,0
hosted,103,large_launcher,0,0
hosted,103,large_tower,0,0
hosted,103,medium_launcher,0,0
hosted,103,medium_plane,0,0
hosted,103,mine_roller,0,0
hosted,103,small_launcher,0,0
hosted,103,small_plane,0,0
hosted,103,small_tower,0,0
hosted,103,ta-ta,1,1
hosted,103,tank,0,0
hosted,103,condor,0,0
hosted,103,jammer,1,0
hosted,103,spacecraft,1,0
hosted,104,hangar,0,0
hosted,104,helicopter,0,0
hosted,104,jet_plane,0,0
hosted,104,large_launcher,0,0
hosted,104,large_tower,0,0
hosted,104,medium_launcher,0,0
hosted,104,medium_plane,0,0
hosted,104,mine_roller,0,0
hosted,104,small_launcher,0,0
hosted,104,small_plane,0,0
hosted,104,small_tower,0,0
hosted,104,ta-ta,1,1
hosted,104,tank,0,0
hosted,104,condor,0,0
hosted,104,jammer,1,0
hosted,104,spacecraft,1,0
hosted,105,hangar,0,0
hosted,105,helicopter,0,0
hosted,105,jet_plane,0,0
hosted,105,large_launcher,0,0
hosted,105,large_tower,0,0
hosted,105,medium_launcher,0,0
hosted,105,medium_plane,0,0
hosted,105,mine_roller,0,0
hosted,105,small_launcher,0,0
hosted,105,small_plane,0,0
hosted,105,small_tower,0,0
hosted,105,ta-ta,1,1
hosted,105,tank,0,0
hosted,105,condor,0,0
hosted,105,jammer,0,0
hosted,105,spacecraft,0,0
hosted,106,hangar,0,0
hosted,106,helicopter,0,0
hosted,106,jet_plane,0,0
hosted,106,large_launcher,0,0
hosted,106,large_tower,0,0
hosted,106,medium_launcher,0,0
hosted,106,medium_plane,0,0
hosted,106,mine_roller,0,0
hosted,106,small_launcher,0,0
hosted,106,small_plane,0,0
hosted,106,small_tower,0,0
hosted,106,ta-ta,1,1
hosted,106,tank,0,0
hosted,106,condor,0,0
hosted,106,jammer,0,0
hosted,106,spacecraft,0,0
hosted,107,hangar,0,0
hosted,107,helicopter,0,0
hosted,107,jet_plane,0,0
hosted,107,large_launcher,0,0
hosted,107,large_tower,0,0
hosted,107,medium_launcher,0,0
hosted,107,medium_plane,0,0
hosted,107,mine_roller,0,0
hosted,107,small_launcher,0,0
hosted,107,small_plane,0,0
hosted,107,small_tower,0,0
hosted,107,ta-ta,1,1
hosted,107,tank,0,0
hosted,107,condor,0,0
hosted,107,jammer,0,0
hosted,107,spacecraft,0,0
hosted,108,hangar,0,0
hosted,108,helicopter,0,0
hosted,108,jet_plane,0,0
hosted,108,large_launcher,0,0
hosted,108,large_tower,0,0
hosted,108,medium_launcher,0,0
hosted,108,medium_plane,0,0
hosted,108,mine_roller,0,0
hosted,108,small_launcher,0,0
hosted,108,small_plane,0,0
hosted,108,small_tower,1,1
hosted,108,ta-ta,1,0
hosted,108,tank,0,0
hosted,108,condor,0,0
hosted,108,jammer,0,0
hosted,108,spacecraft,0,0
hosted,109,hangar,0,0
hosted,109,helicopter,0,0
hosted,109,jet_plane,0,0
hosted,109,large_launcher,0,0
hosted,109,large_tower,0,0
hosted,109,medium_launcher,0,0
hosted,109,medium_plane,0,0
hosted,109,mine_roller,0,0
hosted,109,small_launcher,0,0
hosted,109,small_plane,0,0
hosted,109,small_tower,1,0
hosted,109,ta-ta,1,0
hosted,109,tank,0,0
hosted,109,condor,0,0
hosted,109,jammer,0,0
hosted,109,spacecraft,0,0
hosted,110,hangar,0,0
hosted,110,helicopter,0,0
hosted,110,jet_plane,0,0
hosted,110,large_launcher,0,0
hosted,110,large_tower,0,0
hosted,110,medium_launcher,0,0
hosted,110,medium_plane,0,0
hosted,110,mine_roller,0,0
hosted,110,small_launcher,0,0
hosted,110,small_plane,0,0
hosted,110,small_tower,1,0
hosted,110,ta-ta,1,1
hosted,110,tank,0,0
hosted,110,condor,0,0
hosted,110,jammer,0,0
hosted,110,spacecraft,0,0
hosted,111,hangar,0,0
hosted,111,helicopter,0,0
hosted,111,jet_plane,0,0
hosted,111,large_launcher,0,0
hosted,111,large_tower,0,0
hosted,111,medium_launcher,0,0
hosted,111,medium_plane,0,0
hosted,111,mine_roller,0,0
hosted,111,small_launcher,0,0
hosted,111,small_plane,0,0
hosted,111,small_tower,0,0
hosted,111,ta-ta,1,0
hosted,111,tank,0,0
hosted,111,condor,0,0
hosted,111,jammer,0,0
hosted,111,spacecraft,0,0
hosted,112,hangar,0,0
hosted,112,helicopter,0,0
hosted,112,jet_plane,0,0
hosted,112,large_launcher,0,0
hosted,112,large_tower,0,0
hosted,112,medium_launcher,0,0
hosted,112,medium_plane,0,0
hosted,112,mine_roller,0,0
hosted,112,small_launcher,0,0
hosted,112,small_plane,0,0
hosted,112,small_tower,0,0
hosted,112,ta-ta,1,0
hosted,112,tank,0,0
hosted,112,condor,0,0
hosted,112,jammer,0,0
hosted,112,spacecraft,0,0
hosted,113,hangar,0,0
hosted,113,helicopter,0,0
hosted,113,jet_plane,0,0
hosted,113,large_launcher,0,0
hosted,113,large_tower,0,0
hosted,113,medium_launcher,0,0
hosted,113,medium_plane,0,0
hosted,113,mine_roller,0,0
hosted,113,small_launcher,0,0
hosted,113,small_plane,0,0
hosted,113,small_tower,0,0
hosted,113,ta-ta,0,0
hosted,113,tank,0,0
hosted,113,condor,0,0
hosted,113,jammer,0,0
hosted,113,spacecraft,0,0
hosted,114,hangar,0,0
hosted,114,helicopter,0,0
hosted,114,jet_plane,0,0
hosted,114,large_launcher,0,0
hosted,114,large_tower,0,0
hosted,114,medium_launcher,0,0
hosted,114,medium_plane,0,0
hosted,114,mine_roller,0,0
hosted,114,small_launcher,0,0
hosted,114,small_plane,0,0
hosted,114,small_tower,0,0
hosted,114,ta-ta,1,1
hosted,114,tank,0,0
hosted,114,condor,0,0
hosted,114,jammer,0,0
hosted,114,spacecraft,0,0
hosted,115,hangar,0,0
hosted,115,helicopter,0,0
hosted,115,jet_plane,0,0
hosted,115,large_launcher,0,0
hosted,115,large_tower,0,0
hosted,115,medium_launcher,0,0
hosted,115,medium_plane,0,0
hosted,115,mine_roller,0,0
hosted,115,small_launcher,0,0
hosted,115,small_plane,0,0
hosted,115,small_tower,0,0
hosted,115,ta-ta,1,0
hosted,115,tank,0,0
hosted,115,condor,0,0
