dataset,frame_index,track_id,object_id,identity_confidence,runner_up,runner_up_confidence,posterior_gap,hits,age,confirmed,last_observed_frame,last_observed_level,geometry_confidence,propagation_model,short_side_px_source,width_px_source,height_px_source
hosted,67,33,jet_plane,0.1507,large_tower,0.1108,0.039900000000000005,2,0,True,68,0,0.8601,observed,78.8,100.60000000000014,78.79999999999995
hosted,67,18,ta-ta,0.1654,spacecraft,0.1456,0.019799999999999984,17,2,True,66,0,0.8549,gmc,72.4,75.90000000000009,72.40000000000009
hosted,67,35,small_launcher,0.077,spacecraft,0.0758,0.0011999999999999927,1,0,False,68,0,1.0,observed,61.4,61.40000000000009,63.299999999999955
hosted,67,34,jammer,0.0782,ta-ta,0.0758,0.0023999999999999994,1,2,False,66,0,0.9938,gmc,74.4,81.79999999999995,74.39999999999986
hosted,68,33,jet_plane,0.1507,large_tower,0.1108,0.039900000000000005,2,1,True,68,0,0.8574,gmc,80.0,101.39999999999986,80.09999999999991
hosted,68,35,small_launcher,0.077,spacecraft,0.0758,0.0011999999999999927,1,1,False,68,0,0.997,gmc,61.8,61.80000000000018,64.30000000000007
hosted,69,35,spacecraft,0.0908,small_launcher,0.0889,0.001899999999999999,2,0,True,70,0,0.8438,observed,63.7,63.700000000000045,70.89999999999998
hosted,69,33,jet_plane,0.1507,large_tower,0.1108,0.039900000000000005,2,2,True,68,0,0.8548,gmc,81.3,102.19999999999982,81.29999999999995
hosted,69,36,large_launcher,0.092,large_tower,0.077,0.015,1,0,False,70,0,1.0,observed,79.5,83.69999999999982,79.5
hosted,70,35,spacecraft,0.0989,small_launcher,0.0949,0.0040000000000000036,3,0,True,71,0,0.843,observed,60.9,60.90000000000009,71.90000000000009
hosted,70,36,large_launcher,0.092,large_tower,0.077,0.015,1,1,False,70,0,0.9985,gmc,80.7,84.39999999999986,80.69999999999982
hosted,71,35,spacecraft,0.1144,small_launcher,0.1035,0.010900000000000007,4,0,True,72,0,0.858,observed,62.8,62.799999999999955,76.20000000000005
hosted,71,36,large_launcher,0.092,large_tower,0.077,0.015,1,2,False,70,0,0.9909,gmc,82.0,85.09999999999991,81.89999999999986
hosted,72,35,spacecraft,0.1214,small_launcher,0.1111,0.01029999999999999,5,0,True,73,0,0.8371,observed,71.6,71.70000000000005,75.39999999999986
hosted,73,35,spacecraft,0.1315,small_launcher,0.1212,0.010300000000000004,6,0,True,74,0,0.8382,observed,72.0,72.0,75.30000000000018
hosted,74,35,spacecraft,0.1315,small_launcher,0.1212,0.010300000000000004,6,1,True,74,0,0.833,gmc,72.6,72.59999999999991,76.40000000000009
hosted,75,35,spacecraft,0.1315,small_launcher,0.1212,0.010300000000000004,6,2,True,74,0,0.8292,gmc,73.1,73.09999999999991,77.70000000000005
hosted,75,37,jammer,0.0758,small_launcher,0.075,0.000800000000000009,1,0,False,76,0,1.0,observed,65.2,66.10000000000002,65.19999999999982
hosted,76,37,jammer,0.0851,small_launcher,0.0825,0.002599999999999991,2,0,True,77,0,0.8354,observed,66.0,68.89999999999998,66.0
hosted,77,37,jammer,0.0851,small_launcher,0.0825,0.002599999999999991,2,1,True,77,0,0.8252,gmc,67.0,69.39999999999998,67.0
hosted,78,37,jammer,0.0851,small_launcher,0.0825,0.002599999999999991,2,2,True,77,0,0.8214,gmc,68.1,70.0,68.09999999999991
hosted,79,38,jammer,0.088,ta-ta,0.0822,0.0058,1,0,False,80,0,1.0,observed,66.4,67.5,66.40000000000009
hosted,80,39,spacecraft,0.0813,condor,0.0716,0.0097,1,0,False,81,0,1.0,observed,70.8,70.79999999999995,85.29999999999995
hosted,80,38,jammer,0.088,ta-ta,0.0822,0.0058,1,1,False,80,0,0.9954,gmc,67.4,68.0,67.40000000000009
hosted,81,39,spacecraft,0.0813,condor,0.0716,0.0097,1,1,False,81,0,0.9969,gmc,71.4,71.40000000000009,86.60000000000014
hosted,81,38,jammer,0.088,ta-ta,0.0822,0.0058,1,2,False,80,0,0.9923,gmc,68.5,68.70000000000027,68.39999999999986
hosted,82,39,spacecraft,0.0813,condor,0.0716,0.0097,1,2,False,81,0,0.9893,gmc,72.0,71.89999999999986,88.0
hosted,86,40,ta-ta,0.0858,jammer,0.0794,0.006400000000000003,1,0,False,87,0,1.0,observed,61.3,61.19999999999982,66.0
hosted,87,40,ta-ta,0.0858,jammer,0.0794,0.006400000000000003,1,1,False,87,0,0.9953,gmc,35.5,61.70000000000027,35.5
hosted,88,41,ta-ta,0.0776,jammer,0.077,0.0006000000000000033,1,0,False,89,0,1.0,observed,61.6,64.30000000000001,61.599999999999994
hosted,89,41,ta-ta,0.0776,jammer,0.077,0.0006000000000000033,1,1,False,89,0,0.9939,gmc,62.5,64.80000000000001,62.5
hosted,90,41,ta-ta,0.0776,jammer,0.077,0.0006000000000000033,1,2,False,89,0,0.9893,gmc,63.5,65.30000000000001,63.5
hosted,95,42,large_launcher,0.0759,spacecraft,0.0737,0.0021999999999999936,1,0,False,96,0,1.0,observed,42.7,42.70000000000027,52.0
hosted,96,42,large_launcher,0.0759,spacecraft,0.0737,0.0021999999999999936,1,1,False,96,0,0.9969,gmc,43.0,43.0,52.69999999999999
hosted,97,42,large_launcher,0.0839,spacecraft,0.0796,0.004299999999999998,2,0,True,98,0,0.8291,observed,41.9,52.70000000000027,41.89999999999998
hosted,98,42,large_launcher,0.088,spacecraft,0.0879,9.999999999998899e-05,3,0,True,99,0,0.8398,observed,45.3,52.5,45.39999999999998
hosted,99,42,spacecraft,0.0953,large_launcher,0.094,0.0012999999999999956,4,0,True,100,0,0.8296,observed,45.2,45.29999999999973,49.5
hosted,100,42,spacecraft,0.0953,large_launcher,0.094,0.0012999999999999956,4,1,True,100,0,0.8244,gmc,45.6,45.59999999999991,50.299999999999955
hosted,100,43,ta-ta,0.0773,jammer,0.0772,9.999999999998899e-05,1,0,False,101,0,1.0,observed,73.5,89.70000000000005,73.39999999999998
hosted,101,43,ta-ta,0.1141,jammer,0.1011,0.012999999999999998,2,0,True,102,0,0.8735,observed,56.9,56.899999999999864,65.09999999999991
hosted,101,42,spacecraft,0.0953,large_launcher,0.094,0.0012999999999999956,4,2,True,100,0,0.8231,gmc,45.9,45.90000000000009,51.10000000000002
hosted,102,42,spacecraft,0.1088,tank,0.0898,0.01899999999999999,5,0,True,103,0,0.8501,observed,61.5,64.69999999999982,61.5
hosted,102,43,ta-ta,0.179,jammer,0.1347,0.044300000000000006,3,0,True,103,0,0.8879,observed,52.8,52.799999999999955,70.0
hosted,102,44,jammer,0.0895,ta-ta,0.0832,0.0063,1,0,False,103,0,1.0,observed,81.2,102.70000000000005,81.20000000000005
hosted,103,43,ta-ta,0.1936,jammer,0.1388,0.05479999999999999,4,0,True,104,0,0.8543,observed,50.5,50.5,72.20000000000005
hosted,103,42,spacecraft,0.1088,tank,0.0898,0.01899999999999999,5,1,True,103,0,0.8462,gmc,62.5,65.19999999999982,62.39999999999998
hosted,103,44,jammer,0.0895,ta-ta,0.0832,0.0063,1,1,False,103,0,0.9954,gmc,82.4,103.5,82.5
hosted,104,43,ta-ta,0.2181,jammer,0.1432,0.0749,5,0,True,105,0,0.8798,observed,50.2,50.200000000000045,75.60000000000002
hosted,104,42,spacecraft,0.1088,tank,0.0898,0.01899999999999999,5,2,True,103,0,0.8462,gmc,63.4,65.70000000000027,63.39999999999998
hosted,104,44,jammer,0.0895,ta-ta,0.0832,0.0063,1,2,False,103,0,0.9954,gmc,83.7,104.20000000000005,83.60000000000002
hosted,105,43,ta-ta,0.2379,jammer,0.1448,0.09309999999999999,6,0,True,106,0,0.8805,observed,50.1,50.100000000000136,75.60000000000002
hosted,106,43,ta-ta,0.236,jammer,0.1552,0.08079999999999998,7,0,True,107,0,0.8421,observed,47.8,47.700000000000045,72.40000000000009
hosted,107,43,ta-ta,0.2579,jammer,0.1675,0.09040000000000001,8,0,True,108,0,0.8657,observed,47.9,48.0,73.10000000000002
hosted,108,43,ta-ta,0.2579,jammer,0.1675,0.09040000000000001,8,1,True,108,0,0.8603,gmc,48.3,48.299999999999955,74.09999999999991
hosted,108,45,small_tower,0.072,medium_launcher,0.0707,0.0012999999999999956,1,0,False,109,0,1.0,observed,47.2,47.29999999999973,53.59999999999991
hosted,109,43,ta-ta,0.2579,jammer,0.1675,0.09040000000000001,8,2,True,108,0,0.8603,gmc,48.7,48.700000000000045,75.20000000000005
hosted,109,45,small_tower,0.072,medium_launcher,0.0707,0.0012999999999999956,1,1,False,109,0,1.0,gmc,47.6,47.59999999999991,54.40000000000009
hosted,110,43,ta-ta,0.2738,jammer,0.1744,0.09939999999999999,9,0,True,111,0,0.8681,observed,52.4,52.40000000000009,69.5
hosted,110,45,small_tower,0.072,medium_launcher,0.0707,0.0012999999999999956,1,2,False,109,0,0.9969,gmc,48.0,48.0,55.19999999999982
hosted,111,43,ta-ta,0.2738,jammer,0.1744,0.09939999999999999,9,1,True,111,0,0.8668,gmc,52.8,52.90000000000009,70.59999999999991
hosted,112,43,ta-ta,0.2738,jammer,0.1744,0.09939999999999999,9,2,True,111,0,0.8655,gmc,53.2,53.200000000000045,71.60000000000014
hosted,114,46,ta-ta,0.0833,jammer,0.081,0.0022999999999999965,1,0,False,115,0,1.0,observed,53.3,53.299999999999955,69.09999999999991
hosted,115,47,spacecraft,0.0874,medium_plane,0.0805,0.006900000000000003,1,0,False,116,0,1.0,observed,46.3,52.90000000000009,46.400000000000006
hosted,115,46,ta-ta,0.0833,jammer,0.081,0.0022999999999999965,1,1,False,115,0,0.9985,gmc,53.7,53.700000000000045,70.20000000000005
hosted,116,47,spacecraft,0.0874,medium_plane,0.0805,0.006900000000000003,1,1,False,116,0,0.9888,gmc,47.0,53.200000000000045,47.0
hosted,116,46,ta-ta,0.0833,jammer,0.081,0.0022999999999999965,1,2,False,115,0,0.9873,gmc,54.1,54.09999999999991,71.29999999999995
hosted,117,47,spacecraft,0.0874,medium_plane,0.0805,0.006900000000000003,1,2,False,116,0,0.9872,gmc,47.7,53.700000000000045,47.79999999999998
hosted,145,48,jammer,0.0753,small_launcher,0.0725,0.002800000000000011,1,0,False,146,0,1.0,observed,65.2,65.20000000000027,67.39999999999986
hosted,146,48,jammer,0.0828,spacecraft,0.079,0.003799999999999998,2,0,True,147,0,0.8222,observed,66.5,66.40000000000009,68.59999999999991
hosted,147,48,jammer,0.0828,spacecraft,0.079,0.003799999999999998,2,1,True,147,0,0.8184,gmc,67.0,67.0,69.60000000000014
hosted,148,48,jammer,0.0828,spacecraft,0.079,0.003799999999999998,2,2,True,147,0,0.8133,gmc,63.4,67.5,63.40000000000009
hosted,159,49,spacecraft,0.0696,medium_plane,0.0694,0.00019999999999999185,1,0,False,160,0,1.0,observed,59.2,60.09999999999991,59.19999999999993
hosted,160,49,spacecraft,0.0781,medium_plane,0.0758,0.0022999999999999965,2,0,True,161,0,0.8315,observed,56.8,59.40000000000009,56.700000000000045
hosted,161,49,ta-ta,0.0841,medium_plane,0.0829,0.0011999999999999927,3,0,True,162,0,0.8386,observed,58.9,61.70000000000027,58.90000000000009
hosted,162,49,ta-ta,0.0841,medium_plane,0.0829,0.0011999999999999927,3,1,True,162,0,0.8321,gmc,59.8,62.09999999999991,59.799999999999955
hosted,163,49,ta-ta,0.0841,medium_plane,0.0829,0.0011999999999999927,3,2,True,162,0,0.8282,gmc,60.7,62.59999999999991,60.700000000000045
hosted,168,50,spacecraft,0.0708,small_launcher,0.0708,0.0,1,0,False,169,0,1.0,observed,58.9,66.20000000000027,58.90000000000009
hosted,169,50,spacecraft,0.0708,small_launcher,0.0708,0.0,1,1,False,169,0,0.9969,gmc,59.8,66.79999999999973,59.799999999999955
hosted,170,50,spacecraft,0.0708,small_launcher,0.0708,0.0,1,2,False,169,0,0.9923,gmc,60.7,67.29999999999973,60.600000000000136
hosted,173,51,jammer,0.0934,ta-ta,0.0818,0.0116,1,0,False,174,0,1.0,observed,47.7,47.600000000000136,58.80000000000018
hosted,174,51,jammer,0.0934,ta-ta,0.0818,0.0116,1,1,False,174,0,0.9923,gmc,48.0,48.09999999999991,59.80000000000018
hosted,175,51,jammer,0.0934,ta-ta,0.0818,0.0116,1,2,False,174,0,0.9876,gmc,48.4,48.399999999999864,60.700000000000045
hosted,179,52,jammer,0.0871,tank,0.0793,0.007800000000000001,1,0,False,180,0,1.0,observed,52.3,52.299999999999955,58.5
hosted,180,52,jammer,0.0871,tank,0.0793,0.007800000000000001,1,1,False,180,0,0.9955,gmc,52.7,52.700000000000045,59.40000000000009
hosted,181,52,jammer,0.0871,tank,0.0793,0.007800000000000001,1,2,False,180,0,0.9925,gmc,53.1,53.100000000000136,60.30000000000018
hosted,186,53,ta-ta,0.1128,jammer,0.0969,0.015899999999999997,1,0,False,187,0,1.0,observed,50.5,51.600000000000136,50.5
hosted,187,53,ta-ta,0.1531,jammer,0.1244,0.028700000000000017,2,0,True,188,0,0.8647,observed,51.3,51.299999999999955,52.0
hosted,188,53,ta-ta,0.1531,jammer,0.1244,0.028700000000000017,2,1,True,188,0,0.8634,gmc,51.7,51.700000000000045,52.80000000000001
hosted,189,53,ta-ta,0.1531,jammer,0.1244,0.028700000000000017,2,2,True,188,0,0.8608,gmc,52.0,52.0,53.60000000000002
hosted,190,53,ta-ta,0.1824,jammer,0.1726,0.009800000000000003,3,0,True,191,0,0.8727,observed,52.3,63.09999999999991,52.19999999999993
hosted,191,53,jammer,0.1927,ta-ta,0.1857,0.007000000000000006,4,0,True,192,0,0.864,observed,54.6,66.29999999999995,54.60000000000002
hosted,192,53,jammer,0.2166,ta-ta,0.1998,0.01679999999999998,5,0,True,193,0,0.8553,observed,55.0,65.40000000000009,55.0
hosted,193,53,jammer,0.2315,ta-ta,0.2286,0.0029000000000000137,6,0,True,194,0,0.8563,observed,55.5,59.799999999999955,55.5
hosted,194,53,ta-ta,0.2542,jammer,0.2431,0.011099999999999971,7,0,True,195,0,0.8569,observed,54.2,54.09999999999991,54.89999999999998
hosted,195,53,ta-ta,0.2581,jammer,0.2468,0.011300000000000004,8,0,True,196,0,0.8408,observed,56.1,56.09999999999991,57.60000000000002
hosted,196,53,ta-ta,0.2761,jammer,0.2522,0.023900000000000032,9,0,True,197,0,0.8564,observed,55.3,55.299999999999955,55.299999999999955
hosted,197,53,ta-ta,0.2872,jammer,0.2579,0.029299999999999993,10,0,True,198,0,0.85,observed,57.0,57.09999999999991,57.30000000000007
hosted,198,53,ta-ta,0.2847,jammer,0.266,0.018699999999999994,11,0,True,199,0,0.8454,observed,56.2,58.5,56.200000000000045
hosted,199,53,ta-ta,0.2888,jammer,0.2681,0.020699999999999996,12,0,True,200,0,0.8449,observed,53.3,59.0,53.299999999999955
hosted,200,53,ta-ta,0.2833,jammer,0.2755,0.007799999999999974,13,0,True,201,0,0.85,observed,53.2,64.70000000000005,53.09999999999991
hosted,201,53,ta-ta,0.2807,jammer,0.27,0.010699999999999987,14,0,True,202,0,0.8438,observed,53.9,67.20000000000005,53.899999999999864
hosted,202,53,ta-ta,0.2807,jammer,0.27,0.010699999999999987,14,1,True,202,0,0.8438,gmc,54.7,67.79999999999995,54.700000000000045
hosted,203,53,ta-ta,0.2789,jammer,0.2697,0.009199999999999986,15,0,True,204,0,0.8382,observed,55.3,61.30000000000018,55.40000000000009
hosted,204,53,ta-ta,0.2752,jammer,0.2745,0.0006999999999999784,16,0,True,205,0,0.8471,observed,60.2,60.19999999999982,60.100000000000136
hosted,205,53,ta-ta,0.3012,jammer,0.2704,0.03080000000000005,17,0,True,206,0,0.8705,observed,57.3,60.5,57.299999999999955
hosted,206,53,ta-ta,0.2949,jammer,0.2711,0.023799999999999988,18,0,True,207,0,0.8393,observed,59.1,59.09999999999991,61.5
hosted,207,53,ta-ta,0.2878,jammer,0.2813,0.006500000000000006,19,0,True,208,0,0.8541,observed,60.6,66.39999999999986,60.59999999999991
hosted,208,53,ta-ta,0.3075,jammer,0.276,0.03149999999999997,20,0,True,209,0,0.8663,observed,54.0,62.0,54.0
hosted,209,53,ta-ta,0.2963,jammer,0.2753,0.02100000000000002,21,0,True,210,0,0.8435,observed,59.5,65.90000000000009,59.5
hosted,209,54,jammer,0.0833,ta-ta,0.0801,0.0031999999999999945,1,0,False,210,0,1.0,observed,69.4,79.59999999999991,69.39999999999998
hosted,210,53,ta-ta,0.2963,jammer,0.2742,0.02210000000000001,22,0,True,211,0,0.8443,observed,57.1,64.5,57.100000000000136
hosted,210,54,jammer,0.0981,ta-ta,0.0948,0.0033000000000000113,2,0,True,211,0,0.838,observed,71.3,80.20000000000027,71.30000000000007
hosted,211,53,ta-ta,0.2907,jammer,0.2831,0.007599999999999996,23,0,True,212,0,0.8511,observed,58.9,66.29999999999995,58.899999999999864
hosted,211,54,jammer,0.0981,ta-ta,0.0948,0.0033000000000000113,2,1,True,211,0,0.838,gmc,72.4,80.79999999999973,72.40000000000009
hosted,212,53,ta-ta,0.2907,jammer,0.2831,0.007599999999999996,23,1,True,212,0,0.8472,gmc,59.8,66.79999999999995,59.80000000000018
hosted,212,54,jammer,0.0981,ta-ta,0.0948,0.0033000000000000113,2,2,True,211,0,0.8341,gmc,73.5,81.5,73.5
hosted,213,53,ta-ta,0.2907,jammer,0.2831,0.007599999999999996,23,2,True,212,0,0.8459,gmc,39.9,67.29999999999995,39.90000000000009
hosted,213,55,jammer,0.1019,ta-ta,0.0743,0.0276,1,0,False,214,0,1.0,observed,60.3,60.299999999999955,64.5
hosted,214,55,jammer,0.1019,ta-ta,0.0743,0.0276,1,1,False,214,0,0.9955,gmc,60.7,60.700000000000045,65.60000000000014
hosted,215,55,jammer,0.1019,ta-ta,0.0743,0.0276,1,2,False,214,0,0.9863,gmc,61.2,61.299999999999955,66.5
hosted,220,56,jammer,0.0936,ta-ta,0.0796,0.013999999999999999,1,0,False,221,0,1.0,observed,61.8,61.700000000000045,65.0
hosted,221,56,jammer,0.0936,ta-ta,0.0796,0.013999999999999999,1,1,False,221,0,0.9969,gmc,62.2,62.200000000000045,66.0
hosted,222,56,jammer,0.1359,ta-ta,0.0993,0.036599999999999994,2,0,True,223,0,0.8832,observed,64.0,64.0,67.5
hosted,223,56,jammer,0.182,ta-ta,0.1065,0.0755,3,0,True,224,0,0.8935,observed,64.5,64.5,67.09999999999991
hosted,224,56,jammer,0.2156,tank,0.1061,0.10950000000000001,4,0,True,225,0,0.8845,observed,69.2,69.09999999999991,71.5
hosted,225,56,jammer,0.2379,tank,0.1097,0.12819999999999998,5,0,True,226,0,0.8711,observed,65.4,65.39999999999986,68.5
hosted,226,56,jammer,0.2706,ta-ta,0.1158,0.1548,6,0,True,227,0,0.8815,observed,66.6,66.59999999999991,69.09999999999991
hosted,227,56,jammer,0.276,ta-ta,0.1197,0.15630000000000002,7,0,True,228,0,0.8604,observed,68.8,68.79999999999995,69.10000000000036
hosted,241,57,small_launcher,0.083,jammer,0.0771,0.0059000000000000025,1,0,False,242,0,1.0,observed,50.7,50.70000000000027,56.599999999999994
hosted,242,57,small_launcher,0.083,jammer,0.0771,0.0059000000000000025,1,1,False,242,0,0.997,gmc,51.1,51.09999999999991,57.400000000000034
hosted,243,57,small_launcher,0.083,jammer,0.0771,0.0059000000000000025,1,2,False,242,0,0.9939,gmc,51.5,51.5,58.30000000000001
hosted,244,58,jammer,0.075,jet_plane,0.0735,0.0015000000000000013,1,0,False,245,0,1.0,observed,71.8,71.69999999999982,73.5
hosted,245,59,small_launcher,0.0826,jammer,0.0766,0.006000000000000005,1,0,False,246,0,1.0,observed,53.9,53.80000000000018,56.80000000000001
hosted,245,58,jammer,0.075,jet_plane,0.0735,0.0015000000000000013,1,1,False,245,0,0.9984,gmc,72.3,72.29999999999973,74.60000000000014
hosted,246,59,small_launcher,0.1012,jammer,0.087,0.014200000000000004,2,0,True,247,0,0.8513,observed,54.3,54.30000000000018,56.69999999999999
hosted,246,58,jammer,0.075,jet_plane,0.0735,0.0015000000000000013,1,2,False,245,0,0.9954,gmc,72.9,72.90000000000009,75.70000000000005
hosted,247,59,small_launcher,0.1012,jammer,0.087,0.014200000000000004,2,1,True,247,0,0.8474,gmc,54.7,54.80000000000018,57.59999999999991
hosted,248,59,small_launcher,0.1012,jammer,0.087,0.014200000000000004,2,2,True,247,0,0.8434,gmc,55.2,55.20000000000027,58.39999999999998
helsinki,0,1,large_launcher,0.141,large_tower,0.0835,0.05749999999999998,1,0,False,0,0,1.0,observed,109.1,140.0,109.09999999999997
helsinki,0,2,helicopter,0.139,large_launcher,0.1034,0.03560000000000001,1,0,False,0,0,1.0,observed,98.6,117.5,98.59999999999991
helsinki,0,3,small_tower,0.2125,spacecraft,0.0823,0.13019999999999998,1,0,False,0,0,1.0,observed,64.4,64.40000000000009,66.5
helsinki,0,4,spacecraft,0.1425,small_launcher,0.0782,0.06429999999999998,1,0,False,0,0,1.0,observed,35.9,35.899999999999864,46.200000000000045
helsinki,0,5,condor,0.2626,large_launcher,0.0896,0.173,1,0,False,0,0,1.0,observed,149.1,162.30000000000018,149.20000000000005
helsinki,0,6,mine_roller,0.0855,small_plane,0.0851,0.00040000000000001146,1,0,False,0,0,1.0,observed,56.3,60.90000000000009,56.299999999999955
helsinki,1,1,large_launcher,0.2052,jet_plane,0.1,0.10519999999999999,2,0,True,1,0,0.903,observed,105.6,145.69999999999982,105.59999999999997
helsinki,1,2,helicopter,0.2814,large_launcher,0.1319,0.1495,2,0,True,1,0,0.9395,observed,99.5,119.59999999999991,99.5
helsinki,1,3,small_tower,0.473,spacecraft,0.069,0.40399999999999997,2,0,True,1,0,0.9977,observed,54.8,54.80000000000018,63.200000000000045
helsinki,1,4,spacecraft,0.2688,small_launcher,0.0828,0.186,2,0,True,1,0,0.9598,observed,37.6,37.59999999999991,45.60000000000002
helsinki,1,5,condor,0.5563,large_launcher,0.0852,0.4711,2,0,True,1,0,0.9917,observed,151.9,172.19999999999982,152.0
helsinki,1,6,mine_roller,0.1091,small_plane,0.1045,0.004600000000000007,2,0,True,1,0,0.8484,observed,58.7,61.5,58.69999999999982
helsinki,1,7,jet_plane,0.0985,helicopter,0.093,0.005500000000000005,1,0,False,1,0,1.0,observed,96.5,361.4000000000001,96.5
helsinki,1,8,jammer,0.0753,large_tower,0.0733,0.0020000000000000018,1,0,False,1,0,1.0,observed,26.2,54.40000000000009,26.200000000000045
helsinki,1,9,large_tower,0.0896,helicopter,0.0844,0.005199999999999996,1,0,False,1,0,1.0,observed,77.1,77.09999999999991,100.09999999999991
helsinki,1,10,spacecraft,0.1167,small_tower,0.0885,0.028200000000000003,1,0,False,1,0,1.0,observed,48.6,48.5,53.5
helsinki,2,1,large_launcher,0.316,large_tower,0.1005,0.2155,3,0,True,2,0,0.9378,observed,97.6,145.69999999999982,97.69999999999999
helsinki,2,2,helicopter,0.4611,large_launcher,0.1486,0.3125,3,0,True,2,0,0.9389,observed,98.7,110.90000000000009,98.69999999999993
helsinki,2,3,small_tower,0.6379,spacecraft,0.0567,0.5812,3,0,True,2,0,0.9763,observed,54.6,54.70000000000027,62.90000000000009
helsinki,2,4,spacecraft,0.3499,large_tower,0.0801,0.2698,3,0,True,2,0,0.9277,observed,42.3,42.299999999999955,45.799999999999955
helsinki,2,5,condor,0.737,large_launcher,0.068,0.669,3,0,True,2,0,0.9771,observed,151.8,164.69999999999982,151.79999999999995
helsinki,2,7,helicopter,0.1025,large_launcher,0.096,0.006499999999999992,2,0,True,2,0,0.8497,observed,77.0,123.19999999999982,77.09999999999997
helsinki,2,8,small_tower,0.179,spacecraft,0.0769,0.1021,2,0,True,2,0,0.9746,observed,42.8,73.19999999999982,42.80000000000007
helsinki,2,9,large_tower,0.0988,helicopter,0.0949,0.0039000000000000007,2,0,True,2,0,0.8381,observed,75.1,75.79999999999973,74.99999999999989
helsinki,2,10,spacecraft,0.17,large_launcher,0.0807,0.08930000000000002,2,0,True,2,0,0.9115,observed,55.8,55.799999999999955,56.5
helsinki,2,6,mine_roller,0.1091,small_plane,0.1045,0.004600000000000007,2,1,True,1,0,0.8471,gmc,59.4,62.0,59.399999999999864
helsinki,3,1,large_launcher,0.4606,large_tower,0.0911,0.3695,4,0,True,3,0,0.9594,observed,102.0,141.0999999999999,102.0
helsinki,3,2,helicopter,0.5951,large_launcher,0.1404,0.4547,4,0,True,3,0,0.9396,observed,99.8,113.59999999999991,99.90000000000009
helsinki,3,3,small_tower,0.8132,spacecraft,0.0367,0.7765000000000001,4,0,True,3,0,0.9987,observed,56.5,56.59999999999991,60.80000000000007
helsinki,3,4,spacecraft,0.4179,large_tower,0.0845,0.3334,4,0,True,3,0,0.9221,observed,43.2,43.100000000000136,44.89999999999998
helsinki,3,5,condor,0.8508,large_launcher,0.0487,0.8021,4,0,True,3,0,0.9832,observed,169.9,181.30000000000018,169.79999999999995
helsinki,3,7,large_launcher,0.1157,helicopter,0.1082,0.007499999999999993,3,0,True,3,0,0.856,observed,99.4,157.0999999999999,99.39999999999998
helsinki,3,8,small_tower,0.2016,large_tower,0.0783,0.1233,3,0,True,3,0,0.8585,observed,31.2,54.09999999999991,31.200000000000045
helsinki,3,9,helicopter,0.1035,large_tower,0.0927,0.01079999999999999,3,0,True,3,0,0.8378,observed,55.9,75.30000000000018,55.799999999999955
helsinki,3,10,spacecraft,0.1665,large_launcher,0.0878,0.0787,3,0,True,3,0,0.8359,observed,47.2,47.200000000000045,65.79999999999995
helsinki,3,6,mine_roller,0.1091,small_plane,0.1045,0.004600000000000007,2,2,True,1,0,0.8471,gmc,60.2,62.399999999999636,60.19999999999982
helsinki,4,1,large_launcher,0.5437,large_tower,0.0876,0.45609999999999995,5,0,True,4,0,0.937,observed,105.9,149.5999999999999,105.90000000000009
helsinki,4,2,helicopter,0.6595,large_launcher,0.1319,0.5276,5,0,True,4,0,0.9274,observed,98.8,111.09999999999991,98.79999999999995
helsinki,4,3,small_tower,0.9022,spacecraft,0.0227,0.8795,5,0,True,4,0,0.9989,observed,56.7,56.69999999999982,60.600000000000136
helsinki,4,4,spacecraft,0.5219,large_tower,0.0741,0.44780000000000003,5,0,True,4,0,0.9458,observed,46.0,45.90000000000009,47.299999999999955
helsinki,4,5,condor,0.9237,large_launcher,0.03,0.8936999999999999,5,0,True,4,0,0.9999,observed,169.5,172.5,169.5
helsinki,4,7,large_launcher,0.1308,helicopter,0.1303,0.0005000000000000004,4,0,True,4,0,0.8438,observed,108.4,284.5,108.5
helsinki,4,9,helicopter,0.1222,large_launcher,0.1152,0.007000000000000006,4,0,True,4,0,0.8469,observed,103.4,128.29999999999973,103.5
helsinki,4,8,small_tower,0.2016,large_tower,0.0783,0.1233,3,1,True,3,0,0.8559,gmc,31.6,54.40000000000009,31.59999999999991
helsinki,4,10,spacecraft,0.1665,large_launcher,0.0878,0.0787,3,1,True,3,0,0.8334,gmc,47.5,47.5,66.59999999999991
helsinki,4,11,jet_plane,0.1095,large_launcher,0.082,0.027499999999999997,1,0,False,4,0,1.0,observed,61.2,61.20000000000027,77.6
helsinki,4,12,helicopter,0.081,large_tower,0.0804,0.0006000000000000033,1,0,False,4,0,1.0,observed,86.8,101.69999999999982,86.80000000000018
helsinki,4,13,tank,0.2357,small_launcher,0.075,0.1607,1,0,False,4,0,1.0,observed,43.7,47.799999999999955,43.599999999999994
helsinki,5,1,large_launcher,0.5863,large_tower,0.0874,0.4989,6,0,True,5,0,0.9247,observed,115.1,153.69999999999982,115.09999999999991
helsinki,5,2,helicopter,0.68,large_launcher,0.1384,0.5416000000000001,6,0,True,5,0,0.9038,observed,99.0,114.09999999999991,99.0
helsinki,5,3,small_tower,0.921,spacecraft,0.0222,0.8988,6,0,True,5,0,0.9625,observed,57.6,57.59999999999991,58.299999999999955
helsinki,5,4,spacecraft,0.7087,jet_plane,0.0402,0.6685,6,0,True,5,0,0.993,observed,44.1,44.09999999999991,46.0
