dataset,frame_index,observation_ordinal,source,top_index,top_class,top_posterior,quality,level,x1_source,y1_source,x2_source,y2_source,width_px_source,height_px_source,short_side_px_source
helsinki,1,9,yolo,15,spacecraft,0.5201,0.6163,0,1536.8,687.1,1585.3,740.6,48.5,53.5,48.5
helsinki,2,0,yolo,3,large_launcher,0.596,0.7511,0,3477.4,481.3,3622.8,575.8,145.4000000000001,94.49999999999994,94.49999999999994
helsinki,2,1,yolo,1,helicopter,0.7724,0.7557,0,2238.8,973.1,2346.5,1071.1,107.69999999999982,97.99999999999989,97.99999999999989
helsinki,2,2,yolo,15,spacecraft,0.5058,0.711,0,1517.2,744.3,1560.9,790.0,43.700000000000045,45.700000000000045,43.700000000000045
helsinki,2,3,yolo,10,small_tower,0.7155,0.9052,0,2629.6,907.9,2684.1,970.3,54.5,62.39999999999998,54.5
helsinki,2,4,yolo,13,condor,0.8191,0.9085,0,2660.2,1509.7,2821.9,1660.7,161.70000000000027,151.0,151.0
helsinki,2,5,yolo,10,small_tower,0.7287,0.8985,0,2600.3,931.1,2679.6,979.4,79.29999999999973,48.299999999999955,48.299999999999955
helsinki,2,6,yolo,9,small_plane,0.2105,0.3524,0,2299.4,1024.5,2374.5,1090.8,75.09999999999991,66.29999999999995,66.29999999999995
helsinki,2,7,yolo,3,large_launcher,0.2026,0.3988,0,3675.0,465.9,3717.9,536.1,42.90000000000009,70.20000000000005,42.90000000000009
helsinki,2,8,yolo,15,spacecraft,0.3873,0.6458,0,1527.1,741.3,1585.2,798.6,58.100000000000136,57.30000000000007,57.30000000000007
helsinki,3,0,yolo,3,large_launcher,0.6556,0.8376,0,3487.1,535.4,3626.4,638.4,139.30000000000018,103.0,103.0
helsinki,3,1,yolo,1,helicopter,0.7531,0.7583,0,2234.3,1035.2,2348.6,1135.0,114.29999999999973,99.79999999999995,99.79999999999995
helsinki,3,2,yolo,15,spacecraft,0.5145,0.6885,0,1515.5,808.6,1558.8,852.9,43.299999999999955,44.299999999999955,43.299999999999955
helsinki,3,3,yolo,10,small_tower,0.8456,0.9947,0,2630.9,979.0,2687.9,1038.9,57.0,59.90000000000009,57.0
helsinki,3,4,yolo,13,condor,0.8451,0.9329,0,2668.2,1578.9,2854.6,1754.1,186.4000000000001,175.19999999999982,175.19999999999982
helsinki,3,5,yolo,10,small_tower,0.3286,0.4339,0,2601.2,1017.7,2648.7,1044.8,47.5,27.09999999999991,27.09999999999991
helsinki,3,6,yolo,3,large_launcher,0.2729,0.424,0,3612.3,515.9,3780.4,622.4,168.0999999999999,106.5,106.5
helsinki,3,7,yolo,5,medium_launcher,0.1725,0.3436,0,1522.5,812.6,1566.7,881.3,44.200000000000045,68.69999999999993,44.200000000000045
helsinki,3,8,yolo,3,large_launcher,0.1661,0.351,0,2210.5,1024.0,2285.6,1073.2,75.09999999999991,49.200000000000045,49.200000000000045
helsinki,4,0,yolo,3,large_launcher,0.5983,0.7481,0,3494.5,593.8,3646.7,700.6,152.19999999999982,106.80000000000007,106.80000000000007
helsinki,4,1,yolo,1,helicopter,0.6889,0.7096,0,2241.1,1099.7,2351.1,1197.8,110.0,98.09999999999991,98.09999999999991
helsinki,4,2,yolo,2,jet_plane,0.4385,0.6116,0,2203.1,0.0,2264.3,77.6,61.20000000000027,77.6,61.20000000000027
helsinki,4,3,yolo,10,small_tower,0.8545,0.9957,0,2636.8,1041.5,2693.4,1101.8,56.59999999999991,60.299999999999955,56.59999999999991
helsinki,4,4,yolo,15,spacecraft,0.5985,0.7831,0,1510.5,868.7,1557.3,916.6,46.799999999999955,47.89999999999998,46.799999999999955
helsinki,4,5,yolo,1,helicopter,0.3011,0.3751,0,3497.2,581.2,3823.8,692.2,326.60000000000036,111.0,111.0
helsinki,4,6,yolo,13,condor,0.8799,0.9994,0,2684.0,1651.0,2853.1,1819.7,169.0999999999999,168.70000000000005,168.70000000000005
helsinki,4,7,yolo,1,helicopter,0.2205,0.3564,0,2341.5,1026.1,2443.2,1112.9,101.69999999999982,86.80000000000018,86.80000000000018
helsinki,4,8,yolo,12,tank,0.8125,0.9914,0,861.0,180.5,908.8,224.1,47.799999999999955,43.599999999999994,43.599999999999994
helsinki,4,9,yolo,3,large_launcher,0.2707,0.3875,0,2272.8,1187.3,2418.5,1306.3,145.69999999999982,119.0,119.0
helsinki,5,0,yolo,3,large_launcher,0.5516,0.6988,0,3503.1,644.0,3657.8,761.7,154.70000000000027,117.70000000000005,117.70000000000005
helsinki,5,1,yolo,1,helicopter,0.6408,0.6152,0,2237.5,1165.0,2352.3,1263.6,114.80000000000018,98.59999999999991,98.59999999999991
helsinki,5,2,yolo,10,small_tower,0.7675,0.8498,0,2639.9,1110.1,2697.6,1167.4,57.69999999999982,57.30000000000018,57.30000000000018
helsinki,5,3,yolo,15,spacecraft,0.7544,0.9719,0,1513.5,933.5,1556.9,979.0,43.40000000000009,45.5,43.40000000000009
helsinki,5,4,yolo,2,jet_plane,0.6894,0.8704,0,2206.6,57.5,2269.9,130.1,63.30000000000018,72.6,63.30000000000018
helsinki,5,5,yolo,2,jet_plane,0.5662,0.7263,0,2237.5,44.3,2296.8,138.8,59.30000000000018,94.50000000000001,59.30000000000018
helsinki,5,6,yolo,13,condor,0.8443,0.9228,0,2686.0,1734.1,2861.5,1895.8,175.5,161.70000000000005,161.70000000000005
helsinki,5,7,yolo,1,helicopter,0.3913,0.4839,0,3499.2,636.0,3840.0,758.6,340.8000000000002,122.60000000000002,122.60000000000002
helsinki,5,8,yolo,15,spacecraft,0.2249,0.4563,0,1521.4,937.2,1563.9,1009.5,42.5,72.29999999999995,42.5
helsinki,5,9,yolo,5,medium_launcher,0.4604,0.592,0,2600.9,1144.4,2643.0,1175.4,42.09999999999991,31.0,31.0
helsinki,6,0,yolo,1,helicopter,0.6758,0.6598,0,2249.9,1235.0,2361.6,1334.1,111.69999999999982,99.09999999999991,99.09999999999991
helsinki,6,1,yolo,3,large_launcher,0.651,0.7738,0,3515.5,703.9,3665.7,820.4,150.19999999999982,116.5,116.5
helsinki,6,2,yolo,10,small_tower,0.5132,0.6999,0,2642.4,1176.3,2706.2,1240.4,63.79999999999973,64.10000000000014,63.79999999999973
helsinki,6,3,yolo,2,jet_plane,0.6466,0.7841,0,2201.4,107.4,2273.7,189.3,72.29999999999973,81.9,72.29999999999973
helsinki,6,4,yolo,15,spacecraft,0.591,0.8449,0,1508.3,996.0,1554.1,1043.5,45.799999999999955,47.5,45.799999999999955
helsinki,6,5,yolo,15,spacecraft,0.1396,0.3391,0,3715.0,685.3,3840.0,798.9,125.0,113.60000000000002,113.60000000000002
helsinki,6,6,yolo,2,jet_plane,0.3061,0.3433,0,3505.9,691.3,3840.0,823.1,334.0999999999999,131.80000000000007,131.80000000000007
helsinki,6,7,yolo,13,condor,0.8663,1.0,0,2692.4,1803.2,2872.8,1977.3,180.4000000000001,174.0999999999999,174.0999999999999
helsinki,6,8,yolo,2,jet_plane,0.5551,0.5877,0,2218.0,100.2,2318.5,225.0,100.5,124.8,100.5
helsinki,6,9,yolo,4,large_tower,0.2696,0.3785,0,2339.3,1171.2,2440.9,1252.6,101.59999999999991,81.39999999999986,81.39999999999986
helsinki,6,10,yolo,15,spacecraft,0.4148,0.6736,0,1486.6,994.5,1529.2,1045.5,42.600000000000136,51.0,42.600000000000136
helsinki,6,11,yolo,1,helicopter,0.6331,0.6858,0,2303.5,1182.7,2374.7,1243.9,71.19999999999982,61.200000000000045,61.200000000000045
helsinki,6,12,yolo,10,small_tower,0.2712,0.3997,0,2690.3,1211.4,2741.9,1247.6,51.59999999999991,36.19999999999982,36.19999999999982
helsinki,7,0,yolo,1,helicopter,0.6301,0.6157,0,2253.0,1302.8,2365.9,1403.9,112.90000000000009,101.10000000000014,101.10000000000014
helsinki,7,1,yolo,10,small_tower,0.5251,0.7077,0,2648.7,1243.8,2711.1,1309.5,62.40000000000009,65.70000000000005,62.40000000000009
helsinki,7,2,yolo,15,spacecraft,0.6911,0.9093,0,1503.5,1060.2,1546.7,1108.9,43.200000000000045,48.700000000000045,43.200000000000045
helsinki,7,3,yolo,2,jet_plane,0.5495,0.6994,0,2211.2,164.0,2279.6,239.1,68.40000000000009,75.1,68.40000000000009
helsinki,7,4,yolo,3,large_launcher,0.6423,0.7687,0,3519.5,761.8,3676.2,882.2,156.69999999999982,120.40000000000009,120.40000000000009
helsinki,7,5,yolo,13,condor,0.1245,0.3315,0,3735.9,752.3,3838.4,847.5,102.5,95.20000000000005,95.20000000000005
helsinki,7,6,yolo,13,condor,0.8938,1.0,0,2698.4,1885.4,2881.2,2059.2,182.79999999999973,173.79999999999973,173.79999999999973
helsinki,7,7,yolo,2,jet_plane,0.5703,0.588,0,2196.9,161.4,2327.0,286.3,130.0999999999999,124.9,124.9
helsinki,8,0,yolo,1,helicopter,0.7933,0.8265,0,2251.0,1378.6,2360.4,1471.9,109.40000000000009,93.30000000000018,93.30000000000018
helsinki,8,1,yolo,3,large_launcher,0.5517,0.645,0,3544.6,826.2,3690.0,944.2,145.4000000000001,118.0,118.0
helsinki,8,2,yolo,15,spacecraft,0.5966,0.8182,0,1501.0,1123.8,1547.6,1172.0,46.59999999999991,48.200000000000045,46.59999999999991
helsinki,8,3,yolo,10,small_tower,0.864,0.993,0,2659.3,1308.6,2715.8,1374.9,56.5,66.30000000000018,56.5
helsinki,8,4,yolo,2,jet_plane,0.6644,0.8002,0,2215.5,220.0,2278.0,293.4,62.5,73.39999999999998,62.5
helsinki,8,5,yolo,1,helicopter,0.2854,0.4762,0,3739.1,813.2,3840.0,924.4,100.90000000000009,111.19999999999993,100.90000000000009
helsinki,8,6,yolo,13,condor,0.8534,0.9371,0,2689.5,1959.2,2881.6,2135.3,192.0999999999999,176.10000000000014,176.10000000000014
helsinki,8,7,yolo,1,helicopter,0.5635,0.5425,0,2263.1,1352.9,2369.3,1429.0,106.20000000000027,76.09999999999991,76.09999999999991
helsinki,8,8,yolo,3,large_launcher,0.2882,0.3721,0,2252.4,1409.0,2372.0,1520.4,119.59999999999991,111.40000000000009,111.40000000000009
helsinki,8,9,yolo,2,jet_plane,0.3359,0.3757,0,2220.3,243.4,2306.7,356.8,86.39999999999964,113.4,86.39999999999964
helsinki,9,0,yolo,3,large_launcher,0.6957,0.7833,0,3552.7,889.9,3710.0,1012.3,157.30000000000018,122.39999999999998,122.39999999999998
helsinki,9,1,yolo,15,spacecraft,0.5059,0.6677,0,1497.3,1188.5,1539.8,1236.3,42.5,47.799999999999955,42.5
helsinki,9,2,yolo,1,helicopter,0.784,0.7897,0,2254.6,1442.6,2378.9,1539.9,124.30000000000018,97.30000000000018,97.30000000000018
helsinki,9,3,yolo,2,jet_plane,0.7407,0.8702,0,2218.1,274.5,2285.6,351.6,67.5,77.10000000000002,67.5
helsinki,9,4,yolo,10,small_tower,0.7581,0.9223,0,2659.6,1373.7,2721.0,1441.8,61.40000000000009,68.09999999999991,61.40000000000009
helsinki,9,5,yolo,1,helicopter,0.4383,0.6484,0,2274.4,1418.1,2379.2,1492.2,104.79999999999973,74.10000000000014,74.10000000000014
helsinki,9,6,yolo,3,large_launcher,0.3068,0.4391,0,2264.4,1543.1,2460.6,1667.9,196.19999999999982,124.80000000000018,124.80000000000018
helsinki,9,7,yolo,2,jet_plane,0.5599,0.6589,0,2233.5,260.3,2294.3,320.9,60.80000000000018,60.599999999999966,60.599999999999966
helsinki,10,0,yolo,3,large_launcher,0.6971,0.8146,0,3561.7,955.9,3718.5,1074.1,156.80000000000018,118.19999999999993,118.19999999999993
helsinki,10,1,yolo,10,small_tower,0.6677,0.8003,0,2669.4,1453.4,2724.5,1516.6,55.09999999999991,63.19999999999982,55.09999999999991
helsinki,10,2,yolo,15,spacecraft,0.5408,0.7421,0,1496.4,1258.2,1537.5,1306.9,41.09999999999991,48.700000000000045,41.09999999999991
helsinki,10,3,yolo,1,helicopter,0.7471,0.7001,0,2256.6,1510.3,2381.9,1614.6,125.30000000000018,104.29999999999995,104.29999999999995
helsinki,10,4,yolo,2,jet_plane,0.6061,0.7355,0,2210.3,330.9,2285.8,407.9,75.5,77.0,75.5
helsinki,10,5,yolo,1,helicopter,0.3702,0.4841,0,2290.3,1556.7,2418.3,1657.1,128.0,100.39999999999986,100.39999999999986
helsinki,11,0,yolo,10,small_tower,0.8182,0.9648,0,2671.2,1520.8,2733.0,1584.7,61.80000000000018,63.90000000000009,61.80000000000018
helsinki,11,1,yolo,3,large_launcher,0.7054,0.7964,0,3577.3,1019.7,3728.4,1138.2,151.0999999999999,118.5,118.5
helsinki,11,2,yolo,1,helicopter,0.7754,0.7708,0,2255.6,1582.2,2381.4,1689.7,125.80000000000018,107.5,107.5
helsinki,11,3,yolo,15,spacecraft,0.6441,0.8999,0,1494.1,1327.1,1533.7,1373.3,39.600000000000136,46.200000000000045,39.600000000000136
helsinki,11,4,yolo,2,jet_plane,0.609,0.7756,0,2222.9,390.6,2289.3,463.0,66.40000000000009,72.39999999999998,66.40000000000009
helsinki,11,5,yolo,15,spacecraft,0.6677,0.8538,0,1505.6,1326.7,1552.6,1379.9,47.0,53.200000000000045,47.0
helsinki,11,6,yolo,2,jet_plane,0.3429,0.3837,0,2195.4,411.5,2288.8,514.0,93.40000000000009,102.5,93.40000000000009
helsinki,11,7,yolo,10,small_tower,0.2324,0.4555,0,2658.8,1569.9,2724.2,1622.9,65.39999999999964,53.0,53.0
helsinki,11,8,yolo,1,helicopter,0.4631,0.6137,0,2294.4,1636.7,2407.2,1719.0,112.79999999999973,82.29999999999995,82.29999999999995
helsinki,12,0,yolo,10,small_tower,0.8057,0.9981,0,2677.4,1592.8,2735.6,1658.5,58.19999999999982,65.70000000000005,58.19999999999982
helsinki,12,1,yolo,1,helicopter,0.7392,0.7643,0,2259.8,1655.9,2378.8,1760.2,119.0,104.29999999999995,104.29999999999995
helsinki,12,2,yolo,2,jet_plane,0.7012,0.7908,0,2221.9,441.5,2292.7,521.9,70.79999999999973,80.39999999999998,70.79999999999973
helsinki,12,3,yolo,15,spacecraft,0.7058,0.9448,0,1493.6,1400.2,1533.2,1450.4,39.600000000000136,50.200000000000045,39.600000000000136
helsinki,12,4,yolo,3,large_launcher,0.6834,0.8063,0,3581.5,1082.2,3737.9,1203.0,156.4000000000001,120.79999999999995,120.79999999999995
helsinki,12,5,yolo,12,tank,0.7218,0.8974,0,804.2,637.5,853.9,686.1,49.69999999999993,48.60000000000002,48.60000000000002
helsinki,12,6,yolo,2,jet_plane,0.3245,0.3256,0,2205.0,508.6,2286.0,586.7,81.0,78.10000000000002,78.10000000000002
helsinki,12,7,yolo,2,jet_plane,0.4813,0.5222,0,2213.0,454.9,2302.2,575.5,89.19999999999982,120.60000000000002,89.19999999999982
helsinki,12,8,yolo,13,condor,0.2899,0.5281,0,3802.7,1072.0,3840.0,1139.3,37.30000000000018,67.29999999999995,37.30000000000018
helsinki,13,0,yolo,10,small_tower,0.6471,0.8084,0,2681.5,1663.1,2745.9,1733.2,64.40000000000009,70.10000000000014,64.40000000000009
helsinki,13,1,yolo,15,spacecraft,0.7514,0.9763,0,1488.7,1467.7,1535.1,1518.3,46.399999999999864,50.59999999999991,46.399999999999864
helsinki,13,2,yolo,2,jet_plane,0.6767,0.7686,0,2222.4,500.9,2295.9,578.9,73.5,78.0,73.5
helsinki,13,3,yolo,3,large_launcher,0.7392,0.8652,0,3596.5,1148.4,3750.1,1273.1,153.5999999999999,124.69999999999982,124.69999999999982
helsinki,13,4,yolo,1,helicopter,0.6729,0.6634,0,2267.2,1735.6,2386.2,1835.9,119.0,100.30000000000018,100.30000000000018
helsinki,13,5,yolo,13,condor,0.2981,0.5122,0,3803.1,1137.9,3836.3,1199.9,33.20000000000027,62.0,33.20000000000027
helsinki,13,6,yolo,12,tank,0.8047,0.9988,0,794.7,694.0,846.8,742.3,52.09999999999991,48.299999999999955,48.299999999999955
helsinki,13,7,yolo,15,spacecraft,0.5218,0.6472,0,1506.2,1470.0,1554.4,1523.1,48.200000000000045,53.09999999999991,48.200000000000045
helsinki,14,0,yolo,3,large_launcher,0.7356,0.856,0,3614.4,1212.1,3767.8,1339.9,153.4000000000001,127.80000000000018,127.80000000000018
helsinki,14,1,yolo,1,helicopter,0.7881,0.7745,0,2261.6,1801.9,2386.8,1920.4,125.20000000000027,118.5,118.5
helsinki,14,2,yolo,2,jet_plane,0.6664,0.7627,0,2221.1,559.5,2299.0,641.3,77.90000000000009,81.79999999999995,77.90000000000009
helsinki,14,3,yolo,15,spacecraft,0.6931,0.9316,0,1485.6,1534.5,1528.6,1588.7,43.0,54.200000000000045,43.0
helsinki,14,4,yolo,10,small_tower,0.832,0.9979,0,2693.3,1738.2,2748.2,1801.0,54.899999999999636,62.799999999999955,54.899999999999636
helsinki,14,5,yolo,2,jet_plane,0.3437,0.4674,0,2267.3,550.4,2312.2,588.3,44.899999999999636,37.89999999999998,37.89999999999998
helsinki,15,0,yolo,3,large_launcher,0.6669,0.7324,0,3619.3,1287.4,3780.2,1404.9,160.89999999999964,117.5,117.5
helsinki,15,1,yolo,1,helicopter,0.6824,0.6529,0,2272.3,1884.4,2395.7,1986.8,123.39999999999964,102.39999999999986,102.39999999999986
helsinki,15,2,yolo,10,small_tower,0.8505,0.9963,0,2697.2,1819.5,2748.0,1875.8,50.80000000000018,56.299999999999955,50.80000000000018
helsinki,15,3,yolo,15,spacecraft,0.7467,0.9996,0,1479.7,1609.8,1528.2,1660.9,48.5,51.100000000000136,48.5
helsinki,15,4,yolo,2,jet_plane,0.6133,0.7057,0,2225.9,624.3,2298.0,698.6,72.09999999999991,74.30000000000007,72.09999999999991
helsinki,15,5,yolo,3,large_launcher,0.4189,0.4437,0,2299.6,1858.3,2393.3,1912.3,93.70000000000027,54.0,54.0
helsinki,15,6,yolo,10,small_tower,0.667,0.9072,0,2667.7,1832.5,2755.9,1884.1,88.20000000000027,51.59999999999991,51.59999999999991
helsinki,15,7,yolo,1,helicopter,0.4463,0.4706,0,2333.0,1813.5,2409.7,1882.5,76.69999999999982,69.0,69.0
helsinki,15,8,yolo,3,large_launcher,0.2643,0.3663,0,2280.7,1952.0,2476.6,2040.6,195.9000000000001,88.59999999999991,88.59999999999991
helsinki,15,9,yolo,3,large_launcher,0.2147,0.3487,0,2367.1,1808.7,2466.7,1893.3,99.59999999999991,84.59999999999991,84.59999999999991
helsinki,15,10,yolo,13,condor,0.2089,0.3853,0,2357.8,1795.2,2439.4,1845.7,81.59999999999991,50.5,50.5
helsinki,16,0,yolo,3,large_launcher,0.6531,0.6477,0,3642.3,1360.6,3796.8,1471.0,154.5,110.40000000000009,110.40000000000009
helsinki,16,1,yolo,1,helicopter,0.6662,0.7614,0,2277.6,1958.9,2389.9,2056.8,112.30000000000018,97.90000000000009,97.90000000000009
helsinki,16,2,yolo,10,small_tower,0.6537,0.8513,0,2699.7,1898.0,2758.6,1962.7,58.90000000000009,64.70000000000005,58.90000000000009
helsinki,16,3,yolo,2,jet_plane,0.6549,0.7936,0,2224.1,676.1,2296.8,753.4,72.70000000000027,77.29999999999995,72.70000000000027
helsinki,16,4,yolo,15,spacecraft,0.7479,0.9441,0,1478.0,1689.5,1523.9,1736.9,45.90000000000009,47.40000000000009,45.90000000000009
helsinki,17,0,yolo,3,large_launcher,0.6416,0.715,0,3646.2,1435.9,3807.4,1545.0,161.20000000000027,109.09999999999991,109.09999999999991
helsinki,17,1,yolo,10,small_tower,0.7889,0.998,0,2706.4,1972.5,2766.1,2035.6,59.69999999999982,63.09999999999991,59.69999999999982
helsinki,17,2,yolo,15,spacecraft,0.782,0.9996,0,1472.7,1756.0,1526.0,1812.0,53.299999999999955,56.0,53.299999999999955
helsinki,17,3,yolo,2,jet_plane,0.7805,0.9179,0,2226.6,732.6,2302.0,817.7,75.40000000000009,85.10000000000002,75.40000000000009
helsinki,17,4,yolo,1,helicopter,0.6814,0.7061,0,2282.4,2036.6,2393.9,2138.0,111.5,101.40000000000009,101.40000000000009
helsinki,17,5,yolo,1,helicopter,0.6083,0.637,0,2294.0,2020.0,2403.2,2093.8,109.19999999999982,73.80000000000018,73.80000000000018
helsinki,17,6,yolo,13,condor,0.3387,0.5439,0,2268.6,2088.9,2399.7,2160.0,131.0999999999999,71.09999999999991,71.09999999999991
helsinki,17,7,yolo,12,tank,0.8234,0.9945,0,762.6,946.4,816.0,994.2,53.39999999999998,47.80000000000007,47.80000000000007
helsinki,17,8,yolo,10,small_tower,0.2668,0.3848,0,2810.8,1991.4,2844.4,2019.3,33.59999999999991,27.899999999999864,27.899999999999864
helsinki,18,0,yolo,15,spacecraft,0.7184,0.9183,0,1467.0,1832.8,1524.2,1885.9,57.200000000000045,53.100000000000136,53.100000000000136
helsinki,18,1,yolo,3,large_launcher,0.6432,0.7269,0,3654.0,1509.1,3814.2,1627.1,160.19999999999982,118.0,118.0
helsinki,18,2,yolo,2,jet_plane,0.7075,0.7779,0,2227.8,792.0,2306.1,880.3,78.29999999999973,88.29999999999995,78.29999999999973
helsinki,18,3,yolo,10,small_tower,0.7557,0.8941,0,2714.4,2051.8,2774.5,2110.1,60.09999999999991,58.29999999999973,58.29999999999973
helsinki,19,0,yolo,15,spacecraft,0.7126,0.9341,0,1468.1,1913.2,1517.6,1964.9,49.5,51.700000000000045,49.5
helsinki,19,1,yolo,3,large_launcher,0.5322,0.4957,0,3675.9,1578.7,3830.8,1697.0,154.9000000000001,118.29999999999995,118.29999999999995
helsinki,19,2,yolo,2,jet_plane,0.7685,0.8993,0,2230.2,857.0,2310.5,942.5,80.30000000000018,85.5,80.30000000000018
helsinki,20,0,yolo,3,large_launcher,0.6623,0.6598,0,3683.0,1655.5,3838.7,1768.7,155.69999999999982,113.20000000000005,113.20000000000005
helsinki,20,1,yolo,15,spacecraft,0.6811,0.8495,0,1463.1,1988.3,1516.3,2041.6,53.200000000000045,53.299999999999955,53.200000000000045
helsinki,20,2,yolo,2,jet_plane,0.8173,0.9505,0,2232.4,920.9,2312.3,1008.3,79.90000000000009,87.39999999999998,79.90000000000009
helsinki,20,3,yolo,12,tank,0.7773,0.9526,0,738.5,1143.7,792.5,1197.9,54.0,54.200000000000045,54.0
helsinki,21,0,yolo,3,large_launcher,0.6802,0.6425,0,3703.1,1723.3,3840.0,1849.4,136.9000000000001,126.10000000000014,126.10000000000014
helsinki,21,1,yolo,2,jet_plane,0.7855,0.922,0,2237.5,987.6,2316.3,1071.7,78.80000000000018,84.10000000000002,78.80000000000018
helsinki,21,2,yolo,15,spacecraft,0.7166,0.8937,0,1461.9,2071.9,1507.0,2117.3,45.09999999999991,45.40000000000009,45.09999999999991
helsinki,21,3,yolo,12,tank,0.7428,0.8995,0,729.6,1210.9,783.7,1265.5,54.10000000000002,54.59999999999991,54.10000000000002
helsinki,21,4,yolo,0,hangar,0.7812,0.9285,0,137.2,0.9,318.1,112.0,180.90000000000003,111.1,111.1
helsinki,22,0,yolo,3,large_launcher,0.5366,0.5405,0,3709.2,1792.9,3840.0,1911.4,130.80000000000018,118.5,118.5
helsinki,22,1,yolo,2,jet_plane,0.7823,0.912,0,2235.5,1049.6,2318.9,1138.4,83.40000000000009,88.80000000000018,83.40000000000009
helsinki,22,2,yolo,0,hangar,0.8041,0.9977,0,124.6,48.2,302.7,162.1,178.1,113.89999999999999,113.89999999999999
helsinki,22,3,yolo,12,tank,0.7837,0.9546,0,719.8,1280.5,775.9,1333.3,56.10000000000002,52.799999999999955,52.799999999999955
helsinki,23,0,yolo,3,large_launcher,0.6706,0.6036,0,3732.5,1875.1,3840.0,1989.1,107.5,114.0,107.5
helsinki,23,1,yolo,2,jet_plane,0.6864,0.7861,0,2243.4,1126.4,2325.9,1216.6,82.5,90.19999999999982,82.5
helsinki,23,2,yolo,0,hangar,0.7224,0.8847,0,111.5,87.7,306.6,210.8,195.10000000000002,123.10000000000001,123.10000000000001
helsinki,24,0,yolo,2,jet_plane,0.6869,0.7874,0,2245.2,1196.6,2332.7,1282.1,87.5,85.5,85.5
helsinki,24,1,yolo,3,large_launcher,0.4285,0.4288,0,3737.2,1958.2,3839.6,2063.3,102.40000000000009,105.10000000000014,102.40000000000009
helsinki,24,2,yolo,3,large_launcher,0.2441,0.403,0,3726.0,1969.1,3840.0,2152.3,114.0,183.20000000000027,114.0
helsinki,24,3,yolo,0,hangar,0.7816,0.9432,0,98.9,143.1,288.0,263.9,189.1,120.79999999999998,120.79999999999998
