dataset,frame_index,proposal_ordinal,source,score,x1,y1,x2,y2,width_px,height_px,area_px2,short_side_px,center_x_norm,center_y_norm
hosted,221,0,yolo,0.0158,454.3,396.7,469.7,412.6,15.399999999999977,15.900000000000034,244.86000000000016,15.399999999999977,0.48125,0.7493518518518518
hosted,222,0,yolo,0.0304,454.1,415.5,470.2,432.4,16.099999999999966,16.899999999999977,272.08999999999907,16.099999999999966,0.48140625,0.7850925925925926
hosted,223,0,yolo,0.0229,453.7,435.2,469.8,451.9,16.100000000000023,16.69999999999999,268.8700000000002,16.100000000000023,0.48098958333333336,0.8213888888888888
hosted,224,0,yolo,0.0426,453.4,454.3,471.0,472.5,17.600000000000023,18.19999999999999,320.3200000000002,17.600000000000023,0.4814583333333333,0.8581481481481481
hosted,225,0,yolo,0.0433,453.5,474.9,469.5,491.6,16.0,16.700000000000045,267.2000000000007,16.0,0.48072916666666665,0.8949074074074074
hosted,226,0,yolo,0.0288,453.4,494.7,470.1,511.9,16.700000000000045,17.19999999999999,287.2400000000006,16.700000000000045,0.48098958333333336,0.932037037037037
hosted,227,0,yolo,0.065,453.1,515.0,470.5,532.2,17.399999999999977,17.200000000000045,299.2800000000004,17.200000000000045,0.4810416666666667,0.9696296296296296
hosted,241,0,yolo,0.0144,532.4,45.4,545.1,59.5,12.700000000000045,14.100000000000001,179.07000000000065,12.700000000000045,0.5611979166666666,0.09712962962962964
hosted,244,0,yolo,0.0117,532.7,87.6,545.7,102.1,13.0,14.5,188.5,13.0,0.5616666666666668,0.17564814814814814
hosted,244,1,yolo,0.0103,617.2,291.6,635.1,310.0,17.899999999999977,18.399999999999977,329.35999999999916,17.899999999999977,0.6522395833333334,0.5570370370370371
hosted,245,0,yolo,0.0208,533.3,102.0,546.8,116.1,13.5,14.099999999999994,190.3499999999999,13.5,0.5625520833333333,0.20194444444444443
hosted,246,0,yolo,0.0404,533.7,117.2,547.3,131.3,13.599999999999909,14.100000000000009,191.75999999999883,13.599999999999909,0.5630208333333333,0.2300925925925926
hosted,247,0,yolo,0.0126,535.2,132.6,547.9,146.9,12.699999999999932,14.300000000000011,181.60999999999916,12.699999999999932,0.5641145833333333,0.2587962962962963
helsinki,0,0,yolo,0.9988,863.2,90.7,898.2,117.9,35.0,27.200000000000003,952.0000000000001,27.200000000000003,0.9173958333333334,0.19314814814814818
helsinki,0,1,yolo,0.9496,556.4,211.2,585.8,235.8,29.399999999999977,24.600000000000023,723.2400000000001,24.600000000000023,0.5948958333333333,0.41388888888888886
helsinki,0,2,yolo,0.9228,651.7,197.8,667.8,214.4,16.09999999999991,16.599999999999994,267.2599999999984,16.09999999999991,0.6872395833333333,0.3816666666666667
helsinki,0,3,yolo,0.9161,382.6,157.7,391.6,169.3,9.0,11.600000000000023,104.4000000000002,9.0,0.4032291666666667,0.30277777777777776
helsinki,0,4,yolo,0.0268,665.2,344.6,705.8,381.9,40.59999999999991,37.299999999999955,1514.3799999999947,37.299999999999955,0.7140625,0.6726851851851852
helsinki,0,5,yolo,0.0109,567.2,464.7,582.4,478.8,15.199999999999932,14.100000000000023,214.3199999999994,14.100000000000023,0.59875,0.8736111111111111
helsinki,1,0,yolo,0.9976,864.2,104.8,901.0,130.8,36.799999999999955,26.000000000000014,956.7999999999994,26.000000000000014,0.919375,0.21814814814814817
helsinki,1,1,yolo,0.9344,557.0,226.9,587.0,251.7,30.0,24.799999999999983,743.9999999999995,24.799999999999983,0.5958333333333333,0.4431481481481482
helsinki,1,2,yolo,0.9025,656.1,211.8,668.9,227.3,12.799999999999955,15.5,198.3999999999993,12.799999999999955,0.6901041666666666,0.4065740740740741
helsinki,1,3,yolo,0.839,381.0,171.5,390.5,182.8,9.5,11.300000000000011,107.35000000000011,9.5,0.40182291666666664,0.32805555555555554
helsinki,1,4,yolo,0.0616,860.1,100.5,950.5,124.6,90.39999999999998,24.099999999999994,2178.639999999999,24.099999999999994,0.9430208333333333,0.20842592592592593
helsinki,1,5,yolo,0.0429,665.7,360.9,709.5,398.9,43.799999999999955,38.0,1664.3999999999983,38.0,0.71625,0.7035185185185184
helsinki,1,6,yolo,0.0262,568.1,483.9,583.5,498.7,15.399999999999977,14.800000000000011,227.91999999999985,14.800000000000011,0.5997916666666666,0.9098148148148147
helsinki,1,7,yolo,0.0155,648.5,230.5,662.1,237.1,13.600000000000023,6.599999999999994,89.76000000000008,6.599999999999994,0.6826041666666666,0.432962962962963
helsinki,1,8,yolo,0.0143,360.1,193.3,372.3,202.6,12.199999999999989,9.299999999999983,113.45999999999968,9.299999999999983,0.3814583333333334,0.36657407407407405
helsinki,1,9,yolo,0.0137,571.1,229.8,590.4,254.8,19.299999999999955,25.0,482.49999999999886,19.299999999999955,0.6049479166666667,0.4487037037037037
helsinki,1,10,yolo,0.0136,384.2,171.8,396.3,185.1,12.100000000000023,13.299999999999983,160.9300000000001,12.100000000000023,0.40651041666666665,0.33046296296296296
helsinki,2,0,yolo,0.9739,869.3,120.3,905.7,144.0,36.40000000000009,23.700000000000003,862.6800000000022,23.700000000000003,0.9244791666666666,0.24472222222222223
helsinki,2,1,yolo,0.8699,559.7,243.3,586.6,267.8,26.899999999999977,24.5,659.0499999999995,24.5,0.5970312500000001,0.47324074074074074
helsinki,2,2,yolo,0.8629,379.3,186.1,390.2,197.5,10.899999999999977,11.400000000000006,124.2599999999998,10.899999999999977,0.40078125,0.3551851851851852
helsinki,2,3,yolo,0.6907,657.4,227.0,671.0,242.6,13.600000000000023,15.599999999999994,212.16000000000028,13.600000000000023,0.691875,0.4348148148148148
helsinki,2,4,yolo,0.1296,359.7,209.3,372.5,221.1,12.800000000000011,11.799999999999983,151.0399999999999,11.799999999999983,0.3813541666666667,0.3985185185185185
helsinki,2,5,yolo,0.0478,665.0,377.4,705.5,415.2,40.5,37.80000000000001,1530.9000000000005,37.80000000000001,0.7138020833333333,0.7338888888888888
helsinki,2,6,yolo,0.0362,650.1,232.8,669.9,244.8,19.799999999999955,12.0,237.59999999999945,12.0,0.6875,0.44222222222222224
helsinki,2,7,yolo,0.0326,574.8,256.1,593.6,272.7,18.800000000000068,16.599999999999966,312.0800000000005,16.599999999999966,0.6085416666666668,0.4896296296296296
helsinki,2,8,yolo,0.0244,918.7,116.5,929.5,134.0,10.799999999999955,17.5,188.9999999999992,10.799999999999955,0.9626041666666667,0.23194444444444445
helsinki,2,9,yolo,0.0108,381.8,185.3,396.3,199.6,14.5,14.299999999999983,207.34999999999974,14.299999999999983,0.4052604166666667,0.35638888888888887
helsinki,3,0,yolo,0.9666,871.8,133.9,906.6,159.6,34.80000000000007,25.69999999999999,894.3600000000014,25.69999999999999,0.92625,0.27175925925925926
helsinki,3,1,yolo,0.9413,558.6,258.8,587.1,283.7,28.5,24.899999999999977,709.6499999999994,24.899999999999977,0.5967187500000001,0.5023148148148148
helsinki,3,2,yolo,0.8352,378.9,202.1,389.7,213.2,10.800000000000011,11.099999999999994,119.88000000000007,10.800000000000011,0.40031249999999996,0.384537037037037
helsinki,3,3,yolo,0.5174,657.7,244.8,672.0,259.7,14.299999999999955,14.899999999999977,213.069999999999,14.299999999999955,0.6925520833333334,0.4671296296296296
helsinki,3,4,yolo,0.0493,667.0,394.7,713.6,438.5,46.60000000000002,43.80000000000001,2041.0800000000015,43.80000000000001,0.7190624999999999,0.7714814814814815
helsinki,3,5,yolo,0.0372,650.3,254.4,662.2,261.2,11.900000000000091,6.799999999999983,80.92000000000041,6.799999999999983,0.68359375,0.47740740740740745
helsinki,3,6,yolo,0.0256,903.1,129.0,945.1,155.6,42.0,26.599999999999994,1117.1999999999998,26.599999999999994,0.9626041666666667,0.26351851851851854
helsinki,3,7,yolo,0.0166,380.6,203.2,391.7,220.3,11.099999999999966,17.100000000000023,189.80999999999966,11.099999999999966,0.4022395833333333,0.3921296296296296
helsinki,3,8,yolo,0.0161,358.8,225.2,371.0,237.9,12.199999999999989,12.700000000000017,154.94000000000005,12.199999999999989,0.38010416666666663,0.42879629629629634
helsinki,3,9,yolo,0.0108,552.6,256.0,571.4,268.3,18.799999999999955,12.300000000000011,231.23999999999967,12.300000000000011,0.5854166666666667,0.48546296296296293
helsinki,4,0,yolo,0.9977,873.6,148.4,911.7,175.1,38.10000000000002,26.69999999999999,1017.2700000000002,26.69999999999999,0.9298437500000001,0.29953703703703705
helsinki,4,1,yolo,0.9627,560.3,274.9,587.8,299.4,27.5,24.5,673.75,24.5,0.5979687499999999,0.5317592592592593
helsinki,4,2,yolo,0.932,550.8,0.0,566.1,19.4,15.300000000000068,19.4,296.8200000000013,15.300000000000068,0.5817187500000001,0.017962962962962962
helsinki,4,3,yolo,0.784,659.2,260.4,673.3,275.4,14.099999999999909,15.0,211.49999999999864,14.099999999999909,0.6940104166666666,0.49611111111111106
helsinki,4,4,yolo,0.5693,377.6,217.2,389.3,229.2,11.699999999999989,12.0,140.39999999999986,11.699999999999989,0.3994270833333334,0.41333333333333333
helsinki,4,5,yolo,0.0909,874.3,145.3,956.0,173.0,81.70000000000005,27.69999999999999,2263.09,27.69999999999999,0.95328125,0.2947222222222222
helsinki,4,6,yolo,0.0666,671.0,412.8,713.3,454.9,42.299999999999955,42.099999999999966,1780.8299999999967,42.099999999999966,0.7209895833333333,0.803425925925926
helsinki,4,7,yolo,0.0565,561.5,12.2,578.0,30.2,16.5,18.0,297.0,16.5,0.5934895833333333,0.03925925925925926
helsinki,4,8,yolo,0.0382,585.4,256.5,610.8,278.2,25.399999999999977,21.69999999999999,551.1799999999993,21.69999999999999,0.6230208333333332,0.49509259259259264
helsinki,4,9,yolo,0.0207,650.3,271.8,660.4,278.2,10.100000000000023,6.399999999999977,64.63999999999992,6.399999999999977,0.6826562499999999,0.5092592592592593
helsinki,4,10,yolo,0.0134,546.9,3.3,567.1,31.4,20.200000000000045,28.099999999999998,567.6200000000013,20.200000000000045,0.5802083333333333,0.032129629629629626
helsinki,4,11,yolo,0.0106,215.2,45.1,227.2,56.0,12.0,10.899999999999999,130.79999999999998,10.899999999999999,0.23041666666666666,0.0936111111111111
helsinki,4,12,yolo,0.0103,568.2,296.8,604.6,326.6,36.39999999999998,29.80000000000001,1084.7199999999998,29.80000000000001,0.6108333333333335,0.5772222222222223
helsinki,5,0,yolo,0.9974,875.8,161.0,914.5,190.4,38.700000000000045,29.400000000000006,1137.7800000000016,29.400000000000006,0.9324479166666666,0.32537037037037037
helsinki,5,1,yolo,0.9868,559.4,291.2,588.1,315.9,28.700000000000045,24.69999999999999,708.8900000000008,24.69999999999999,0.59765625,0.5621296296296295
helsinki,5,2,yolo,0.8766,660.0,277.5,674.4,291.8,14.399999999999977,14.300000000000011,205.91999999999985,14.300000000000011,0.6950000000000001,0.5271296296296296
helsinki,5,3,yolo,0.7096,378.4,233.4,389.2,244.8,10.800000000000011,11.400000000000006,123.12000000000019,10.800000000000011,0.3997916666666666,0.4427777777777778
helsinki,5,4,yolo,0.6481,551.7,14.4,567.5,32.5,15.799999999999955,18.1,285.9799999999992,15.799999999999955,0.5829166666666666,0.04342592592592592
helsinki,5,5,yolo,0.0886,559.4,11.1,574.2,34.7,14.800000000000068,23.6,349.2800000000016,14.800000000000068,0.5904166666666666,0.042407407407407414
helsinki,5,6,yolo,0.0585,671.5,433.5,715.4,474.0,43.89999999999998,40.5,1777.9499999999991,40.5,0.7223437500000001,0.8402777777777778
helsinki,5,7,yolo,0.0393,874.8,159.0,960.0,189.6,85.20000000000005,30.599999999999994,2607.120000000001,30.599999999999994,0.955625,0.3227777777777778
helsinki,5,8,yolo,0.0167,380.4,234.3,391.0,252.4,10.600000000000023,18.099999999999994,191.86000000000035,10.600000000000023,0.4017708333333333,0.4506481481481482
helsinki,5,9,yolo,0.016,650.2,286.1,660.8,293.9,10.599999999999909,7.7999999999999545,82.67999999999881,7.7999999999999545,0.6828125,0.5370370370370371
helsinki,6,0,yolo,0.977,562.5,308.7,590.4,333.5,27.899999999999977,24.80000000000001,691.9199999999997,24.80000000000001,0.60046875,0.5946296296296296
helsinki,6,1,yolo,0.9683,878.9,176.0,916.4,205.1,37.5,29.099999999999994,1091.2499999999998,29.099999999999994,0.9350520833333333,0.3528703703703704
helsinki,6,2,yolo,0.9611,660.6,294.1,676.6,310.1,16.0,16.0,256.0,16.0,0.6964583333333334,0.5594444444444445
helsinki,6,3,yolo,0.8856,550.3,26.9,568.4,47.3,18.100000000000023,20.4,369.24000000000046,18.100000000000023,0.5826562499999999,0.0687037037037037
helsinki,6,4,yolo,0.8105,377.1,249.0,388.5,260.9,11.399999999999977,11.899999999999977,135.65999999999946,11.399999999999977,0.39875,0.4721296296296296
helsinki,6,5,yolo,0.097,928.7,171.3,960.0,199.7,31.299999999999955,28.399999999999977,888.919999999998,28.399999999999977,0.9836979166666667,0.3435185185185185
helsinki,6,6,yolo,0.0635,876.5,172.8,960.0,205.8,83.5,33.0,2755.5,33.0,0.9565104166666667,0.35055555555555556
helsinki,6,7,yolo,0.0468,673.1,450.8,718.2,494.3,45.10000000000002,43.5,1961.850000000001,43.5,0.7246354166666668,0.8750925925925926
helsinki,6,8,yolo,0.0342,554.5,25.1,579.6,56.3,25.100000000000023,31.199999999999996,783.1200000000006,25.100000000000023,0.5906770833333332,0.07537037037037038
helsinki,6,9,yolo,0.0188,584.8,292.8,610.2,313.1,25.40000000000009,20.30000000000001,515.6200000000022,20.30000000000001,0.6223958333333334,0.5610185185185186
helsinki,6,10,yolo,0.0185,371.7,248.6,382.3,261.4,10.600000000000023,12.799999999999983,135.68000000000012,10.600000000000023,0.3927083333333333,0.4722222222222222
helsinki,6,11,yolo,0.0168,575.9,295.7,593.7,311.0,17.800000000000068,15.300000000000011,272.3400000000012,15.300000000000011,0.6091666666666666,0.5617592592592593
helsinki,6,12,yolo,0.0101,672.6,302.8,685.5,311.9,12.899999999999977,9.099999999999966,117.38999999999935,9.099999999999966,0.7073437499999999,0.5691666666666667
helsinki,7,0,yolo,0.9801,563.3,325.7,591.5,351.0,28.200000000000045,25.30000000000001,713.4600000000015,25.30000000000001,0.6014583333333333,0.6265740740740741
helsinki,7,1,yolo,0.9489,662.2,310.9,677.8,327.4,15.599999999999909,16.5,257.3999999999985,15.599999999999909,0.6979166666666666,0.5910185185185185
helsinki,7,2,yolo,0.8617,375.9,265.1,386.7,277.2,10.800000000000011,12.099999999999966,130.67999999999978,10.800000000000011,0.39718749999999997,0.5021296296296296
helsinki,7,3,yolo,0.828,552.8,41.0,569.9,59.8,17.100000000000023,18.799999999999997,321.48000000000036,17.100000000000023,0.5847395833333332,0.09333333333333334
helsinki,7,4,yolo,0.6259,879.9,190.5,919.1,220.6,39.200000000000045,30.099999999999994,1179.9200000000012,30.099999999999994,0.9369791666666667,0.3806481481481482
helsinki,7,5,yolo,0.3996,934.0,188.1,959.6,211.9,25.600000000000023,23.80000000000001,609.2800000000009,23.80000000000001,0.98625,0.37037037037037035
helsinki,7,6,yolo,0.027,674.6,471.4,720.3,514.8,45.69999999999993,43.39999999999998,1983.379999999996,43.39999999999998,0.7265104166666667,0.913148148148148
helsinki,7,7,yolo,0.0103,549.2,40.4,581.8,71.6,32.59999999999991,31.199999999999996,1017.119999999997,31.199999999999996,0.5890625,0.1037037037037037
helsinki,8,0,yolo,0.9361,562.7,344.7,590.1,368.0,27.399999999999977,23.30000000000001,638.4199999999997,23.30000000000001,0.6004166666666667,0.6599074074074075
helsinki,8,1,yolo,0.9117,886.2,206.5,922.5,236.0,36.299999999999955,29.5,1070.8499999999985,29.5,0.94203125,0.4097222222222222
helsinki,8,2,yolo,0.8908,375.2,280.9,386.9,293.0,11.699999999999989,12.100000000000023,141.57000000000014,11.699999999999989,0.39692708333333326,0.5313888888888889
helsinki,8,3,yolo,0.8403,664.8,327.1,678.9,343.7,14.100000000000023,16.599999999999966,234.0599999999999,14.100000000000023,0.6998437499999999,0.6211111111111111
helsinki,8,4,yolo,0.8208,553.9,55.0,569.5,73.3,15.600000000000023,18.299999999999997,285.48000000000036,15.600000000000023,0.5851041666666668,0.1187962962962963
helsinki,8,5,yolo,0.092,934.8,203.3,960.0,231.1,25.200000000000045,27.799999999999983,700.5600000000009,25.200000000000045,0.986875,0.4022222222222222
helsinki,8,6,yolo,0.0568,672.4,489.8,720.4,533.8,48.0,43.99999999999994,2111.9999999999973,43.99999999999994,0.7254166666666666,0.9477777777777777
helsinki,8,7,yolo,0.0172,565.8,338.2,592.3,357.3,26.5,19.100000000000023,506.1500000000006,19.100000000000023,0.6031770833333333,0.6439814814814815
helsinki,8,8,yolo,0.0155,563.1,352.3,593.0,380.1,29.899999999999977,27.80000000000001,831.2199999999997,27.80000000000001,0.6021354166666666,0.6781481481481483
helsinki,8,9,yolo,0.0132,555.1,60.9,576.7,89.2,21.600000000000023,28.300000000000004,611.2800000000008,21.600000000000023,0.5894791666666668,0.13898148148148148
helsinki,9,0,yolo,0.9761,888.2,222.5,927.5,253.1,39.299999999999955,30.599999999999994,1202.5799999999983,30.599999999999994,0.9456770833333333,0.4403703703703704
helsinki,9,1,yolo,0.9541,374.3,297.1,385.0,309.1,10.699999999999989,12.0,128.39999999999986,10.699999999999989,0.39546875,0.5612962962962963
helsinki,9,2,yolo,0.8599,563.6,360.7,594.7,385.0,31.100000000000023,24.30000000000001,755.7300000000009,24.30000000000001,0.6032812500000001,0.6904629629629631
helsinki,9,3,yolo,0.841,554.5,68.6,571.4,87.9,16.899999999999977,19.30000000000001,326.16999999999973,16.899999999999977,0.58640625,0.1449074074074074
helsinki,9,4,yolo,0.7431,664.9,343.4,680.3,360.4,15.399999999999977,17.0,261.7999999999996,15.399999999999977,0.7006249999999999,0.6516666666666666
helsinki,9,5,yolo,0.0451,566.5,59.8,580.3,74.9,13.799999999999955,15.100000000000009,208.37999999999943,13.799999999999955,0.5972916666666667,0.1247222222222222
helsinki,9,6,yolo,0.0227,568.6,354.5,594.8,373.1,26.199999999999932,18.600000000000023,487.3199999999993,18.600000000000023,0.6059375,0.6737037037037037
helsinki,9,7,yolo,0.0142,566.1,385.8,615.1,417.0,49.0,31.19999999999999,1528.7999999999995,31.19999999999999,0.6152083333333334,0.7433333333333333
helsinki,9,8,yolo,0.0121,558.4,65.1,573.6,80.2,15.200000000000045,15.100000000000009,229.5200000000008,15.100000000000009,0.5895833333333333,0.13453703703703704
helsinki,10,0,yolo,0.9703,890.4,239.0,929.6,268.5,39.200000000000045,29.5,1156.4000000000015,29.5,0.9479166666666666,0.4699074074074074
helsinki,10,1,yolo,0.9379,667.3,363.4,681.1,379.1,13.800000000000068,15.700000000000045,216.6600000000017,13.800000000000068,0.7022916666666668,0.6875
helsinki,10,2,yolo,0.8773,374.1,314.5,384.4,326.7,10.299999999999955,12.199999999999989,125.65999999999933,10.299999999999955,0.39505208333333336,0.5937037037037037
helsinki,10,3,yolo,0.6946,564.2,377.6,595.5,403.7,31.299999999999955,26.099999999999966,816.9299999999978,26.099999999999966,0.6040104166666667,0.7234259259259259
helsinki,10,4,yolo,0.5479,552.6,82.7,571.4,102.0,18.799999999999955,19.299999999999997,362.83999999999907,18.799999999999955,0.5854166666666667,0.17101851851851851
helsinki,10,5,yolo,0.0245,572.6,389.2,604.6,414.3,32.0,25.100000000000023,803.2000000000007,25.100000000000023,0.613125,0.7439814814814815
helsinki,10,6,yolo,0.0122,637.3,393.6,652.1,407.5,14.800000000000068,13.899999999999977,205.72000000000062,13.899999999999977,0.6715625000000001,0.7417592592592592
helsinki,10,7,yolo,0.0118,568.4,75.5,580.1,89.9,11.700000000000045,14.400000000000006,168.48000000000073,11.700000000000045,0.5981770833333333,0.15314814814814814
helsinki,11,0,yolo,0.9877,667.8,380.2,683.2,396.2,15.400000000000091,16.0,246.40000000000146,15.400000000000091,0.7036458333333333,0.7188888888888889
helsinki,11,1,yolo,0.9299,894.3,254.9,932.1,284.5,37.80000000000007,29.599999999999994,1118.8800000000017,29.599999999999994,0.95125,0.4994444444444444
helsinki,11,2,yolo,0.8819,563.9,395.5,595.3,422.4,31.399999999999977,26.899999999999977,844.6599999999987,26.899999999999977,0.6037499999999999,0.7573148148148148
helsinki,11,3,yolo,0.8189,373.5,331.8,383.4,343.3,9.899999999999977,11.5,113.84999999999974,9.899999999999977,0.39421875,0.6250925925925926
helsinki,11,4,yolo,0.7448,555.7,97.6,572.3,115.7,16.59999999999991,18.10000000000001,300.4599999999985,16.59999999999991,0.5875,0.1975
helsinki,11,5,yolo,0.0253,376.4,331.7,388.1,345.0,11.700000000000045,13.300000000000011,155.61000000000072,11.700000000000045,0.39817708333333335,0.6265740740740741
helsinki,11,6,yolo,0.0247,548.9,102.9,572.2,128.5,23.300000000000068,25.599999999999994,596.4800000000016,23.300000000000068,0.58390625,0.21425925925925926
helsinki,11,7,yolo,0.0197,628.8,405.6,652.2,425.2,23.40000000000009,19.599999999999966,458.640000000001,19.599999999999966,0.6671875,0.7692592592592592
helsinki,11,8,yolo,0.0193,664.7,392.5,681.1,405.7,16.399999999999977,13.199999999999989,216.4799999999995,13.199999999999989,0.7009375000000001,0.7390740740740741
helsinki,11,9,yolo,0.0163,573.6,409.2,601.8,429.7,28.199999999999932,20.5,578.0999999999985,20.5,0.6121875,0.7767592592592593
helsinki,12,0,yolo,0.9738,669.3,398.2,683.9,414.6,14.600000000000023,16.400000000000034,239.44000000000088,14.600000000000023,0.7047916666666666,0.7525925925925926
helsinki,12,1,yolo,0.961,564.9,414.0,594.7,440.1,29.800000000000068,26.100000000000023,777.7800000000025,26.100000000000023,0.6039583333333333,0.7908333333333334
helsinki,12,2,yolo,0.9229,555.5,110.4,573.2,130.5,17.700000000000045,20.099999999999994,355.77000000000083,17.700000000000045,0.5878645833333334,0.22305555555555556
helsinki,12,3,yolo,0.8454,373.4,350.0,383.3,362.6,9.900000000000034,12.600000000000023,124.74000000000065,9.900000000000034,0.3941145833333334,0.6598148148148149
helsinki,12,4,yolo,0.773,895.4,270.5,934.5,300.8,39.10000000000002,30.30000000000001,1184.7300000000012,30.30000000000001,0.9530729166666667,0.5289814814814814
helsinki,12,5,yolo,0.0158,201.1,159.4,213.5,171.5,12.400000000000006,12.099999999999994,150.04,12.099999999999994,0.2159375,0.3063888888888889
helsinki,12,6,yolo,0.0155,626.8,422.1,648.7,443.2,21.90000000000009,21.099999999999966,462.09000000000117,21.099999999999966,0.6643229166666667,0.8012037037037036
helsinki,12,7,yolo,0.0142,551.2,127.1,571.5,146.7,20.299999999999955,19.599999999999994,397.879999999999,19.599999999999994,0.5847395833333333,0.2535185185185185
helsinki,12,8,yolo,0.0129,553.2,113.7,575.6,143.9,22.399999999999977,30.200000000000003,676.4799999999993,22.399999999999977,0.5879166666666668,0.23851851851851855
helsinki,12,9,yolo,0.0109,950.7,268.0,960.0,284.8,9.299999999999955,16.80000000000001,156.23999999999936,9.299999999999955,0.9951562500000001,0.5118518518518518
helsinki,12,10,yolo,0.0103,570.5,106.2,581.1,118.5,10.600000000000023,12.299999999999997,130.38000000000025,10.600000000000023,0.5997916666666666,0.20805555555555555
helsinki,13,0,yolo,0.9653,670.4,415.8,686.5,433.3,16.100000000000023,17.5,281.7500000000004,16.100000000000023,0.7067187500000001,0.7862037037037037
helsinki,13,1,yolo,0.9385,372.2,366.9,383.8,379.6,11.600000000000023,12.700000000000045,147.32000000000082,11.600000000000023,0.39375,0.6912037037037037
helsinki,13,2,yolo,0.8478,555.6,125.2,574.0,144.7,18.399999999999977,19.499999999999986,358.7999999999993,18.399999999999977,0.5883333333333333,0.24990740740740738
helsinki,13,3,yolo,0.8315,899.1,287.1,937.5,318.3,38.39999999999998,31.19999999999999,1198.0799999999988,31.19999999999999,0.9565625,0.5605555555555556
helsinki,13,4,yolo,0.7576,566.8,433.9,596.5,459.0,29.700000000000045,25.100000000000023,745.4700000000018,25.100000000000023,0.6058854166666666,0.8267592592592592
helsinki,13,5,yolo,0.0157,950.8,284.5,959.1,300.0,8.300000000000068,15.5,128.65000000000106,8.300000000000068,0.9947395833333333,0.5412037037037037
helsinki,13,6,yolo,0.0143,198.7,173.5,211.7,185.6,13.0,12.099999999999994,157.29999999999993,12.099999999999994,0.21375,0.3325
helsinki,13,7,yolo,0.0142,570.5,122.0,581.5,134.6,11.0,12.599999999999994,138.59999999999994,11.0,0.6,0.2375925925925926
helsinki,13,8,yolo,0.0139,376.5,367.5,388.6,380.8,12.100000000000023,13.300000000000011,160.93000000000043,12.100000000000023,0.39848958333333334,0.6928703703703704
helsinki,14,0,yolo,0.9766,903.6,303.0,942.0,335.0,38.39999999999998,32.0,1228.7999999999993,32.0,0.9612499999999999,0.5907407407407408
helsinki,14,1,yolo,0.875,565.4,450.5,596.7,480.1,31.300000000000068,29.600000000000023,926.4800000000027,29.600000000000023,0.6052604166666666,0.8616666666666667
helsinki,14,2,yolo,0.8681,555.3,139.9,574.8,160.3,19.5,20.400000000000006,397.8000000000001,19.5,0.5885937499999999,0.277962962962963
helsinki,14,3,yolo,0.6386,371.4,383.6,382.1,397.2,10.700000000000045,13.599999999999966,145.52000000000027,10.700000000000045,0.3924479166666667,0.7229629629629629
helsinki,14,4,yolo,0.5941,673.3,434.5,687.1,450.3,13.800000000000068,15.800000000000011,218.04000000000124,13.800000000000068,0.7085416666666667,0.8192592592592592
helsinki,14,5,yolo,0.0287,566.8,137.6,578.0,147.1,11.200000000000045,9.5,106.40000000000043,9.5,0.59625,0.2636111111111111
helsinki,15,0,yolo,0.9955,904.8,321.8,945.1,351.2,40.30000000000007,29.399999999999977,1184.820000000001,29.399999999999977,0.9634895833333333,0.6231481481481481
helsinki,15,1,yolo,0.9138,568.1,471.1,598.9,496.7,30.799999999999955,25.599999999999966,788.4799999999977,25.599999999999966,0.6078125,0.8961111111111111
helsinki,15,2,yolo,0.8055,674.3,454.9,687.0,469.0,12.700000000000045,14.100000000000023,179.07000000000093,12.700000000000045,0.7090104166666666,0.855462962962963
helsinki,15,3,yolo,0.7083,369.9,402.4,382.0,415.2,12.100000000000023,12.800000000000011,154.88000000000042,12.100000000000023,0.3916145833333333,0.757037037037037
helsinki,15,4,yolo,0.5523,556.5,156.1,574.5,174.6,18.0,18.5,333.0,18.0,0.5890625,0.3062037037037037
helsinki,15,5,yolo,0.0551,574.9,464.6,598.3,478.1,23.399999999999977,13.5,315.8999999999997,13.5,0.6110416666666666,0.8728703703703704
helsinki,15,6,yolo,0.0272,666.9,458.1,689.0,471.0,22.100000000000023,12.899999999999977,285.0899999999998,12.899999999999977,0.7061979166666668,0.8602777777777778
helsinki,15,7,yolo,0.0168,583.2,453.4,602.4,470.6,19.199999999999932,17.200000000000045,330.2399999999997,17.200000000000045,0.6174999999999999,0.8555555555555555
helsinki,15,8,yolo,0.0143,570.2,488.0,619.1,510.1,48.89999999999998,22.100000000000023,1080.6900000000005,22.100000000000023,0.6194270833333334,0.9241666666666667
helsinki,15,9,yolo,0.0138,591.8,452.2,616.7,473.3,24.90000000000009,21.100000000000023,525.3900000000025,21.100000000000023,0.6294270833333333,0.8569444444444444
helsinki,15,10,yolo,0.0119,589.5,448.8,609.8,461.4,20.299999999999955,12.599999999999966,255.77999999999872,12.599999999999966,0.6246354166666667,0.8427777777777778
helsinki,16,0,yolo,0.9753,910.6,340.2,949.2,367.7,38.60000000000002,27.5,1061.5000000000007,27.5,0.9686458333333334,0.6554629629629629
helsinki,16,1,yolo,0.7778,569.4,489.7,597.5,514.2,28.100000000000023,24.500000000000057,688.4500000000022,24.500000000000057,0.6077604166666667,0.9295370370370372
helsinki,16,2,yolo,0.7602,674.9,474.5,689.6,490.7,14.700000000000045,16.19999999999999,238.14000000000058,14.700000000000045,0.7106770833333333,0.8937037037037038
helsinki,16,3,yolo,0.6981,556.0,169.0,574.2,188.4,18.200000000000045,19.400000000000006,353.080000000001,18.200000000000045,0.5886458333333333,0.3309259259259259
